Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play Doc_embedding,Closest distance Doc_embedding
nadal-mariamne,nadal-herode,0.0033,nadal-herode,0.0055,nadal-herode,0.0021
nadal-osarphis-moise,nadal-antiochus,0.0054,nadal-antiochus,0.0086,carrion-nizas-pierre-le-grand,0.0034
nadal-paradis-terrestre,labaume-messe-de-gnide,0.0224,la-fontaine-astree,0.0411,billardon-de-sauvigny-vashington,0.0115
nadal-saul,lagrange-chancel-oreste,0.0071,nadal-herode,0.0072,nadal-herode,0.0025
nadaud-double-aveu,monselet-deux-dumas,0.0893,bergeret-l-album,0.0715,bilhaud-gustave,0.0281
nadaud-examen,troterel-gillette,0.0268,ferrier-chez-la-cliente,0.0456,bernardt-deux-pecheurs,0.0248
nadaud-le-conte-du-garde,euripide-cyclope,0.0344,courteline-principal-temoin,0.0761,vige-wilhem-tell,0.0186
nadaud-oraison-funebre,tristan-parasite,0.0197,gueullette-arlequin-pluton,0.0255,biancolelli-ecole-galante,0.0113
nadaud-proverbe-manque,dreyfus-un-crane-sous-une-tempete,0.038,normand-les-petits-cadeaux,0.0429,beaunoir-venus,0.0142
nericault-glorieux,chabanon-faux-noble,0.0055,dufresny-faux-sincere,0.0095,regnard-distrait,0.0039
nerval-une-repetition,moliere-misanthrope,0.0116,boursault-esope,0.0144,moliere-tartuffe,0.006
nittis-au-declin,desjardins-favori,0.0139,sallebray-belle-egyptienne,0.0195,lesguillon-saint-yves-protege-de-moliere,0.0061
nivelle-amour-pour-amour,moliere-misanthrope,0.0083,poisson-amour-secret,0.0152,nivelle-fausse-antipathie,0.0045
nivelle-ecole-des-amis,nivelle-prejuge-a-la-mode,0.0056,nivelle-prejuge-a-la-mode,0.0058,nivelle-prejuge-a-la-mode,0.0021
nivelle-ecole-meres,nericault-glorieux,0.008,voltaire-droit-du-seigneur,0.0136,corneillet-comtesse-orgueil,0.0036
nivelle-fausse-antipathie,nivelle-prejuge-a-la-mode,0.0029,dufresny-faux-sincere,0.0111,nivelle-ecole-des-amis,0.0031
nivelle-gouvernante,nivelle-fausse-antipathie,0.0049,nivelle-fausse-antipathie,0.0156,nivelle-fausse-antipathie,0.0035
nivelle-prejuge-a-la-mode,nivelle-fausse-antipathie,0.0029,nivelle-ecole-des-amis,0.0058,nivelle-ecole-des-amis,0.0021
nizas-sauvage-en-france,rousseau-prisonniers-de-guerre,0.0073,rousseau-narcisse,0.0151,donneau-de-vise-dames-vengees,0.0034
normand-claqueurs,rostand-cyrano,0.0282,banville-les-fourberies-de-nerine,0.0325,hervilly-magister,0.0103
normand-les-petits-cadeaux,dreyfus-un-crane-sous-une-tempete,0.0148,labiche-legouve-cigale-chez-les-fourmis,0.0246,labiche-leroy-il-est-de-la-police,0.0066
normand-tentations-d-antoine,sophocle-trachiniennes,0.0399,voltaire-enfant-prodigue,0.0453,onhet-aux-avants-postes,0.0204
nougaret-il-n-y-a-plus-d-enfants,favart-la-fille-mal-gardee,0.0126,marivaux-denouement-imprevu,0.0191,gensoul-rougemont-arlequin-a-alger,0.0052
onhet-aux-avants-postes,la-fontaine-ragotin,0.0124,duvaucuel-chapeau-bleu,0.0163,busnach-la-claque-la-claque,0.0081
ormoy-zelmis,discret-noces-de-vaugirard,0.0126,discret-noces-de-vaugirard,0.0187,sand-aldo-le-rimeur,0.005
ouville-absent-chez-soi,ouville-fausses-verites,0.0058,ouville-fausses-verites,0.0072,ouville-fausses-verites,0.003
ouville-fausses-verites,ouville-absent-chez-soi,0.0058,ouville-absent-chez-soi,0.0072,ouville-absent-chez-soi,0.003
ouville-soupcons,brosse-aveugle-clairvoyant,0.0048,brosse-aveugle-clairvoyant,0.0074,la-fontaine-eunuque,0.0027
ozicourt-belizaire,campistron-phocion,0.0049,voltaire-tancrede,0.008,voltaire-tancrede,0.0034
ozicourt-romeo-juliette,saurin-beverlei,0.0123,saurin-beverlei,0.0119,saurin-beverlei,0.0036
pacaroni-bajazet-premier,linant-alzaide,0.0054,la-harpe-comte-de-warwick,0.0069,legouve-laurence-orzano,0.0043
pages-moliere-a-pezenas,bruleboeuf-racine-chez-corneille,0.0228,la-fontaine-ragotin,0.0358,hervilly-docteur-sans-pareil,0.0108
pain-appartement-a-louer,audiffret-comedie-au-chateau,0.0244,barre-radet-desfontaines-marige-de-scarron,0.0349,piis-cassandre-astrologue,0.007
pain-riou-chouans,pixerecourt-victor,0.021,musset-lorenzaccio,0.0393,balzac-vautrin,0.0103
palaprat-le-muet,du-pont-de-veyle-somnanbule,0.008,marivaux-femme-fidele,0.0227,dufresny-jaloux-honteux,0.0048
palaprat-les-sifflets,pesselier-esope-au-parnasse,0.0099,la-harpe-moliere,0.0192,pesselier-esope-au-parnasse,0.0069
palissot-barbier-de-bagdad,dufresny-negligent,0.0089,beaumarchais-barbier-de-seville,0.0177,allainval-ecole-des-bourgeois,0.0055
palissot-cercle,moliere-critique-ecole-des-femmes,0.0084,poinsinet-cercle,0.0136,sacy-sympathie,0.004
palissot-critique-tragedie-charles-ix,la-croix-guerre-comique,0.0233,anonyme-club-des-dames,0.0495,carriere-doisin-cafe-litteraire,0.0074
palissot-ninus,chamfort-mustapha-zeangir,0.0051,gilbert-telephonte,0.0082,chamfort-mustapha-zeangir,0.0026
palissot-philosophes,dorat-les-proneurs,0.0072,dorat-la-feinte-par-amour,0.0113,palissot-tuteurs,0.0034
palissot-tuteurs,piron-metromanie,0.0081,la-thuilerie-crispin-bel-esprit,0.0112,palissot-philosophes,0.0034
panard-critique-a-l-opera-comique,panard-le-magasin-des-modernes,0.0152,colle-esperance,0.0461,dorneval-jugement-de-paris,0.0137
panard-le-magasin-des-modernes,fagan-sylphe-suppose,0.0125,boissy-frivolite,0.0244,fagan-sylphe-suppose,0.0069
panard-le-reve,andrieux-le-reve-du-mari,0.0098,sewrin-la-sorciere,0.0195,marivaux-pere-prudent,0.0037
panard-rien,panard-le-magasin-des-modernes,0.0279,coupigny-barre-piis-desfontaines-hommage-racine,0.0735,dorneval-jugement-de-paris,0.019
pascal-endymion,beys-celine,0.0072,du-ryer-clitophon,0.0103,gillet-art-de-regner,0.0072
patrat-heureuse-erreur,ancelot-auger-une-seduction,0.0081,lesage-crispin-rival-de-son-maitre,0.0153,ancelot-arago-papillotes,0.0057
patrat-vengeance,regnard-distrait,0.009,legrand-famille-extravagante,0.0119,legrand-famille-extravagante,0.0042
pechantre-geta,campistron-pompeia,0.0057,campistron-pompeia,0.0076,campistron-phocion,0.0036
pellegrin-tibere,de-caux-marius,0.0067,barbier-mort-de-cesar,0.0073,bernard-brutus,0.0037
pellet-desbarreaux-moliere-a-toulouse,riccoboni-riccoboni-romagnesi-echo-du-public,0.0084,boursault-esope,0.015,boursault-esope,0.0042
perin-camille-desmoulins,jodelle-cleopatre,0.0184,girard-derniere-nuit-de-camille-desmoulins,0.0347,racine-esther,0.0217
perrault-dialogue-de-l-amour-et-de-l-amitie,bary-de-l-art-de-se-faire-aimer,0.0133,robinet-panegyrique-ecole-des-femmes,0.0313,anomyme-dialogue-de-la-prude-et-de-la-coquette,0.0121
perrault-l-oublieux,poinsinet-cercle,0.0119,dancourt-foire-de-besons,0.0329,somaize-veritables-precieuses,0.0087
pesselier-esope-au-parnasse,dorat-les-proneurs,0.0071,boissy-critique-auteur-supersticieux,0.0116,cubieres-palmezeaux-lacrymanie,0.0041
pg-a-la-monaco,anseaume-tableau-parlant,0.0127,corneillet-comtesse-orgueil,0.0103,vade-canadienne,0.0055
pg-amour,dorat-celibataire,0.008,cubieres-palmezeaux-mort-de-moliere-3a,0.0129,voltaire-indiscret,0.0027
pg-carnaval-du-baron,tristan-parasite,0.0125,regnard-vendanges,0.0268,cadet-gassicourt-souper-de-moliere,0.0057
pg-fausse-invite,vade-canadienne,0.0118,andrieux-la-comedienne,0.0265,dancourt-sancho,0.0059
pg-thesee,musset-barberine,0.0104,colle-tanzai-et-neadarne,0.0226,favart-acajou,0.0042
pic-aricie,moliere-psyche,0.0088,fontenelle-endymion,0.0123,fontenelle-endymion,0.0061
pifteau-moliere-en-voyage,fournier-racine-a-uzes,0.0148,nericault-glorieux,0.026,lambert-collaboration,0.0074
piis-cassandre-astrologue,barre-despres-piis-resnier-l-opera-de-province,0.0137,barre-despres-piis-resnier-l-opera-de-province,0.0195,regnard-bal,0.007
piron-arlequin-decalion,aristophane-guepes,0.0103,musset-caprices,0.0212,regnard-divorce,0.0055
piron-ecole-peres,cheron-homme-a-bonnes-fortunes,0.0071,regnard-legataire,0.0103,piron-metromanie,0.0031
piron-fausse-alarme,quinault-roland,0.02,urfe-sylvanire,0.0303,moliere-amphitryon,0.0106
piron-gustave-wasa,la-harpe-comte-de-warwick,0.0071,ronsin-aretaphile,0.009,ronsin-aretaphile,0.0026
piron-metromanie,dorat-la-feinte-par-amour,0.0048,piron-ecole-peres,0.0112,voltaire-envieux,0.003
piron-nouvelle-messaline,l-estoile-intrigue-des-filous,0.0122,l-estoile-intrigue-des-filous,0.0166,regnard-folies-amoureuses,0.0059
piron-vasta,piron-nouvelle-messaline,0.0173,regnard-sapor,0.0251,colle-tanzai-et-neadarne,0.0089
pirouette-jeune-homme-bleme,depret-le-marquis-ernest,0.0361,regnard-arlequin-aux-enfers,0.0459,grenet-dancourt-paris,0.0234
pixerecourt-victor,beaunoir-libellistes,0.0165,carrance-le-camelia,0.0226,chamfort-la-jeune-indienne,0.0068
plancher-verre-d-eau,rousseau-narcisse,0.0071,marivaux-surprise-de-l-amour,0.017,regnard-filles-errantes,0.0041
plaute-amphitryon,l-estoile-intrigue-des-filous,0.01,plaute-aululaire,0.0161,plaute-aululaire,0.0024
plaute-aululaire,marolles-avaricieux,0.0049,marolles-avaricieux,0.0116,plaute-amphitryon,0.0024
plaute-casina,plaute-aululaire,0.006,plaute-aululaire,0.0129,plaute-amphitryon,0.0053
poinsinet-ajax,genest-zelonide,0.0083,folard-themistocle,0.0092,delavigne-vepres-siciliennes,0.0031
poinsinet-cercle,dancourt-fetes-nocturnes,0.006,colle-l-amant-anonyme,0.0096,sacy-repetition,0.0031
poinsinet-fra-maconnes,biancollelli-romagnesi-bonne-femme,0.0326,panard-le-magasin-des-modernes,0.0528,dorneval-lesage-couplets-en-proces,0.0164
poinsinet-philosophes-de-bois,dufresny-negligent,0.0127,anseaume-tableau-parlant,0.0143,andrieux-moliere-et-ses-amis,0.0048
poisson-actrice-nouvelle,chevalier-amours-de-calotin,0.0096,anseaume-ressource-comique,0.015,guerin-de-bouscal-dom-quixote-2,0.0049
poisson-amour-secret,hauteroche-amant-flatte-point,0.007,andrieux-les-etourdis,0.0133,nivelle-prejuge-a-la-mode,0.0032
poisson-boite-de-pandore,dancourt-metempsychose,0.0129,riccoboni-riccoboni-romagnesi-echo-du-public,0.0304,dancourt-sancho,0.0097
poisson-holande-malade,pvch-amsterdam-hydropique,0.0246,dufresny-mariage-fait-et-rompu,0.0452,dancourt-inconnu,0.008
poisson-le-poete-basque,chevalier-amours-de-calotin,0.0122,chevalier-desolation-des-filous,0.0298,beaunoir-sculpteur,0.0082
poisson-sot-venge,chevalier-disgrace-des-domestiques,0.0114,chevalier-cartel-de-guillot,0.0212,fagan-isabelle-arlequin,0.0063
pompigny-noeud-d-amour,marivaux-heureux-stratageme,0.0199,du-pont-de-veyle-somnanbule,0.0308,favart-la-fille-mal-gardee,0.0071
ponsart-moliere-a-vienne,dancourt-foire-saint-germain,0.0119,gouges-moliere-ninon,0.0169,moliere-malade-imaginaire,0.0052
poulhariez-taciturne,regnard-distrait,0.0096,hauteroche-amant-flatte-point,0.0115,chevalier-pedagogue-amoureux,0.0035
pousset-de-montauban-felicie,quinault-comedie-sans-comedie,0.0058,corneillep-place-royale,0.0077,rotrou-captifs,0.0024
pousset-de-montauban-zenobie,dalibray-soliman,0.0097,pechantre-geta,0.0101,la-chapelle-zaide,0.0035
prade-arsace,corneillet-laodice,0.0069,jaquelin-soliman,0.0079,corneillep-heraclius,0.0035
pradel-moliere-avignon,jacquelin-philidor-pradon,0.0192,cahusac-l-algerien,0.0253,dufresny-dedit,0.008
pradel-trait-de-moliere,cubieres-palmezeaux-mort-de-moliere-4a,0.0087,lesguillon-saint-yves-protege-de-moliere,0.0131,ozicourt-belizaire,0.006
pradon-mort-de-bajazet,pradon-statira,0.0073,pradon-statira,0.0063,pradon-phedre,0.0022
pradon-phedre,crebillon-electre,0.0055,racine-andromaque,0.008,pradon-mort-de-bajazet,0.0022
pradon-regulus,campistron-arminiusc,0.005,campistron-juba,0.0078,leclerc-iphigenie,0.0045
pradon-scipion,pradon-regulus,0.0062,pradon-regulus,0.008,pradon-statira,0.0029
pradon-statira,pradon-mort-de-bajazet,0.0073,pradon-mort-de-bajazet,0.0063,pradon-scipion,0.0029
puget-de-la-serre-climene,baro-celinde,0.0091,puget-de-la-serre-pandoste-ii,0.0144,puget-de-la-serre-pandoste-ii,0.0036
puget-de-la-serre-le-pyrame,beys-celine,0.0058,puget-de-la-serre-pandoste-i,0.009,baro-celinde,0.0068
puget-de-la-serre-martyre-sainte-catherine,puget-de-la-serre-pandoste-i,0.0128,ecker-franc-macon-prisonnier,0.044,ecker-franc-macon-prisonnier,0.0119
puget-de-la-serre-pandoste-i,baro-saint-eustache,0.0059,puget-de-la-serre-le-pyrame,0.009,puget-de-la-serre-pandoste-ii,0.0052
puget-de-la-serre-pandoste-ii,puget-de-la-serre-le-pyrame,0.0084,puget-de-la-serre-le-pyrame,0.012,puget-de-la-serre-climene,0.0036
puget-de-la-serre-sac-de-carthage,aubignac-pucelle-prose,0.0106,la-calprenede-hermenegilde,0.0166,puget-de-la-serre-pandoste-i,0.0076
puget-de-la-serre-thesee,du-ryer-berenice,0.0129,baro-celinde,0.0162,du-ryer-berenice,0.0039
puget-de-la-serre-thomas-morus,puget-de-la-serre-climene,0.0112,rotrou-bague-de-l-oubli,0.0429,roswitha-abraham,0.0087
pure-deroute-des-precieuses,anonyme-deroute-des-precieuses,0.0,anonyme-deroute-des-precieuses,0.0,anonyme-deroute-des-precieuses,0.0
pure-ostorius,baro-clarimonde,0.0073,campistron-virginie,0.0091,campistron-aetius,0.0047
pvch-amsterdam-hydropique,gillet-francion,0.0123,nivelle-ecole-meres,0.0281,grevin-tresoriere,0.0094
quatrelles-la-dame-de-niort,labiche-legouve-cigale-chez-les-fourmis,0.0419,carmontelle-recommandation,0.0325,carmontellle-dame-jeanne,0.0362
quinault-agrippa,corneillep-rodogune,0.0062,corneillep-oedipe,0.0065,quinault-astrate,0.0021
quinault-alceste,quinault-armide,0.009,quinault-armide,0.0129,quinault-thesee,0.0051
quinault-amadis,corneillet-medee,0.0069,quinault-roland,0.0096,quinault-roland,0.003
quinault-amalasonte,corneillet-ariane,0.0063,quinault-bellerophon,0.0069,corneillet-ariane,0.0031
quinault-armide,quinault-amadis,0.008,quinault-proserpine,0.0125,corneillet-medee,0.0027
quinault-astrate,corneillet-antiochus,0.0052,corneillet-theodat,0.0046,quinault-agrippa,0.0021
quinault-atys,quinault-proserpine,0.0058,quinault-roland,0.0116,quinault-thesee,0.0032
quinault-bellerophon,corneillet-antiochus,0.0053,corneillep-surena,0.0056,corneillet-ariane,0.0027
quinault-cadmus-hermione,quinault-proserpine,0.0123,la-motte-amadis,0.0151,quinault-thesee,0.0053
quinault-comedie-sans-comedie,sallebray-l-amante-ennemie,0.0041,quinault-fantome-amoureux,0.0091,corneillep-galerie-du-palais,0.003
quinault-coups-de-l-amour,la-calprenede-bradamante,0.0068,quinault-comedie-sans-comedie,0.0099,boyer-lisimene,0.0037
quinault-docteur-de-verre,regnard-menechmes,0.0102,jeannet-moliere-en-menage,0.0146,nivelle-ecole-meres,0.0043
quinault-fantome-amoureux,quinault-genereuse-ingratitude,0.0069,quinault-comedie-sans-comedie,0.0091,quinault-les-rivales,0.0028
quinault-fetes-amour-bacchus,dancourt-amants,0.0131,regnard-carnaval-de-venise,0.0296,la-fontaine-daphne,0.0083
quinault-genereuse-ingratitude,quinault-bellerophon,0.0066,quinault-amalasonte,0.0077,boursault-mort-vivant,0.0032
quinault-grotte,banville-feuilleton-d-aristophane,0.0864,nadal-epouse-du-cantique,0.1165,boursault-fete-de-la-seine,0.0448
quinault-isis,quinault-proserpine,0.0096,quinault-proserpine,0.0148,quinault-proserpine,0.0045
quinault-le-feint-alcibiade,quinault-astrate,0.0067,quinault-bellerophon,0.0071,boursault-germanicus,0.0031
quinault-les-rivales,boursault-mort-vivant,0.0059,romagnesi-riccoboni-sauvages,0.011,quinault-fantome-amoureux,0.0028
quinault-mere-coquette,corneillet-baron-d-albikrac,0.0055,marivaux-pere-prudent,0.0096,barbier-faucon,0.0038
quinault-persee,corneillet-medee,0.0078,quinault-proserpine,0.0113,quinault-proserpine,0.004
quinault-proserpine,quinault-atys,0.0058,quinault-persee,0.0113,quinault-persee,0.004
quinault-roland,quinault-amadis,0.007,quinault-amadis,0.0096,quinault-amadis,0.003
quinault-stratonice,corneillep-surena,0.0056,corneillep-surena,0.0074,boursault-germanicus,0.0026
quinault-temple-de-la-paix,dancourt-amants,0.0228,quinault-armide,0.0313,regnard-carnaval-de-venise,0.0118
quinault-thesee,quinault-atys,0.0085,quinault-persee,0.0144,quinault-atys,0.0032
racine-alexandre-66,racine-alexandre,0.0001,racine-alexandre,0.0001,racine-alexandre,0.0
racine-alexandre,racine-alexandre-66,0.0001,racine-alexandre-66,0.0001,racine-alexandre-66,0.0
racine-andromaque-68,racine-andromaque,0.0,racine-andromaque,0.0001,racine-andromaque,0.0001
racine-andromaque,racine-andromaque-68,0.0,racine-andromaque-68,0.0001,racine-andromaque-68,0.0001
racine-athalie,racine-esther,0.0067,racine-esther,0.0091,racine-esther,0.002
racine-bajazet,la-thuilerie-soliman,0.0051,la-thuilerie-soliman,0.004,racine-andromaque-68,0.0025
racine-berenice,racine-britannicus,0.0058,racine-bajazet,0.0059,racine-mithridate,0.0028
racine-britannicus,racine-berenice,0.0058,racine-bajazet,0.0078,racine-iphigenie,0.0028
racine-esther,racine-athalie,0.0067,racine-athalie,0.0091,racine-athalie,0.002
racine-iphigenie,racine-andromaque,0.0054,racine-mithridate,0.0062,racine-britannicus,0.0028
racine-mithridate,de-caux-marius,0.0052,racine-iphigenie,0.0062,racine-berenice,0.0028
racine-phedre-77,racine-phedre,0.0001,racine-phedre,0.0002,racine-phedre,0.0
racine-phedre,racine-phedre-77,0.0001,racine-phedre-77,0.0002,racine-phedre-77,0.0
racine-plaideurs-69,racine-plaideurs,0.0032,racine-plaideurs,0.0024,racine-plaideurs,0.0007
racine-plaideurs,racine-plaideurs-69,0.0032,racine-plaideurs-69,0.0024,racine-plaideurs-69,0.0007
racine-thebaide-64,racine-thebaide,0.0002,racine-thebaide,0.0005,racine-thebaide,0.0004
racine-thebaide,racine-thebaide-64,0.0002,racine-thebaide-64,0.0005,racine-thebaide-64,0.0004
radet-raboteau-avare-ami,barre-radet-candide,0.0164,merle-a-bas-moliere,0.0145,merle-a-bas-moliere,0.0048
raisin-merlin-gascon,dancourt-agioteurs,0.0098,dancourt-agioteurs,0.0155,rousseau-narcisse,0.0042
rayssiguier-palinice,corneillep-galerie-du-palais,0.0045,chevreau-avocat-dupe,0.0062,veronneau-l-impuissance,0.0038
regnard-arlequin-aux-enfers,regnard-divorce,0.007,musset-barberine,0.0171,regnard-divorce,0.0021
regnard-arlequin-bonnes-fortunes,regnard-coquette,0.004,regnard-filles-errantes,0.0143,regnard-coquette,0.0022
regnard-attendez-sous-l-orme,regnard-coquette,0.0069,regnard-coquette,0.0118,regnard-serenade,0.0031
regnard-bal,regnard-attendez-sous-l-orme,0.0164,regnard-distrait,0.017,regnard-joueur,0.0028
regnard-carnaval-de-venise,la-fontaine-astree,0.0099,la-motte-canente,0.0104,la-fontaine-daphne,0.0047
regnard-coquette,regnard-arlequin-bonnes-fortunes,0.004,regnard-filles-errantes,0.0097,regnard-arlequin-bonnes-fortunes,0.0022
regnard-democrite,gillet-francion,0.0068,regnard-folies-amoureuses,0.0088,regnard-legataire,0.0018
regnard-distrait,regnard-joueur,0.0054,biancollelli-arlequin-gentilhomme,0.0061,regnard-joueur,0.0023
regnard-divorce,regnard-coquette,0.0061,regnard-coquette,0.0101,regnard-arlequin-aux-enfers,0.0021
regnard-filles-errantes,regnard-coquette,0.0062,regnard-coquette,0.0097,regnard-arlequin-bonnes-fortunes,0.0022
regnard-folies-amoureuses,regnard-menechmes,0.0053,regnard-legataire,0.0087,regnard-democrite,0.0018
regnard-homme-bonne-fortune-critique,regnard-coquette,0.0158,dufresny-noce-interrompue,0.0254,vigny-quitte-pour-la-peur,0.0058
regnard-joueur,regnard-distrait,0.0054,regnard-distrait,0.0094,regnard-distrait,0.0023
regnard-legataire-critique,saint-just-petite-maison,0.0126,saint-just-petite-maison,0.0212,cubieres-palmezeaux-diligence-de-lyon,0.0036
regnard-legataire,regnard-menechmes,0.0048,hauteroche-amant-flatte-point,0.0086,regnard-menechmes,0.0016
regnard-menechmes,regnard-legataire,0.0048,regnard-distrait,0.0069,regnard-legataire,0.0016
regnard-retour-imprevu,rousseaujb-cafe,0.0104,dancourt-prix-arquebuse,0.0167,dancourt-diable-boiteux,0.0042
regnard-sapor,racine-phedre,0.0072,lagrange-chancel-meleagre,0.0081,la-thuilerie-hercule,0.0026
regnard-serenade,dancourt-enfants-de-paris,0.0086,hauteroche-cocher-suppose,0.014,jacquelin-rougemont-l-amour-al-anglaise,0.0027
regnard-souhaits,dancourt-metempsychose,0.0106,regnard-menechmes,0.02,moliere-femmes-savantes,0.0056
regnard-vendanges,regnard-legataire,0.0099,armand-cri-nature,0.0186,donneau-de-vise-intrigues-de-la-loterie,0.0048
regnault-marie-stuard,la-calprenede-jeanne,0.0095,aubignac-pucelle,0.011,aubignac-pucelle,0.0049
renard-huit-jours-a-la-campagne,dancourt-moulin-de-javelle,0.0428,bergeret-l-album,0.0362,lesage-crispin-rival-de-son-maitre,0.0072
renard-la-demande,zola-therese-raquin,0.0186,about-risette,0.0157,masson-le-proces-du-baiser,0.0078
renard-le-pain-du-menage,renard-plaisir-de-rompre,0.0192,renard-plaisir-de-rompre,0.0172,renard-plaisir-de-rompre,0.0054
renard-maitresse,renard-plaisir-de-rompre,0.0128,renard-plaisir-de-rompre,0.0125,renard-plaisir-de-rompre,0.006
renard-plaisir-de-rompre,renard-maitresse,0.0128,renard-maitresse,0.0125,renard-le-pain-du-menage,0.0054
restif-jugement-de-paris,sallebray-belle-egyptienne,0.012,boyer-amours-jupiter-semele,0.0238,dancourt-comedie-comediens,0.0064
riccoboni-riccoboni-romagnesi-echo-du-public,pesselier-esope-au-parnasse,0.0077,allainval-hiver,0.0244,pesselier-esope-au-parnasse,0.0091
riccoboni-romagnesi-compliments,la-harpe-moliere,0.0138,boissy-apologie-du-siecle,0.0327,carrion-nizas-dialogue-entre-la-maire-de-rodez-et-un-marguillier,0.0146
robinet-panegyrique-ecole-des-femmes,somaize-proces-precieuses,0.0105,scudery-comedie-des-comediens,0.0252,bary-du-duel,0.0078
rochefort-dupeuty-livry-madame-gregoire,busnach-la-claque-la-claque,0.0124,busnach-chateau-yquem,0.0217,busnach-la-claque-la-claque,0.0049
rochon-heureusement,anseaume-tableau-parlant,0.0078,legrand-famille-extravagante,0.0123,anseaume-tableau-parlant,0.0044
roger-auteur-capitation,dancourt-agioteurs,0.0199,dumaniant-dragon-de-thionville,0.059,durant-jours-se-suivent,0.0078
romagnesi-rancune,quinault-comedie-sans-comedie,0.0094,longhaye-souperdauteuil,0.0157,regnard-folies-amoureuses,0.0045
romagnesi-riccoboni-sauvages,biancolleli-enfants-trouves,0.0059,armand-cri-nature,0.0102,quinault-les-rivales,0.0034
ronsin-aretaphile,voltaire-tancrede,0.0062,cyrano-la-mort-d-agrippine,0.0087,piron-gustave-wasa,0.0026
ronsin-ligues-des-fanatiques,bohaire-siege-de-paris,0.0107,billardon-de-sauvigny-vashington,0.0246,billardon-de-sauvigny-vashington,0.0056
rosimond-avocat-savetier,regnard-menechmes,0.0087,regnard-menechmes,0.0094,regnard-legataire,0.0052
rosimond-festin-de-pierre,moliere-festin-de-pierre,0.0065,villiers-festin-de-pierre,0.0101,villiers-festin-de-pierre,0.0036
rostand-cyrano,monselet-richard-les-trois-gendarmes,0.0164,hugues-boite-a-musique,0.0238,blemont-valade-barbier-de-moliere,0.0064
roswitha-abraham,roswitha-callimaque,0.0166,roswitha-callimaque,0.0284,roswitha-callimaque,0.006
roswitha-callimaque,roswitha-abraham,0.0166,puget-de-la-serre-pandoste-ii,0.0283,roswitha-abraham,0.006
roswitha-dulcitius,puget-de-la-serre-pandoste-i,0.0165,mercier-destruction-de-la-ligue,0.0366,voltaire-tanis-zelide,0.0184
rotrou-agesilan,rotrou-belle-alphrede,0.0032,rotrou-belle-alphrede,0.0039,rotrou-belle-alphrede,0.002
rotrou-amarillis,rotrou-la-celimene,0.0014,rotrou-la-celimene,0.0024,rotrou-la-celimene,0.0015
rotrou-amelie,rotrou-celiane,0.0034,rotrou-la-celimene,0.0047,rotrou-la-diane,0.002
rotrou-antigone,rotrou-iphigenie,0.0046,rotrou-iphigenie,0.0053,rotrou-crisante,0.0025
rotrou-bague-de-l-oubli,rotrou-laure-persecutee,0.0069,rotrou-venceslas,0.0129,baro-prince-fugitif,0.0048
rotrou-belisaire,rotrou-iphigenie,0.0059,mairet-athenais,0.0102,rotrou-don-lope-de-cardone,0.0052
rotrou-belle-alphrede,rotrou-agesilan,0.0032,rotrou-agesilan,0.0039,rotrou-agesilan,0.002
rotrou-captifs,rotrou-la-soeur,0.0042,rotrou-la-soeur,0.005,pousset-de-montauban-felicie,0.0024
rotrou-celiane,rotrou-amelie,0.0034,rotrou-l-hypocondriaque,0.0063,beys-celine,0.0021
rotrou-cleagenor,rotrou-deux-pucelles,0.0032,rotrou-agesilan,0.0041,rotrou-la-diane,0.0023
rotrou-cosroes,rotrou-venceslas,0.0063,rotrou-iphigenie,0.0074,rotrou-venceslas,0.0057
rotrou-crisante,la-calprenede-mort-mitrhidate,0.0062,guerin-de-bouscal-la-mort-de-brute-et-de-porcie,0.0086,rotrou-antigone,0.0025
rotrou-deux-pucelles,rotrou-cleagenor,0.0032,rotrou-belle-alphrede,0.005,rotrou-belle-alphrede,0.0022
rotrou-dom-bernard-de-cabrere,rotrou-don-lope-de-cardone,0.0103,rotrou-laure-persecutee,0.0118,rotrou-iphigenie,0.0055
rotrou-don-lope-de-cardone,corneillep-cid,0.0066,rotrou-iphigenie,0.0074,corneillep-rodogune,0.0026
rotrou-hercule-mourant,viau-pasiphae,0.0083,rotrou-crisante,0.0132,rotrou-crisante,0.0044
rotrou-iphigenie,rotrou-antigone,0.0046,rotrou-antigone,0.0053,mairet-athenais,0.0034
rotrou-l-heureuse-constance,rotrou-les-occasions-perdues,0.0038,rotrou-les-occasions-perdues,0.0041,rotrou-les-occasions-perdues,0.002
rotrou-l-hypocondriaque,rotrou-celiane,0.0048,rotrou-celiane,0.0063,rotrou-celiane,0.0037
rotrou-la-celimene,rotrou-amarillis,0.0014,rotrou-amarillis,0.0024,rotrou-amarillis,0.0015
rotrou-la-diane,rotrou-cleagenor,0.0048,rotrou-cleagenor,0.0044,rotrou-amelie,0.002
rotrou-la-soeur,rotrou-captifs,0.0042,rotrou-captifs,0.005,corneillet-berger-extravagant,0.0027
rotrou-laure-persecutee,desfontaines-eurimedon,0.0061,baro-prince-fugitif,0.0102,mareschala-cour-bergere,0.0033
rotrou-le-filandre,rotrou-cleagenor,0.0045,rotrou-belle-alphrede,0.0058,du-ryer-alcimedon,0.0052
rotrou-les-occasions-perdues,rotrou-l-heureuse-constance,0.0038,rotrou-l-heureuse-constance,0.0041,rotrou-l-heureuse-constance,0.002
