Nom,Acte 1,Acte 2,Acte 3,Acte 4,Acte 5,Piece,Personnages
La Pucelle d'Orléans,"[{'#l-ange', '#la-pucelle'}, {'#le-garde', '#la-pucelle'}, {'#le-garde', '#le-comte'}, {'#le-comte', '#la-pucelle'}, {'#le-duc', '#le-garde', '#le-comte', '#la-pucelle'}, {'#le-duc', '#le-comte', '#destivet'}, {'#le-comte'}, {'#le-comte', '#aronte'}]","[{'#la-comtesse', '#dalinde'}, {'#la-comtesse', '#mide', '#le-baron', '#canchon'}, {'#le-comte'}, {'#le-garde', '#le-comte'}, {'#le-comte', '#la-pucelle'}]","[{'#le-duc', '#le-comte'}, {'#destivet', '#le-duc', '#la-pucelle', '#mide', '#canchon'}, {'#destivet', '#le-duc', '#mide', '#le-comte', '#le-baron', '#canchon'}, {'#la-comtesse', '#le-baron', '#le-duc'}, {'#la-comtesse', '#le-comte'}, {'#la-comtesse'}]","[{'#destivet', '#le-duc', '#la-pucelle', '#mide', '#canchon'}, {'#destivet', '#un-soldat', '#le-duc', '#mide', '#le-comte', '#le-baron', '#canchon', '#un-du-peuple', '#un-autre-soldat'}, {'#la-comtesse', '#le-comte', '#dalinde', '#le-duc'}, {'#le-comte', '#le-baron'}, {'#dalinde'}]","[{'#mide', '#la-pucelle', '#canchon'}, {'#le-comte'}, {'#la-comtesse', '#le-comte', '#dalinde'}, {'#la-comtesse', '#destivet', '#dalinde', '#le-duc', '#le-comte', '#canchon'}, {'#la-comtesse', '#le-baron', '#destivet', '#le-duc'}, {'#la-comtesse', '#dalinde', '#un-soldat', '#le-duc', '#le-comte'}, {'#le-duc', '#le-comte', '#canchon'}, {'#le-comte', '#le-baron'}]","[{'#l-ange', '#la-pucelle'}, {'#le-garde', '#la-pucelle'}, {'#le-garde', '#le-comte'}, {'#le-comte', '#la-pucelle'}, {'#le-duc', '#le-garde', '#le-comte', '#la-pucelle'}, {'#le-duc', '#le-comte', '#destivet'}, {'#le-comte'}, {'#le-comte', '#aronte'}, {'#la-comtesse', '#dalinde'}, {'#la-comtesse', '#mide', '#le-baron', '#canchon'}, {'#le-comte'}, {'#le-garde', '#le-comte'}, {'#le-comte', '#la-pucelle'}, {'#le-duc', '#le-comte'}, {'#destivet', '#le-duc', '#la-pucelle', '#mide', '#canchon'}, {'#destivet', '#le-duc', '#mide', '#le-comte', '#le-baron', '#canchon'}, {'#la-comtesse', '#le-baron', '#le-duc'}, {'#la-comtesse', '#le-comte'}, {'#la-comtesse'}, {'#destivet', '#le-duc', '#la-pucelle', '#mide', '#canchon'}, {'#destivet', '#un-soldat', '#le-duc', '#mide', '#le-comte', '#le-baron', '#canchon', '#un-du-peuple', '#un-autre-soldat'}, {'#la-comtesse', '#le-comte', '#dalinde', '#le-duc'}, {'#le-comte', '#le-baron'}, {'#dalinde'}, {'#mide', '#la-pucelle', '#canchon'}, {'#le-comte'}, {'#la-comtesse', '#le-comte', '#dalinde'}, {'#la-comtesse', '#destivet', '#dalinde', '#le-duc', '#le-comte', '#canchon'}, {'#la-comtesse', '#le-baron', '#destivet', '#le-duc'}, {'#la-comtesse', '#dalinde', '#un-soldat', '#le-duc', '#le-comte'}, {'#le-duc', '#le-comte', '#canchon'}, {'#le-comte', '#le-baron'}]","{'#l-ange', '#la-comtesse', '#destivet', '#dalinde', '#un-soldat', '#le-duc', '#la-pucelle', '#aronte', '#le-garde', '#le-comte', '#mide', '#le-baron', '#canchon', '#un-du-peuple', '#un-autre-soldat'}"
,,,,,,,
Hommage à Racine vers Dits par Madame Provost-Ponsin au Théâtre Français Représentation du 21 Décembre 1871 232ème Anniversaire de la Naissance de Racine,[{'#recitant'}],[],[],[],[],[{'#recitant'}],{'#recitant'}
,,,,,,,
L'Ecole Tragique ou Cadet Roussel Maitre de Déclamation,"[{'#blanchet-pere', '#la-mere-cloutier'}, {'#la-mere-cloutier'}, {'#la-mere-cloutier', '#manon'}, {'#la-mere-cloutier', '#blanchet-fils', '#manon'}, {'#blanchet-fils', '#manon'}, {'#blanchet', '#le-petit-roussel', '#manon', '#la-mere-roussel', '#blanchet-fils', '#cadet'}, {'#cadet', '#blanchet-fils', '#beuglan'}, {'#blanchet-pere', '#la-mere-roussel', '#tous', '#blanchet-fils', '#beuglan', '#cadet'}, {'#blanchet-pere', '#blanchet-fils', '#cadet'}, {'#beuglan', '#manon', '#cadet'}, {'#le-petit-roussel', '#grignardet', '#la-mere-roussel', '#beuglan', '#cadet'}, {'#cadet', '#madame-grugeot'}, {'#grignardet', '#la-mere-roussel', '#madame-grugeot'}, {'#la-mere-roussel', '#madame-grugeot'}, {'#mademoiselle-grugeot', '#la-mere-roussel', '#madame-grugeot'}, {'#mademoiselle-grugeot', '#la-mere-roussel', '#cadet', '#madame-grugeot'}, {'#cadet'}, {'#blanchet-fils', '#cadet'}, {'#la-mere-cloutier', '#manon', '#cadet'}, {'#blanchet', '#blanchet-fils', '#manon'}, {'#manon'}, {'#manon', '#cadet'}, {'#mademoiselle-grugeot', '#cadet', '#madame-grugeot'}, {'#le-petit-roussel', '#madame-grugeot', '#la-mere-cloutier', '#grignardet', '#jobar', '#la-mere-roussel', '#tous', '#blanchet-fils', '#beuglan', '#mademoiselle-grugeot', '#cadet', '#l-amour'}, {'#cadet', '#la-mere-cloutier', '#manon'}, {'#blanchet-pere', '#blanchet-fils', '#cadet'}, {'#grignardet', '#beuglan', '#cadet', '#madame-grugeot'}]",[],[],[],[],"[{'#blanchet-pere', '#la-mere-cloutier'}, {'#la-mere-cloutier'}, {'#la-mere-cloutier', '#manon'}, {'#la-mere-cloutier', '#blanchet-fils', '#manon'}, {'#blanchet-fils', '#manon'}, {'#blanchet', '#le-petit-roussel', '#manon', '#la-mere-roussel', '#blanchet-fils', '#cadet'}, {'#cadet', '#blanchet-fils', '#beuglan'}, {'#blanchet-pere', '#la-mere-roussel', '#tous', '#blanchet-fils', '#beuglan', '#cadet'}, {'#blanchet-pere', '#blanchet-fils', '#cadet'}, {'#beuglan', '#manon', '#cadet'}, {'#le-petit-roussel', '#grignardet', '#la-mere-roussel', '#beuglan', '#cadet'}, {'#cadet', '#madame-grugeot'}, {'#grignardet', '#la-mere-roussel', '#madame-grugeot'}, {'#la-mere-roussel', '#madame-grugeot'}, {'#mademoiselle-grugeot', '#la-mere-roussel', '#madame-grugeot'}, {'#mademoiselle-grugeot', '#la-mere-roussel', '#cadet', '#madame-grugeot'}, {'#cadet'}, {'#blanchet-fils', '#cadet'}, {'#la-mere-cloutier', '#manon', '#cadet'}, {'#blanchet', '#blanchet-fils', '#manon'}, {'#manon'}, {'#manon', '#cadet'}, {'#mademoiselle-grugeot', '#cadet', '#madame-grugeot'}, {'#le-petit-roussel', '#madame-grugeot', '#la-mere-cloutier', '#grignardet', '#jobar', '#la-mere-roussel', '#tous', '#blanchet-fils', '#beuglan', '#mademoiselle-grugeot', '#cadet', '#l-amour'}, {'#cadet', '#la-mere-cloutier', '#manon'}, {'#blanchet-pere', '#blanchet-fils', '#cadet'}, {'#grignardet', '#beuglan', '#cadet', '#madame-grugeot'}]","{'#blanchet-pere', '#blanchet', '#le-petit-roussel', '#manon', '#madame-grugeot', '#la-mere-cloutier', '#grignardet', '#jobar', '#la-mere-roussel', '#tous', '#blanchet-fils', '#beuglan', '#mademoiselle-grugeot', '#cadet', '#l-amour'}"
,,,,,,,
Albert Durer,"[{'#le-comte'}, {'#le-duc', '#le-comte'}, {'#le-duc'}, {'#le-duc', '#l-empereur'}, {'#le-duc', '#l-empereur', '#wolfmuth', '#le-laquais'}, {'#wolfmuth'}, {'#wolfmuth', '#durer'}, {'#le-comte', '#durer'}, {'#wolfmuth', '#durer'}, {'#durer'}, {'#le-duc', '#durer'}, {'#durer'}, {'#wolfmuth', '#durer'}, {'#durer', '#le-duc', '#l-empereur', '#le-comte', '#wolfmuth'}, {'#l-empereur', '#tous'}]",[],[],[],[],"[{'#le-comte'}, {'#le-duc', '#le-comte'}, {'#le-duc'}, {'#le-duc', '#l-empereur'}, {'#le-duc', '#l-empereur', '#wolfmuth', '#le-laquais'}, {'#wolfmuth'}, {'#wolfmuth', '#durer'}, {'#le-comte', '#durer'}, {'#wolfmuth', '#durer'}, {'#durer'}, {'#le-duc', '#durer'}, {'#durer'}, {'#wolfmuth', '#durer'}, {'#durer', '#le-duc', '#l-empereur', '#le-comte', '#wolfmuth'}, {'#l-empereur', '#tous'}]","{'#durer', '#le-duc', '#l-empereur', '#tous', '#le-comte', '#wolfmuth', '#le-laquais'}"
,,,,,,,
La Comédie au Chateau,"[{'#anselme', '#buscarino', '#dolicard'}, {'#anselme', '#dolicard', '#buscarino'}, {'#dolicard'}, {'#anselme', '#dolicard'}, {'#anselme', '#dolicard', '#lericourt'}, {'#anselme', '#dolicard'}, {'#ensemble', '#lucinet', '#anselme', '#dolicard'}, {'#anselme', '#dolicard'}, {'#dolicard'}, {'#stanislas', '#dolicard'}, {'#anselme', '#deligny', '#dolicard', '#tous'}]",[],[],[],[],"[{'#anselme', '#buscarino', '#dolicard'}, {'#anselme', '#dolicard', '#buscarino'}, {'#dolicard'}, {'#anselme', '#dolicard'}, {'#anselme', '#dolicard', '#lericourt'}, {'#anselme', '#dolicard'}, {'#ensemble', '#lucinet', '#anselme', '#dolicard'}, {'#anselme', '#dolicard'}, {'#dolicard'}, {'#stanislas', '#dolicard'}, {'#anselme', '#deligny', '#dolicard', '#tous'}]","{'#deligny', '#lericourt', '#ensemble', '#buscarino', '#lucinet', '#tous', '#anselme', '#stanislas', '#dolicard'}"
,,,,,,,
L'Epreuve,"[{'#lucidor', '#frontin'}, {'#maitre-blaise', '#lucidor'}, {'#maitre-blaise', '#lucidor', '#lisette'}, {'#maitre-blaise', '#lisette'}, {'#maitre-blaise', '#angelique', '#lisette'}, {'#angelique', '#lisette'}, {'#lucidor', '#angelique', '#lisette'}, {'#lucidor', '#angelique'}, {'#angelique', '#lisette'}, {'#lucidor', '#angelique'}, {'#angelique', '#lisette', '#frontin'}, {'#lisette', '#frontin'}, {'#maitre-blaise', '#lisette'}, {'#madame-argante', '#lucidor', '#lisette', '#frontin'}, {'#lucidor', '#lisette', '#madame-argante', '#angelique', '#frontin'}, {'#lucidor', '#angelique', '#lisette', '#frontin'}, {'#lucidor', '#angelique', '#lisette'}, {'#maitre-blaise', '#lucidor', '#angelique', '#lisette'}, {'#maitre-blaise', '#angelique', '#lisette'}, {'#maitre-blaise', '#lucidor', '#angelique'}, {'#lucidor', '#angelique'}, {'#lucidor', '#lisette', '#maitre-blaise', '#madame-argante', '#frontin'}, {'#lisette', '#maitre-blaise', '#madame-argante', '#angelique', '#frontin'}]",[],[],[],[],"[{'#lucidor', '#frontin'}, {'#maitre-blaise', '#lucidor'}, {'#maitre-blaise', '#lucidor', '#lisette'}, {'#maitre-blaise', '#lisette'}, {'#maitre-blaise', '#angelique', '#lisette'}, {'#angelique', '#lisette'}, {'#lucidor', '#angelique', '#lisette'}, {'#lucidor', '#angelique'}, {'#angelique', '#lisette'}, {'#lucidor', '#angelique'}, {'#angelique', '#lisette', '#frontin'}, {'#lisette', '#frontin'}, {'#maitre-blaise', '#lisette'}, {'#madame-argante', '#lucidor', '#lisette', '#frontin'}, {'#lucidor', '#lisette', '#madame-argante', '#angelique', '#frontin'}, {'#lucidor', '#angelique', '#lisette', '#frontin'}, {'#lucidor', '#angelique', '#lisette'}, {'#maitre-blaise', '#lucidor', '#angelique', '#lisette'}, {'#maitre-blaise', '#angelique', '#lisette'}, {'#maitre-blaise', '#lucidor', '#angelique'}, {'#lucidor', '#angelique'}, {'#lucidor', '#lisette', '#maitre-blaise', '#madame-argante', '#frontin'}, {'#lisette', '#maitre-blaise', '#madame-argante', '#angelique', '#frontin'}]","{'#lucidor', '#lisette', '#maitre-blaise', '#madame-argante', '#angelique', '#frontin'}"
,,,,,,,
Dorothée,"[set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set()]","[set(), set(), set(), set(), set(), set(), set()]","[set(), set(), set(), set(), set(), set(), set(), set(), set()]","[set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set()]",[],"[set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set(), set()]",set()
,,,,,,,
La Musicomanie,"[{'#double-croche', '#leandre'}, {'#double-croche'}, {'#double-croche', '#le-baron', '#le-laquais'}, {'#le-baron', '#le-laquais'}, {'#double-croche', '#le-baron'}, {'#le-baron', '#isabelle', '#euphrosine'}, {'#double-croche', '#le-baron', '#isabelle', '#euphrosine'}, {'#double-croche', '#isabelle', '#euphrosine'}, {'#double-croche', '#le-baron'}, {'#le-baron'}, {'#double-croche', '#le-baron', '#anodin'}, {'#double-croche', '#le-baron'}, {'#scribano', '#le-baron'}, {'#le-baron'}, {'#vacarmini', '#le-baron'}, {'#double-croche', '#vacarmini', '#le-baron', '#leandre'}, {'#double-croche', '#vacarmini', '#isabelle', '#le-baron', '#euphrosine', '#leandre'}]",[],[],[],[],"[{'#double-croche', '#leandre'}, {'#double-croche'}, {'#double-croche', '#le-baron', '#le-laquais'}, {'#le-baron', '#le-laquais'}, {'#double-croche', '#le-baron'}, {'#le-baron', '#isabelle', '#euphrosine'}, {'#double-croche', '#le-baron', '#isabelle', '#euphrosine'}, {'#double-croche', '#isabelle', '#euphrosine'}, {'#double-croche', '#le-baron'}, {'#le-baron'}, {'#double-croche', '#le-baron', '#anodin'}, {'#double-croche', '#le-baron'}, {'#scribano', '#le-baron'}, {'#le-baron'}, {'#vacarmini', '#le-baron'}, {'#double-croche', '#vacarmini', '#le-baron', '#leandre'}, {'#double-croche', '#vacarmini', '#isabelle', '#le-baron', '#euphrosine', '#leandre'}]","{'#double-croche', '#vacarmini', '#isabelle', '#scribano', '#le-baron', '#leandre', '#euphrosine', '#anodin', '#le-laquais'}"
,,,,,,,
"Dipné, Infante D'Irlande. Tragédie","[{'#trophime'}, {'#trophime', '#argante'}, {'#trophime', '#argante', '#armide'}, {'#gerberne', '#armide'}, {'#trophime', '#armide', '#argante', '#premier-larron', '#second-larron', '#gerberne'}]","[{'#dipne', '#ambrokele'}, {'#dipne'}, {'#dipne', '#gelase'}, {'#dipne'}, {'#dipne', '#ambrokele'}, {'#dipne', '#gelase', '#gerberne', '#ambrokele'}]","[{'#trophime', '#nearque'}, {'#trophime', '#antelme'}, {'#trophime', '#antelme', '#indulphe'}, {'#trophime', '#antelme', '#indulphe', '#lugtace'}, {'#trophime', '#antelme', '#nearque', '#armide'}, {'#trophime', '#nearque'}]","[{'#mogale', '#le-roi'}, {'#mogale', '#le-roi', '#nearque'}, {'#mogale', '#indulphe', '#le-roi', '#nearque', '#lugtace'}, {'#mogale', '#indulphe', '#lugtace'}, {'#trophime', '#mogale', '#indulphe', '#argante', '#lugtace'}]","[{'#dipne'}, {'#dipne', '#le-roi'}, {'#dipne', '#le-roi', '#gerberne'}, {'#dipne', '#mogale', '#le-roi'}, {'#gelase', '#le-roi', '#ambrokele', '#mogale'}, {'#dipne', '#le-roi'}]","[{'#trophime'}, {'#trophime', '#argante'}, {'#trophime', '#argante', '#armide'}, {'#gerberne', '#armide'}, {'#trophime', '#armide', '#argante', '#premier-larron', '#second-larron', '#gerberne'}, {'#dipne', '#ambrokele'}, {'#dipne'}, {'#dipne', '#gelase'}, {'#dipne'}, {'#dipne', '#ambrokele'}, {'#dipne', '#gelase', '#gerberne', '#ambrokele'}, {'#trophime', '#nearque'}, {'#trophime', '#antelme'}, {'#trophime', '#antelme', '#indulphe'}, {'#trophime', '#antelme', '#indulphe', '#lugtace'}, {'#trophime', '#antelme', '#nearque', '#armide'}, {'#trophime', '#nearque'}, {'#mogale', '#le-roi'}, {'#mogale', '#le-roi', '#nearque'}, {'#mogale', '#indulphe', '#le-roi', '#nearque', '#lugtace'}, {'#mogale', '#indulphe', '#lugtace'}, {'#trophime', '#mogale', '#indulphe', '#argante', '#lugtace'}, {'#dipne'}, {'#dipne', '#le-roi'}, {'#dipne', '#le-roi', '#gerberne'}, {'#dipne', '#mogale', '#le-roi'}, {'#gelase', '#le-roi', '#ambrokele', '#mogale'}, {'#dipne', '#le-roi'}]","{'#trophime', '#ambrokele', '#armide', '#gelase', '#mogale', '#indulphe', '#le-roi', '#argante', '#antelme', '#nearque', '#lugtace', '#dipne', '#premier-larron', '#second-larron', '#gerberne'}"
,,,,,,,
Geneviève ou L'Innocence Reconnue Tragédie Chrétienne,"[{'#genevieve', '#benoni'}, {'#genevieve'}, {'#genevieve', '#orismond'}, {'#genevieve', '#benoni', '#orismond'}, {'#orismond'}, {'#cleon', '#lisandre', '#orismond'}, {'#orismond'}]","[{'#cleon', '#lisandre'}, {'#cleon', '#leris'}, {'#sifroy', '#leris'}, {'#sifroy', '#golo', '#leris'}, {'#golo'}]","[{'#sifroy', '#leris'}, {'#sifroy'}, {'#cleon', '#lisandre', '#sifroy'}, {'#cleon', '#lisandre'}, {'#cleon', '#lisandre', '#orismond'}, {'#lisandre', '#golo'}]","[{'#genevieve'}, {'#genevieve', '#benoni'}, {'#cleon', '#lisandre', '#sifroy'}, {'#sifroy'}, {'#sifroy', '#orismond'}, {'#orismond', '#golo', '#leris'}, {'#orismond'}]","[{'#sifroy'}, {'#genevieve'}, {'#genevieve', '#sifroy'}, {'#sifroy'}, {'#genevieve', '#sifroy'}, {'#genevieve', '#benoni', '#sifroy'}, {'#cleon', '#lisandre', '#sifroy', '#genevieve', '#orismond'}, {'#genevieve', '#sifroy', '#golo'}, {'#genevieve', '#benoni', '#lisandre', '#sifroy'}]","[{'#genevieve', '#benoni'}, {'#genevieve'}, {'#genevieve', '#orismond'}, {'#genevieve', '#benoni', '#orismond'}, {'#orismond'}, {'#cleon', '#lisandre', '#orismond'}, {'#orismond'}, {'#cleon', '#lisandre'}, {'#cleon', '#leris'}, {'#sifroy', '#leris'}, {'#sifroy', '#golo', '#leris'}, {'#golo'}, {'#sifroy', '#leris'}, {'#sifroy'}, {'#cleon', '#lisandre', '#sifroy'}, {'#cleon', '#lisandre'}, {'#cleon', '#lisandre', '#orismond'}, {'#lisandre', '#golo'}, {'#genevieve'}, {'#genevieve', '#benoni'}, {'#cleon', '#lisandre', '#sifroy'}, {'#sifroy'}, {'#sifroy', '#orismond'}, {'#orismond', '#golo', '#leris'}, {'#orismond'}, {'#sifroy'}, {'#genevieve'}, {'#genevieve', '#sifroy'}, {'#sifroy'}, {'#genevieve', '#sifroy'}, {'#genevieve', '#benoni', '#sifroy'}, {'#cleon', '#lisandre', '#sifroy', '#genevieve', '#orismond'}, {'#genevieve', '#sifroy', '#golo'}, {'#genevieve', '#benoni', '#lisandre', '#sifroy'}]","{'#cleon', '#benoni', '#lisandre', '#sifroy', '#genevieve', '#golo', '#orismond', '#leris'}"
,,,,,,,
Geneviève ou L'Innocence Reconnue Tragédie,"[{'#sifroy', '#golo'}, {'#rodolphe', '#sifroy'}, {'#sifroy', '#golo'}, {'#gertrude', '#clotilde', '#sifroy', '#golo'}, {'#gertrude', '#golo'}]","[{'#genevieve'}, {'#genevieve', '#benoni'}, {'#genevieve'}, {'#genevieve', '#la-vierge'}, {'#genevieve', '#benoni'}]","[{'#l-ambassadeur', '#rodolphe', '#sifroy'}, {'#l-ambassadeur', '#rodolphe', '#sifroy'}, {'#l-ambassadeur', '#rodolphe', '#clotilde', '#sifroy'}, {'#gertrude', '#clotilde', '#sifroy'}, {'#gertrude', '#clotilde'}]","[{'#henry', '#othon'}, {'#henry', '#gertrude', '#clotilde', '#othon'}, {'#henry', '#rodolphe', '#clotilde', '#gertrude'}, {'#henry', '#clotilde', '#othon'}, {'#germaine', '#clotilde', '#othon'}, {'#henry', '#clotilde', '#othon'}]","[{'#l-ambassadeur', '#gertrude', '#genevieve', '#germaine'}, {'#l-ambassadeur', '#rodolphe', '#gertrude', '#germaine'}, {'#l-ambassadeur', '#benoni', '#sifroy', '#germaine', '#genevieve', '#gertrude', '#othon'}, {'#gertrude', '#genevieve', '#clotilde', '#sifroy'}, {'#l-ambassadeur', '#benoni', '#sifroy', '#germaine', '#genevieve', '#rodolphe', '#gertrude', '#henry', '#othon'}]","[{'#sifroy', '#golo'}, {'#rodolphe', '#sifroy'}, {'#sifroy', '#golo'}, {'#gertrude', '#clotilde', '#sifroy', '#golo'}, {'#gertrude', '#golo'}, {'#genevieve'}, {'#genevieve', '#benoni'}, {'#genevieve'}, {'#genevieve', '#la-vierge'}, {'#genevieve', '#benoni'}, {'#l-ambassadeur', '#rodolphe', '#sifroy'}, {'#l-ambassadeur', '#rodolphe', '#sifroy'}, {'#l-ambassadeur', '#rodolphe', '#clotilde', '#sifroy'}, {'#gertrude', '#clotilde', '#sifroy'}, {'#gertrude', '#clotilde'}, {'#henry', '#othon'}, {'#henry', '#gertrude', '#clotilde', '#othon'}, {'#henry', '#rodolphe', '#clotilde', '#gertrude'}, {'#henry', '#clotilde', '#othon'}, {'#germaine', '#clotilde', '#othon'}, {'#henry', '#clotilde', '#othon'}, {'#l-ambassadeur', '#gertrude', '#genevieve', '#germaine'}, {'#l-ambassadeur', '#rodolphe', '#gertrude', '#germaine'}, {'#l-ambassadeur', '#benoni', '#sifroy', '#germaine', '#genevieve', '#gertrude', '#othon'}, {'#gertrude', '#genevieve', '#clotilde', '#sifroy'}, {'#l-ambassadeur', '#benoni', '#sifroy', '#germaine', '#genevieve', '#rodolphe', '#gertrude', '#henry', '#othon'}]","{'#l-ambassadeur', '#clotilde', '#benoni', '#sifroy', '#germaine', '#genevieve', '#golo', '#la-vierge', '#rodolphe', '#gertrude', '#henry', '#othon'}"
,,,,,,,
Le Coligny,"[{'#hamilton'}, {'#beme', '#hamilton'}, {'#desadrets', '#hamilton', '#tavanne', '#nevers', '#gondi', '#bussi'}, {'#hamilton'}]","[{'#marsillac', '#lavardin'}, {'#lavardin', '#marsillac', '#coligny'}, {'#marsillac', '#coligny', '#teligni'}, {'#renel', '#querchi', '#pardaillan', '#marsillac', '#teligni'}]","[{'#un-garde', '#coligny'}, {'#troisieme-conjure', '#quatrieme-conjure', '#second-conjure', '#premier-conjure', '#coligny'}, {'#troisieme-conjure', '#second-conjure', '#hamilton', '#tavanne', '#premier-conjure', '#bussi', '#coligny'}, {'#hamilton', '#tavanne', '#beme', '#bussi', '#coligny'}, {'#beme', '#hamilton'}, {'#hamilton'}, {'#pardaillan', '#coligny', '#teligni', '#un-protestant'}]",[],[],"[{'#hamilton'}, {'#beme', '#hamilton'}, {'#desadrets', '#hamilton', '#tavanne', '#nevers', '#gondi', '#bussi'}, {'#hamilton'}, {'#marsillac', '#lavardin'}, {'#lavardin', '#marsillac', '#coligny'}, {'#marsillac', '#coligny', '#teligni'}, {'#renel', '#querchi', '#pardaillan', '#marsillac', '#teligni'}, {'#un-garde', '#coligny'}, {'#troisieme-conjure', '#quatrieme-conjure', '#second-conjure', '#premier-conjure', '#coligny'}, {'#troisieme-conjure', '#second-conjure', '#hamilton', '#tavanne', '#premier-conjure', '#bussi', '#coligny'}, {'#hamilton', '#tavanne', '#beme', '#bussi', '#coligny'}, {'#beme', '#hamilton'}, {'#hamilton'}, {'#pardaillan', '#coligny', '#teligni', '#un-protestant'}]","{'#un-garde', '#desadrets', '#querchi', '#pardaillan', '#bussi', '#un-protestant', '#lavardin', '#quatrieme-conjure', '#nevers', '#beme', '#teligni', '#troisieme-conjure', '#hamilton', '#marsillac', '#gondi', '#renel', '#second-conjure', '#tavanne', '#premier-conjure', '#coligny'}"
,,,,,,,
Ancien Pierrot,[{'#ancien-pierrot'}],[],[],[],[],[{'#ancien-pierrot'}],{'#ancien-pierrot'}
,,,,,,,
Mascarade de la Foire Saint-Germain,"[{'#le-recitant'}, {'#un-balayeur'}, {'#un-badaud #une-nourrice #une-servante'}, {'#trois-ramoneurs'}, {'#trois-ramoneurs'}, {'#le-crieur-de-ratons'}, {'#quatre-pages'}, {'#un-danseur-de-corde'}, {'#deux-filous'}, {'#deux-maures'}]",[],[],[],[],"[{'#le-recitant'}, {'#un-balayeur'}, {'#un-badaud #une-nourrice #une-servante'}, {'#trois-ramoneurs'}, {'#trois-ramoneurs'}, {'#le-crieur-de-ratons'}, {'#quatre-pages'}, {'#un-danseur-de-corde'}, {'#deux-filous'}, {'#deux-maures'}]","{'#le-crieur-de-ratons', '#le-recitant', '#deux-filous', '#un-badaud #une-nourrice #une-servante', '#deux-maures', '#quatre-pages', '#un-balayeur', '#un-danseur-de-corde', '#trois-ramoneurs'}"
,,,,,,,
Arlequin Misanthrope,"[{'#arlequin', '#colombine'}]","[{'#arlequin'}, {'#arlequin', '#colombine'}, {'#scaramouche', '#octave'}, {'#arlequin', '#monsieur-disanvray'}, {'#le-docteur', '#une-espagnolette', '#arlequin', '#scaramouche', '#un-espagnol', '#leandre'}]","[{'#la-comtesse', '#arlequin', '#le-chevalier'}, {'#arlequin', '#octave'}, {'#arlequin', '#colombine', '#octave'}, {'#arlequin', '#pierrot'}, {'#le-vieillard', '#arlequin', '#la-femme'}, {'#arlequin', '#seconde-gasconne', '#gasconne'}, {'#arlequin', '#monsieur-de-colafon'}, {'#madame-de-l-architrave', '#arlequin', '#un-maçon', '#la-chanteuse'}]","[{'#arlequin', '#colombine'}, {'#arlequin', '#monsieur-de-la-cabriole', '#monsieur-de-geresol'}, {'#madame-de-l-architrave', '#arlequin'}, {'#le-libraire', '#arlequin'}, {'#arlequin', '#le-peintre'}, {'#scaramouche', '#colombine', '#octave'}, {'#arlequin', '#colombine', '#scaramouche'}, {'#arlequin', '#macine', '#colombine', '#jaquet'}, {'#un-berger #une-bergere', '#colombine', '#octave', '#une-bergere', '#le-docteur', '#arlequin', '#scaramouche', '#mezzetin', '#leandre'}]",[],"[{'#arlequin', '#colombine'}, {'#arlequin'}, {'#arlequin', '#colombine'}, {'#scaramouche', '#octave'}, {'#arlequin', '#monsieur-disanvray'}, {'#le-docteur', '#une-espagnolette', '#arlequin', '#scaramouche', '#un-espagnol', '#leandre'}, {'#la-comtesse', '#arlequin', '#le-chevalier'}, {'#arlequin', '#octave'}, {'#arlequin', '#colombine', '#octave'}, {'#arlequin', '#pierrot'}, {'#le-vieillard', '#arlequin', '#la-femme'}, {'#arlequin', '#seconde-gasconne', '#gasconne'}, {'#arlequin', '#monsieur-de-colafon'}, {'#madame-de-l-architrave', '#arlequin', '#un-maçon', '#la-chanteuse'}, {'#arlequin', '#colombine'}, {'#arlequin', '#monsieur-de-la-cabriole', '#monsieur-de-geresol'}, {'#madame-de-l-architrave', '#arlequin'}, {'#le-libraire', '#arlequin'}, {'#arlequin', '#le-peintre'}, {'#scaramouche', '#colombine', '#octave'}, {'#arlequin', '#colombine', '#scaramouche'}, {'#arlequin', '#macine', '#colombine', '#jaquet'}, {'#un-berger #une-bergere', '#colombine', '#octave', '#une-bergere', '#le-docteur', '#arlequin', '#scaramouche', '#mezzetin', '#leandre'}]","{'#le-docteur', '#la-femme', '#une-espagnolette', '#scaramouche', '#seconde-gasconne', '#monsieur-de-colafon', '#la-comtesse', '#le-vieillard', '#colombine', '#madame-de-l-architrave', '#macine', '#pierrot', '#monsieur-de-la-cabriole', '#jaquet', '#leandre', '#un-berger #une-bergere', '#octave', '#la-chanteuse', '#le-libraire', '#un-espagnol', '#un-maçon', '#une-bergere', '#monsieur-disanvray', '#monsieur-de-geresol', '#arlequin', '#le-chevalier', '#mezzetin', '#gasconne', '#le-peintre'}"
,,,,,,,
