Nom,Genre,Date,Nombre actes,Nombre de scenes,Acte 1,Acte 2,Acte 3,Acte 4,Acte 5,Piece,Personnages
La Cabale,Comédie,1778,1,12,"[{'#frontin', '#pasquin'}, {'#la-vicomtesse', '#la-cabale'}, {'#brillant', '#la-cabale'}, {'#le-colporteur', '#la-cabale'}, {'#la-medisante', '#la-cabale'}, {'#la-medisante', '#l-homme-enseignant', '#cleon', '#la-cabale'}, {'#la-cabale'}, {'#l-homme-de-cour', '#le-chevalier', '#le-philosophe'}, {'#le-chevalier', '#le-comedien'}, {'#la-jeune-fille', '#le-chevalier', '#le-comedien', '#la-cabale'}, {'#la-cabale', '#frontin', '#le-chevalier'}, {'#frontin', '#pasquin'}]",[],[],[],[],"[{'#frontin', '#pasquin'}, {'#la-vicomtesse', '#la-cabale'}, {'#brillant', '#la-cabale'}, {'#le-colporteur', '#la-cabale'}, {'#la-medisante', '#la-cabale'}, {'#la-medisante', '#l-homme-enseignant', '#cleon', '#la-cabale'}, {'#la-cabale'}, {'#l-homme-de-cour', '#le-chevalier', '#le-philosophe'}, {'#le-chevalier', '#le-comedien'}, {'#la-jeune-fille', '#le-chevalier', '#le-comedien', '#la-cabale'}, {'#la-cabale', '#frontin', '#le-chevalier'}, {'#frontin', '#pasquin'}]","{'#le-chevalier', '#cleon', '#brillant', '#l-homme-de-cour', '#la-vicomtesse', '#le-comedien', '#pasquin', '#la-medisante', '#l-homme-enseignant', '#le-philosophe', '#la-jeune-fille', '#la-cabale', '#frontin', '#le-colporteur'}"
La Cacophonie,Comédie,1779,1,20,"[{'#lucette', '#claudine', '#silvestre'}, {'#claudine'}, {'#lucette'}, {'#lucette', '#vincent'}, {'#lucette'}, {'#vuide-gousset', '#lucette', '#silvestre'}, {'#vuide-gousset', '#silvestre', '#broutillard'}, {'#vuide-gousset', '#broutillard'}, {'#vuide-gousset', '#vincent', '#broutillard'}, {'#vuide-gousset', '#vincent', '#gilles'}, {'#vincent', '#gilles'}, {'#gilles'}, {'#gilles', '#silvestre'}, {'#silvestre'}, {'#lucette', '#claudine'}, {'#lucette', '#vincent', '#claudine'}, {'#vuide-gousset', '#vincent', '#silvestre', '#claudine', '#lucette'}, {'#vuide-gousset', '#vincent', '#claudine'}, {'#madame-carpillon', '#le-meunier', '#silvestre', '#prend-tout'}, {'#vuide-gousset', '#vincent', '#claudine', '#silvestre', '#lucette', '#gilles'}]",[],[],[],[],"[{'#lucette', '#claudine', '#silvestre'}, {'#claudine'}, {'#lucette'}, {'#lucette', '#vincent'}, {'#lucette'}, {'#vuide-gousset', '#lucette', '#silvestre'}, {'#vuide-gousset', '#silvestre', '#broutillard'}, {'#vuide-gousset', '#broutillard'}, {'#vuide-gousset', '#vincent', '#broutillard'}, {'#vuide-gousset', '#vincent', '#gilles'}, {'#vincent', '#gilles'}, {'#gilles'}, {'#gilles', '#silvestre'}, {'#silvestre'}, {'#lucette', '#claudine'}, {'#lucette', '#vincent', '#claudine'}, {'#vuide-gousset', '#vincent', '#silvestre', '#claudine', '#lucette'}, {'#vuide-gousset', '#vincent', '#claudine'}, {'#madame-carpillon', '#le-meunier', '#silvestre', '#prend-tout'}, {'#vuide-gousset', '#vincent', '#claudine', '#silvestre', '#lucette', '#gilles'}]","{'#vuide-gousset', '#vincent', '#claudine', '#silvestre', '#broutillard', '#madame-carpillon', '#lucette', '#le-meunier', '#gilles', '#prend-tout'}"
La Canadienne,Comédie,1758,1,16,"[{'#le-chevalier', '#frontin'}, {'#frontin', '#la-comtesse', '#le-chevalier'}, {'#la-marquise', '#la-comtesse', '#le-chevalier'}, {'#la-marquise'}, {'#la-marquise', '#julie'}, {'#la-marquise', '#la-comtesse'}, {'#dorimont', '#la-marquise', '#la-comtesse'}, {'#dorimont', '#la-marquise', '#lisette', '#la-comtesse'}, {'#dorimont', '#brigantin', '#la-marquise', '#la-comtesse'}, {'#dorimont', '#la-marquise', '#lisette', '#la-comtesse'}, {'#le-chevalier', '#lisette', '#frontin'}, {'#julie', '#lisette'}, {'#le-chevalier', '#frontin'}, {'#frontin', '#la-marquise', '#le-chevalier'}, {'#le-chevalier', '#lisette', '#frontin'}, {'#le-chevalier', '#la-comtesse', '#frontin', '#dorimont', '#la-marquise', '#julie'}]",[],[],[],[],"[{'#le-chevalier', '#frontin'}, {'#frontin', '#la-comtesse', '#le-chevalier'}, {'#la-marquise', '#la-comtesse', '#le-chevalier'}, {'#la-marquise'}, {'#la-marquise', '#julie'}, {'#la-marquise', '#la-comtesse'}, {'#dorimont', '#la-marquise', '#la-comtesse'}, {'#dorimont', '#la-marquise', '#lisette', '#la-comtesse'}, {'#dorimont', '#brigantin', '#la-marquise', '#la-comtesse'}, {'#dorimont', '#la-marquise', '#lisette', '#la-comtesse'}, {'#le-chevalier', '#lisette', '#frontin'}, {'#julie', '#lisette'}, {'#le-chevalier', '#frontin'}, {'#frontin', '#la-marquise', '#le-chevalier'}, {'#le-chevalier', '#lisette', '#frontin'}, {'#le-chevalier', '#la-comtesse', '#frontin', '#dorimont', '#la-marquise', '#julie'}]","{'#le-chevalier', '#la-comtesse', '#lisette', '#brigantin', '#frontin', '#dorimont', '#la-marquise', '#julie'}"
La Ceinture Magique,Comédie,1701,1,14,"[{'#madame-merluche', '#lucette', '#baliverne'}, {'#madame-merluche', '#le-capitan', '#trufaldin'}, {'#madame-merluche', '#octave', '#horace'}, {'#octave', '#horace'}, {'#octave', '#horace', '#francisque'}, {'#le-capitan', '#trufaldin'}, {'#madame-merluche', '#le-capitan', '#trufaldin'}, {'#le-capitan', '#francisque', '#trufaldin'}, {'#lucette', '#francisque', '#baliverne', '#le-capitan', '#trufaldin'}, {'#le-capitan', '#francisque', '#trufaldin'}, {'#lucette', '#francisque', '#baliverne', '#le-capitan', '#trufaldin'}, {'#madame-merluche', '#le-capitan', '#trufaldin'}, {'#octave', '#le-capitan', '#horace', '#trufaldin', '#madame-merluche'}, set()]",[],[],[],[],"[{'#madame-merluche', '#lucette', '#baliverne'}, {'#madame-merluche', '#le-capitan', '#trufaldin'}, {'#madame-merluche', '#octave', '#horace'}, {'#octave', '#horace'}, {'#octave', '#horace', '#francisque'}, {'#le-capitan', '#trufaldin'}, {'#madame-merluche', '#le-capitan', '#trufaldin'}, {'#le-capitan', '#francisque', '#trufaldin'}, {'#lucette', '#francisque', '#baliverne', '#le-capitan', '#trufaldin'}, {'#le-capitan', '#francisque', '#trufaldin'}, {'#lucette', '#francisque', '#baliverne', '#le-capitan', '#trufaldin'}, {'#madame-merluche', '#le-capitan', '#trufaldin'}, {'#octave', '#le-capitan', '#horace', '#trufaldin', '#madame-merluche'}, set()]","{'#lucette', '#francisque', '#baliverne', '#le-capitan', '#octave', '#trufaldin', '#horace', '#madame-merluche'}"
La Cigale chez les Fourmis,Comédie,1892,1,11,"[{'#madame-chameroy', '#chameroy'}, {'#chameroy', '#madame-chameroy', '#henriette'}, {'#le-domestique', '#chameroy', '#madame-chameroy', '#henriette'}, {'#le-domestique', '#chameroy', '#henriette'}, {'#madame-chameroy', '#chameroy', '#paul'}, {'#chameroy', '#paul', '#henriette', '#madame-chameroy', '#les-chameroy'}, {'#chameroy', '#paul', '#henriette', '#le-domestique', '#madame-chameroy'}, {'#madame-chameroy', '#paul', '#henriette'}, {'#le-domestique', '#madame-chameroy', '#paul', '#henriette'}, {'#paul', '#chameroy', '#madame-chameroy', '#henriette'}, {'#paul', '#madame-chameroy', '#chameroy', '#henriette'}]",[],[],[],[],"[{'#madame-chameroy', '#chameroy'}, {'#chameroy', '#madame-chameroy', '#henriette'}, {'#le-domestique', '#chameroy', '#madame-chameroy', '#henriette'}, {'#le-domestique', '#chameroy', '#henriette'}, {'#madame-chameroy', '#chameroy', '#paul'}, {'#chameroy', '#paul', '#henriette', '#madame-chameroy', '#les-chameroy'}, {'#chameroy', '#paul', '#henriette', '#le-domestique', '#madame-chameroy'}, {'#madame-chameroy', '#paul', '#henriette'}, {'#le-domestique', '#madame-chameroy', '#paul', '#henriette'}, {'#paul', '#chameroy', '#madame-chameroy', '#henriette'}, {'#paul', '#madame-chameroy', '#chameroy', '#henriette'}]","{'#chameroy', '#paul', '#henriette', '#le-domestique', '#madame-chameroy', '#les-chameroy'}"
"La Cloison, Beaucoup de Peine pour Rien",Comédie,1803,1,15,"[{'#cecile'}, {'#cecile', '#dorsay'}, {'#monsieur-durivage', '#cecile'}, {'#monsieur-durivage'}, {'#monsieur-durivage', '#dorsay'}, {'#monsieur-durivage'}, {'#monsieur-durivage', '#cecile'}, {'#monsieur-durivage', '#cecile', '#dorsay'}, {'#cecile'}, {'#monsieur-durivage', '#cecile'}, {'#cecile'}, {'#cecile', '#dorsay'}, {'#cecile'}, {'#monsieur-durivage', '#cecile'}, {'#monsieur-durivage', '#cecile', '#dorsay'}]",[],[],[],[],"[{'#cecile'}, {'#cecile', '#dorsay'}, {'#monsieur-durivage', '#cecile'}, {'#monsieur-durivage'}, {'#monsieur-durivage', '#dorsay'}, {'#monsieur-durivage'}, {'#monsieur-durivage', '#cecile'}, {'#monsieur-durivage', '#cecile', '#dorsay'}, {'#cecile'}, {'#monsieur-durivage', '#cecile'}, {'#cecile'}, {'#cecile', '#dorsay'}, {'#cecile'}, {'#monsieur-durivage', '#cecile'}, {'#monsieur-durivage', '#cecile', '#dorsay'}]","{'#monsieur-durivage', '#cecile', '#dorsay'}"
"La Cloison, Comédie",Comédie,1781,1,19,"[{'#cleante', '#le-baron'}, {'#orphise', '#cleante', '#le-baron'}, {'#orphise', '#cleante'}, {'#sophie', '#orphise', '#marton'}, {'#sophie', '#marton'}, {'#sophie', '#le-chevalier', '#marton'}, {'#sophie', '#orphise', '#le-chevalier'}, {'#orphise', '#le-chevalier'}, {'#le-chevalier'}, {'#un-laquais', '#orphise', '#le-chevalier', '#le-laquais'}, {'#sophie', '#orphise'}, {'#orphise', '#le-chevalier', '#le-baron'}, {'#sophie', '#le-chevalier'}, {'#sophie', '#le-chevalier', '#marton'}, {'#sophie', '#marton'}, {'#sophie', '#le-chevalier', '#marton'}, {'#sophie', '#orphise'}, {'#sophie', '#orphise', '#le-chevalier', '#le-baron'}, {'#le-chevalier', '#sophie', '#lindor', '#orphise', '#le-baron'}]",[],[],[],[],"[{'#cleante', '#le-baron'}, {'#orphise', '#cleante', '#le-baron'}, {'#orphise', '#cleante'}, {'#sophie', '#orphise', '#marton'}, {'#sophie', '#marton'}, {'#sophie', '#le-chevalier', '#marton'}, {'#sophie', '#orphise', '#le-chevalier'}, {'#orphise', '#le-chevalier'}, {'#le-chevalier'}, {'#un-laquais', '#orphise', '#le-chevalier', '#le-laquais'}, {'#sophie', '#orphise'}, {'#orphise', '#le-chevalier', '#le-baron'}, {'#sophie', '#le-chevalier'}, {'#sophie', '#le-chevalier', '#marton'}, {'#sophie', '#marton'}, {'#sophie', '#le-chevalier', '#marton'}, {'#sophie', '#orphise'}, {'#sophie', '#orphise', '#le-chevalier', '#le-baron'}, {'#le-chevalier', '#sophie', '#lindor', '#orphise', '#le-baron'}]","{'#le-chevalier', '#un-laquais', '#le-laquais', '#sophie', '#lindor', '#cleante', '#orphise', '#le-baron', '#marton'}"
La Cocue Imaginaire,Comédie,1660,1,22,"[{'#geronte', '#alcippe'}, {'#roguespine', '#alcippe'}, {'#paquette', '#roguespine', '#spadarille'}, {'#spadarille'}, {'#paquette', '#spadarille'}, {'#cephise', '#beatrix'}, {'#cephise'}, {'#paquette', '#cephise'}, {'#cephise'}, {'#cephise', '#spadarille'}, {'#paquette', '#lucresse'}, {'#paquette'}, {'#cephise', '#spadarille'}, {'#paquette', '#cephise'}, {'#paquette', '#alcippe'}, {'#paquette'}, {'#geronte', '#alcippe'}, {'#roguespine', '#alcippe'}, {'#cephise', '#roguespine', '#alcippe'}, {'#paquette', '#cephise', '#alcippe'}, {'#cephise', '#spadarille', '#paquette', '#roguespine', '#alcippe'}, {'#geronte', '#cephise', '#spadarille', '#roguespine', '#alcippe'}]",[],[],[],[],"[{'#geronte', '#alcippe'}, {'#roguespine', '#alcippe'}, {'#paquette', '#roguespine', '#spadarille'}, {'#spadarille'}, {'#paquette', '#spadarille'}, {'#cephise', '#beatrix'}, {'#cephise'}, {'#paquette', '#cephise'}, {'#cephise'}, {'#cephise', '#spadarille'}, {'#paquette', '#lucresse'}, {'#paquette'}, {'#cephise', '#spadarille'}, {'#paquette', '#cephise'}, {'#paquette', '#alcippe'}, {'#paquette'}, {'#geronte', '#alcippe'}, {'#roguespine', '#alcippe'}, {'#cephise', '#roguespine', '#alcippe'}, {'#paquette', '#cephise', '#alcippe'}, {'#cephise', '#spadarille', '#paquette', '#roguespine', '#alcippe'}, {'#geronte', '#cephise', '#spadarille', '#roguespine', '#alcippe'}]","{'#geronte', '#cephise', '#spadarille', '#beatrix', '#lucresse', '#paquette', '#roguespine', '#alcippe'}"
La Colombe,Comédie,1829,1,6,"[{'#rosine', '#colin', '#amelie'}, {'#rosine', '#amelie'}, {'#rosine', '#amelie', '#zelis'}, {'#amelie', '#zelis'}, {'#amelie', '#zelis', '#colin'}, {'#rosine', '#zelis', '#amelie'}]",[],[],[],[],"[{'#rosine', '#colin', '#amelie'}, {'#rosine', '#amelie'}, {'#rosine', '#amelie', '#zelis'}, {'#amelie', '#zelis'}, {'#amelie', '#zelis', '#colin'}, {'#rosine', '#zelis', '#amelie'}]","{'#amelie', '#rosine', '#zelis', '#colin'}"
La Colonie,Comédie,1750,1,18,"[{'#madame-sorbin', '#arthenice'}, {'#madame-sorbin', '#arthenice', '#timagene', '#monsieur-sorbin'}, {'#madame-sorbin', '#arthenice'}, {'#madame-sorbin', '#arthenice', '#persinet', '#lina'}, {'#madame-sorbin', '#arthenice', '#lina'}, {'#madame-sorbin', '#arthenice', '#une-des-deputees'}, {'#madame-sorbin', '#la-femme', '#arthenice', '#une-des-femmes', '#lina'}, {'#madame-sorbin', '#arthenice', '#persinet', '#lina'}, {'#madame-sorbin', '#une-femme', '#une-autre', '#une-autre-femme', '#arthenice', '#une-des-femmes', '#toutes-les-femmes', '#lina'}, {'#madame-sorbin', '#arthenice', '#lina'}, {'#persinet', '#lina'}, {'#timagene', '#hermocrate', '#un-autre-homme', '#persinet', '#monsieur-sorbin'}, {'#madame-sorbin', '#timagene', '#hermocrate', '#un-autre-homme', '#un-homme', '#arthenice'}, {'#madame-sorbin', '#timagene', '#hermocrate', '#arthenice', '#persinet', '#monsieur-sorbin'}, {'#madame-sorbin', '#timagene', '#persinet', '#monsieur-sorbin', '#lina'}, {'#timagene', '#persinet', '#monsieur-sorbin', '#hermocrate'}, {'#madame-sorbin', '#arthenice', '#hermocrate'}, {'#madame-sorbin', '#arthenice', '#timagene', '#monsieur-sorbin'}]",[],[],[],[],"[{'#madame-sorbin', '#arthenice'}, {'#madame-sorbin', '#arthenice', '#timagene', '#monsieur-sorbin'}, {'#madame-sorbin', '#arthenice'}, {'#madame-sorbin', '#arthenice', '#persinet', '#lina'}, {'#madame-sorbin', '#arthenice', '#lina'}, {'#madame-sorbin', '#arthenice', '#une-des-deputees'}, {'#madame-sorbin', '#la-femme', '#arthenice', '#une-des-femmes', '#lina'}, {'#madame-sorbin', '#arthenice', '#persinet', '#lina'}, {'#madame-sorbin', '#une-femme', '#une-autre', '#une-autre-femme', '#arthenice', '#une-des-femmes', '#toutes-les-femmes', '#lina'}, {'#madame-sorbin', '#arthenice', '#lina'}, {'#persinet', '#lina'}, {'#timagene', '#hermocrate', '#un-autre-homme', '#persinet', '#monsieur-sorbin'}, {'#madame-sorbin', '#timagene', '#hermocrate', '#un-autre-homme', '#un-homme', '#arthenice'}, {'#madame-sorbin', '#timagene', '#hermocrate', '#arthenice', '#persinet', '#monsieur-sorbin'}, {'#madame-sorbin', '#timagene', '#persinet', '#monsieur-sorbin', '#lina'}, {'#timagene', '#persinet', '#monsieur-sorbin', '#hermocrate'}, {'#madame-sorbin', '#arthenice', '#hermocrate'}, {'#madame-sorbin', '#arthenice', '#timagene', '#monsieur-sorbin'}]","{'#madame-sorbin', '#timagene', '#une-femme', '#la-femme', '#hermocrate', '#une-autre', '#un-autre-homme', '#une-des-deputees', '#un-homme', '#une-autre-femme', '#arthenice', '#une-des-femmes', '#persinet', '#toutes-les-femmes', '#monsieur-sorbin', '#lina'}"
La Colonie,Comédie,1778,3,18,"[{'#le-gouverneur', '#rustaut'}, {'#valere', '#frontin'}, {'#crispin', '#valere'}, {'#crispin', '#henriette', '#valere', '#frontin'}]","[{'#henriette', '#valere'}, {'#crispin', '#valere', '#frontin'}, {'#henriette', '#le-gouverneur', '#valere', '#rustaut', '#frontin', '#crispin'}, {'#crispin', '#rustaut'}, {'#crispin', '#frontin'}]","[{'#crispin'}, {'#rustaut'}, {'#valere', '#frontin'}, {'#rustaut'}, {'#rustaut', '#frontin'}, {'#rustaut'}, {'#crispin', '#rustaut', '#frontin'}, {'#crispin', '#rustaut'}, {'#crispin', '#le-gouverneur', '#rustaut', '#frontin'}]",[],[],"[{'#le-gouverneur', '#rustaut'}, {'#valere', '#frontin'}, {'#crispin', '#valere'}, {'#crispin', '#henriette', '#valere', '#frontin'}, {'#henriette', '#valere'}, {'#crispin', '#valere', '#frontin'}, {'#henriette', '#le-gouverneur', '#valere', '#rustaut', '#frontin', '#crispin'}, {'#crispin', '#rustaut'}, {'#crispin', '#frontin'}, {'#crispin'}, {'#rustaut'}, {'#valere', '#frontin'}, {'#rustaut'}, {'#rustaut', '#frontin'}, {'#rustaut'}, {'#crispin', '#rustaut', '#frontin'}, {'#crispin', '#rustaut'}, {'#crispin', '#le-gouverneur', '#rustaut', '#frontin'}]","{'#henriette', '#le-gouverneur', '#valere', '#rustaut', '#frontin', '#crispin'}"
La Comédie à l'Impromptu,Comédie,1780,1,13,"[{'#lisette', '#frontin'}, {'#lisette', '#lourdis', '#frontin'}, {'#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}, {'#finot-fils', '#valere', '#lourdis', '#frontin', '#lisette'}, {'#finot-fils', '#valere', '#lourdis', '#madame-lourdis', '#frontin'}, {'#lisette', '#valere', '#frontin'}, {'#valere', '#frontin'}, {'#valere', '#lourdis', '#frontin'}, {'#madame-finot', '#angelique', '#finot-fils', '#lourdis', '#madame-lourdis', '#lisette'}, {'#madame-finot', '#angelique', '#finot-fils', '#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}, {'#madame-finot', '#finot-fils', '#valere', '#lourdis', '#frontin'}, {'#madame-finot', '#finot-fils', '#valere', '#lourdis', '#frontin', '#lisette'}, {'#madame-finot', '#finot-fils', '#bonne-foi', '#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}]",[],[],[],[],"[{'#lisette', '#frontin'}, {'#lisette', '#lourdis', '#frontin'}, {'#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}, {'#finot-fils', '#valere', '#lourdis', '#frontin', '#lisette'}, {'#finot-fils', '#valere', '#lourdis', '#madame-lourdis', '#frontin'}, {'#lisette', '#valere', '#frontin'}, {'#valere', '#frontin'}, {'#valere', '#lourdis', '#frontin'}, {'#madame-finot', '#angelique', '#finot-fils', '#lourdis', '#madame-lourdis', '#lisette'}, {'#madame-finot', '#angelique', '#finot-fils', '#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}, {'#madame-finot', '#finot-fils', '#valere', '#lourdis', '#frontin'}, {'#madame-finot', '#finot-fils', '#valere', '#lourdis', '#frontin', '#lisette'}, {'#madame-finot', '#finot-fils', '#bonne-foi', '#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}]","{'#madame-finot', '#angelique', '#finot-fils', '#bonne-foi', '#valere', '#lourdis', '#madame-lourdis', '#frontin', '#lisette'}"
La Comédie au Chateau,Comédie,1861,1,11,"[{'#anselme', '#buscarino', '#dolicard'}, {'#anselme', '#buscarino', '#dolicard'}, {'#dolicard'}, {'#anselme', '#dolicard'}, {'#anselme', '#dolicard', '#lericourt'}, {'#anselme', '#dolicard'}, {'#ensemble', '#anselme', '#lucinet', '#dolicard'}, {'#anselme', '#dolicard'}, {'#dolicard'}, {'#dolicard', '#stanislas'}, {'#anselme', '#dolicard', '#deligny', '#tous'}]",[],[],[],[],"[{'#anselme', '#buscarino', '#dolicard'}, {'#anselme', '#buscarino', '#dolicard'}, {'#dolicard'}, {'#anselme', '#dolicard'}, {'#anselme', '#dolicard', '#lericourt'}, {'#anselme', '#dolicard'}, {'#ensemble', '#anselme', '#lucinet', '#dolicard'}, {'#anselme', '#dolicard'}, {'#dolicard'}, {'#dolicard', '#stanislas'}, {'#anselme', '#dolicard', '#deligny', '#tous'}]","{'#ensemble', '#buscarino', '#anselme', '#lucinet', '#dolicard', '#tous', '#deligny', '#stanislas', '#lericourt'}"
La Comédie de Francion,Comédie,1642,5,36,"[{'#valantin'}, {'#laurette', '#valantin', '#catherine'}, {'#laurette', '#catherine'}, {'#petit-jacques', '#marsault', '#olivier'}, {'#petit-jacques', '#catherine', '#olivier', '#laurette', '#marsault'}, {'#francion', '#anselme'}, {'#l-hotesse', '#anselme', '#francion'}]","[{'#l-hotesse', '#la-servante'}, {'#valantin', '#francion', '#anselme'}, {'#laurette', '#valantin', '#francion', '#anselme'}, {'#laurette', '#francion', '#anselme'}, {'#laurette', '#anselme', '#catherine'}]","[{'#francion', '#valantin', '#anselme'}, {'#laurette', '#valantin', '#francion'}, {'#laurette', '#francion', '#anselme'}, {'#francion', '#anselme'}, {'#petit-jacques', '#catherine', '#marsault', '#olivier'}]","[{'#francion', '#anselme'}, {'#anselme'}, {'#valantin', '#anselme'}, {'#petit-jacques', '#marsault', '#olivier'}, {'#laurette'}, {'#laurette', '#petit-jacques', '#marsault', '#olivier'}, {'#petit-jacques', '#marsault', '#olivier'}, {'#francion', '#catherine'}, {'#laurette', '#olivier'}, {'#laurette', '#catherine', '#olivier'}]","[{'#lubin', '#bertrand', '#leonard'}, {'#l-hotesse', '#francion'}, {'#valantin'}, {'#lubin', '#valantin', '#bertrand'}, {'#laurette', '#le-prevot'}, {'#laurette', '#valantin'}, {'#valantin', '#le-prevot', '#le-procureur'}, {'#laurette', '#francion'}, {'#valantin', '#le-prevot', '#laurette', '#anselme', '#l-hotesse', '#francion', '#la-servante'}]","[{'#valantin'}, {'#laurette', '#valantin', '#catherine'}, {'#laurette', '#catherine'}, {'#petit-jacques', '#marsault', '#olivier'}, {'#petit-jacques', '#catherine', '#olivier', '#laurette', '#marsault'}, {'#francion', '#anselme'}, {'#l-hotesse', '#anselme', '#francion'}, {'#l-hotesse', '#la-servante'}, {'#valantin', '#francion', '#anselme'}, {'#laurette', '#valantin', '#francion', '#anselme'}, {'#laurette', '#francion', '#anselme'}, {'#laurette', '#anselme', '#catherine'}, {'#francion', '#valantin', '#anselme'}, {'#laurette', '#valantin', '#francion'}, {'#laurette', '#francion', '#anselme'}, {'#francion', '#anselme'}, {'#petit-jacques', '#catherine', '#marsault', '#olivier'}, {'#francion', '#anselme'}, {'#anselme'}, {'#valantin', '#anselme'}, {'#petit-jacques', '#marsault', '#olivier'}, {'#laurette'}, {'#laurette', '#petit-jacques', '#marsault', '#olivier'}, {'#petit-jacques', '#marsault', '#olivier'}, {'#francion', '#catherine'}, {'#laurette', '#olivier'}, {'#laurette', '#catherine', '#olivier'}, {'#lubin', '#bertrand', '#leonard'}, {'#l-hotesse', '#francion'}, {'#valantin'}, {'#lubin', '#valantin', '#bertrand'}, {'#laurette', '#le-prevot'}, {'#laurette', '#valantin'}, {'#valantin', '#le-prevot', '#le-procureur'}, {'#laurette', '#francion'}, {'#valantin', '#le-prevot', '#laurette', '#anselme', '#l-hotesse', '#francion', '#la-servante'}]","{'#valantin', '#petit-jacques', '#catherine', '#le-prevot', '#olivier', '#leonard', '#laurette', '#anselme', '#lubin', '#francion', '#bertrand', '#la-servante', '#l-hotesse', '#marsault', '#le-procureur'}"
La Comédie de la Comédie,Comédie,1662,1,5,"[{'#leandre', '#lucidor'}, {'#une-autre-dame', '#une-dame'}, {'#le-portier'}, {'#l-epinai', '#la-comedienne', '#le-galant'}, {'#le-portier', '#deux-filoux', '#le-filou'}]",[],[],[],[],"[{'#leandre', '#lucidor'}, {'#une-autre-dame', '#une-dame'}, {'#le-portier'}, {'#l-epinai', '#la-comedienne', '#le-galant'}, {'#le-portier', '#deux-filoux', '#le-filou'}]","{'#le-portier', '#lucidor', '#deux-filoux', '#le-filou', '#une-dame', '#leandre', '#l-epinai', '#une-autre-dame', '#la-comedienne', '#le-galant'}"
La Comédie des Académiciens,Comédie,1650,3,10,"[{'#faret', '#saint-amant'}, {'#colletet', '#godeau'}, {'#colletet', '#godeau', '#serisay'}, {'#porcheres', '#colomby'}]","[{'#chapelain'}, {'#chapelain', '#boisrobert', '#silhon', '#serisay'}, {'#boisrobert', '#silhon', '#mademoiselle-de-gournai', '#serisay'}]","[{'#boisrobert', '#porcheres', '#godeau', '#chapelain', '#serisay', '#desmarets', '#monsieur-le-chancellier'}, {'#faret', '#saint-amant', '#chapelain', '#serisay', '#gombaud', '#monsieur-le-chancellier'}, {'#gomberville', '#baudoin', '#boisrobert', '#l-estoile', '#desmarets', '#godeau', '#chapelain', '#colletet', '#habert', '#serisay', '#gombaud', '#silhon', '#monsieur-le-chancellier', '#la-troupe'}]",[],[],"[{'#faret', '#saint-amant'}, {'#colletet', '#godeau'}, {'#colletet', '#godeau', '#serisay'}, {'#porcheres', '#colomby'}, {'#chapelain'}, {'#chapelain', '#boisrobert', '#silhon', '#serisay'}, {'#boisrobert', '#silhon', '#mademoiselle-de-gournai', '#serisay'}, {'#boisrobert', '#porcheres', '#godeau', '#chapelain', '#serisay', '#desmarets', '#monsieur-le-chancellier'}, {'#faret', '#saint-amant', '#chapelain', '#serisay', '#gombaud', '#monsieur-le-chancellier'}, {'#gomberville', '#baudoin', '#boisrobert', '#l-estoile', '#desmarets', '#godeau', '#chapelain', '#colletet', '#habert', '#serisay', '#gombaud', '#silhon', '#monsieur-le-chancellier', '#la-troupe'}]","{'#porcheres', '#l-estoile', '#godeau', '#serisay', '#desmarets', '#monsieur-le-chancellier', '#mademoiselle-de-gournai', '#faret', '#saint-amant', '#boisrobert', '#chapelain', '#gomberville', '#baudoin', '#colomby', '#colletet', '#gombaud', '#habert', '#silhon', '#la-troupe'}"
