,biancollelli-arlequin-gentilhomme,biancollelli-foire-galante,Cost,Operation Type
384,"('#pierrot', ""Non son père, vous dis-je, en propre original  Est venu la chercher, morgué qu'il est brutal.  Il l'a d'un bon soufflet d'abord apostrophée Et peu s'en est fallu qu'il ne l'ait décoiffée.  Comment c'est donc ainsi, disait ce loup garou,  Sans ma permission que tu cours le guildou ?  Le docteur pour cacher son chagrin et sa honte  A fait entrer sa fille aussitôt chez Géronte,  Un étranger, dit-on, doit être son époux,  Je le connais fort bien il a logé chez nous.  La pauvre fille avait une grande tristesse,  Aussi l'on ne doit pas débaucher la jeunesse  Et cela n'est pas bien pour moi je sors d'ici,  Que sait-on, vous pourriez me débaucher aussi.  Il rentre. "")",,1.0,Insertion
385,"('#scaramouche', ""Hé bien, qu'en dites-vous ? "")",,1.0,Insertion
386,"('#leandre', ""Ah ! Que viens-je d'entendre ?  À cet affreux malheur aurais-je dû m'attendre ?  Mais malgré les efforts et les soins du Docteur  D'Isabelle je veux être [le] possesseur.  Tu sais bien qu'Arlequin sous le nom de Léandre,  Chez Géronte introduit sera bientôt son gendre,  Il faut pour pallier un important secret,  Respecter Arlequin te dire son valet,  Tu verras aisément la charmante Isabelle,  Et tu lui parleras de mon ardeur fidèle,  Une seconde fois tâche de l'enlever,  J'ai formé ce dessein et tu dois l'achever,  Entends-tu ? "")","('#pierrot', ""Mais, Monsieur, pourquoi me frapper ? Vous n'avez qu'à parler.bis Je connais pourtant des époux Plus dociles que vous.bis Arlequin le frappe encore."")",0.62,Substitution
387,"('#scaramouche', ""Vous voulez que j'enlève Isabelle,  Mais si je suis pendu. "")",,1.0,Insertion
388,"('#leandre', ""C'est une bagatelle. "")",,1.0,Insertion
389,"('#scaramouche', ""Oui pour vous, mais pour moi cela change de ton,  J'aimerais mieux avoir trente coups de bâton. "")",,1.0,Insertion
390,"('#leandre', 'Fais ce que je te dis et sans te mettre en peine... ')",,1.0,Insertion
391,"('#scaramouche', 'Scaramouche ! Pour toi la potence est certaine. ')",,1.0,Insertion
392,"('#le-docteur', ""De mon juste courroux tu dois craindre l'effet,  Si tu veux t'obstiner à garder le secret,  Ne me déguise rien, de toi je veux apprendre  Le nom du ravisseur, réponds-moi. "")",,1.0,Insertion
393,"('#isabelle', ""C'est Léandre,  Qui cédant à l'ardeur dont il brûle pour moi,  Par ma fuite a voulu s'assurer de ma foi,  Lui-même m'a conduit dans cette hôtellerie. "")",,1.0,Insertion
394,"('#geronte', ""C'est un peu trop avant pousser l'effronterie,  Le moyen de la croire il était en prison  Dans le temps qu'Isabelle a quitté la maison. "")",,1.0,Insertion
395,"('#le-docteur', ""Tu veux m'en imposer méchante créature,  Je suis persuadé... "")",,1.0,Insertion
396,"('#isabelle', ""C'est la vérité pure  Oui mon père, c'est lui qui possède mon coeur,  Et je ne puis goûter un solide bonheur,  Si pour combler mes voeux le noeud de l'hyménée,  Au sort de cet amant n'unit ma destinée. "")",,1.0,Insertion
397,"('#geronte', ""Je vous plains, mais pourquoi vous flatter de l'avoir,  N'y comptez plus la belle et perdez cet espoir,  Car Léandre sera l'époux de Léonore. "")",,1.0,Insertion
398,"('#isabelle', ""Cruel vous m'arrachez à l'objet que j'adore,  Si rien ne peut changer les rigueurs de mon sort  Barbare je saurai recourir à la mort. "")",,1.0,Insertion
399,"('#le-docteur', ""Ma fille il n'est plus temps de songer à Léandre,  Puisque Octave est ici je ne puis me défendre  De te donner à lui. "")",,1.0,Insertion
400,"('#isabelle', 'Quoi vous ne voulez pas  Autorisant mon choix détourner mon trépas. ')",,1.0,Insertion
401,"('#scaramouche', ""Messieurs vous n'avez pas l'honneur de me connaître,  Excusez, dans ce lieu je viens chercher mon maître. "")",,1.0,Insertion
402,"('#isabelle', ""C'est Scaramouche, hélas que vient-il faire ? "")",,1.0,Insertion
403,"('#scaramouche', ""Je vais feindre avec eux, dissimulez aussi.  On m'a dit qu'il était chez Monsieur son beau-père,  Je voudrais lui parler d'une petite affaire,  Est-il dans le logis.  Haut."")","('#les-chanteuses', ""Arlequin, c'est à tort que vous êtes jaloux, Pierrot ne vient ici que pour l'amour de nous."")",1.18,Substitution
404,"('#geronte', 'Comment le nomme-t-on ?  Je ne le connais pas. ')",,1.0,Insertion
405,"('#scaramouche', ""C'est le fils de Damon,  Léandre. "")",,1.0,Insertion
406,"('#le-docteur', 'Parlez-moi sans fard, je vous en prie,  A-t-il conduit ma fille en une hôtellerie ? ')",,1.0,Insertion
407,"('#scaramouche', ""Oui sans doute et voilà la Dame en question,  Mais il n'a jamais eu mauvaise intention  Et c'était seulement pour lui payer feuillette. "")",,1.0,Insertion
408,"('#geronte', ""Cette civilité me paraît indiscrète  Il était en prison vous l'accuser en vain "")",,1.0,Insertion
409,"('#scaramouche', ""Je vous jure Monsieur que rien n'est plus certain,  Il m'en a donné l'ordre et pour le satisfaire,  J'ai moi-même prêté la main, à cette affaire. "")",,1.0,Insertion
410,"('#geronte', 'Le voici justement qui vient de ce côté. ')",,1.0,Insertion
411,"('#scaramouche', ""De vos commissions je me suis acquitté,  J'ai porté votre lettre à Monsieur le Vicomte,  Et venais vous chercher cher le Seigneur Géronte,  Je vous ai bien servi. "")",,1.0,Insertion
412,"('#arlequin', 'Que dit donc ce benêt ? ')",,1.0,Insertion
413,"('#geronte', ""Quoi vous méconnaissez jusqu'à votre valet ? "")",,1.0,Insertion
414,"('#arlequin', ""Mon valet dites-vous ? Je n'en eus de ma vie. "")",,1.0,Insertion
415,"('#scaramouche', ""Vous pouvez m'employer au gré de votre envie  Je vous obéirai, je sais trop mon devoir,  Pour manquer au respect qu'un valet doit avoir. "")",,1.0,Insertion
416,"('#arlequin', ""Je ne sais ce que c'est, et c'est me faire outrage  Que vouloir d'un valet grossir mon équipage,  Cet affront est trop grand, et comment le souffrir ?  Quoi donc lorsque je puis à peine me nourrir,  Il faut que j'entretienne encore un domestique ? "")",,1.0,Insertion
417,"('#scaramouche', 'Que dites-vous, Monsieur, quelle mouche vous pique ?  Vous me désavouez, et ne connaissez pas...  . . . . . . . . . . . . .')",,1.0,Insertion
418,"('#arlequin', ""Encore un coup, mon cher, ta tête n'est pas saine  Et c'est mal à propos me causer de la peine. "")",,1.0,Insertion
419,"('#geronte', ""Mon gendre j'ai bien lieu de me plaindre de vous,  Vous manquez un peu trop au devoir d'un époux. "")",,1.0,Insertion
420,"('#arlequin', 'Croyez-vous que toujours on y puisse suffire,  Vous parlez à votre aise et je vous laisse dire. ')",,1.0,Insertion
421,"('#geronte', 'Vous avez enlevé la fille du Docteur. ')",,1.0,Insertion
422,"('#le-docteur', ""C'est trop sensiblement offenser mon honneur,  Quel dessein aviez-vous, dites-moi, je vous prie ?  Pourquoi mener ma fille en une hôtellerie ? "")",,1.0,Insertion
423,"('#arlequin', ""Nouvelle vision, vous êtes fols tous deux,  Vous me feriez rougir si j'étais plus honteux,  Il n'en est rien. "")",,1.0,Insertion
424,"('#le-docteur', 'En vain vous voulez vous défendre,  Qui fut ton ravisseur Isabelle ? ')",,1.0,Insertion
425,"('#isabelle', 'Léandre. ')",,1.0,Insertion
426,"('#arlequin', 'Je vous ai, dites-vous, conduite au cabaret ? ')",,1.0,Insertion
427,"('#scaramouche', ""Oui vous-même, Monsieur, et j'étais du secret  Comme un valet zélé. "")",,1.0,Insertion
428,"('#arlequin', 'Puisque je suis son maître,  Il faut de mille coups que je charge ce traître.  Il frappe Scaramouche de toute sa force.')",,1.0,Insertion
429,"('#scaramouche', ""Hélas ! Je n'en puis plus je suis tout fracassé,  Et j'ai, je le sens bien, le croupion cassé. "")",,1.0,Insertion
430,"('#geronte', ""Monsieur qu'avez-vous fait ? "")",,1.0,Insertion
431,"('#arlequin', ""Quand un valet m'obstine,  Je ne puis m'empêcher de frotter son échine. "")",,1.0,Insertion
432,"('#geronte', 'Allons retirons-nous, et rentons au logis,  Je vous laisse mon gendre. ')",,1.0,Insertion
433,"('#arlequin', ""Attendez je vous suis.  Ils rentrent, Arlequin veut les suivre, Scaramouche l'en empêche."")","('#premiere-chanteuse', ""C'est pour moi que Pierrot ici porte ses pas, Il a senti le pouvoir de mes charmes. Arrêtez, Arlequin, ne le frappez donc pas ! Épargnez-moi de mortelles alarmes, Arlequin, c'est à tort, etc."")",0.63,Substitution
434,"('#scaramouche', ""Mon maître demeurez j'ai deux mots à vous dire  Vous m'avez donc battu ? "")",,1.0,Insertion
435,"('#arlequin', ""Bon ce n'est que pour rire, "")",,1.0,Insertion
436,"('#scaramouche', ""Sais-tu, magot fieffé, vilain singe habillé,  Que je ne fus jamais de la sorte étrillé,  Ton bras audacieux m'a rossé d'importance,  Et je veux sur ton dos réparer cette offense.  Il donne des coups de bâton à Arlequin qui crie et s'enfuit, tous deux entrent chez Géronte."")","('#pierrot', ""En vain donc je suis en masque, Puisqu'on sait me reconnaître. Mais malgré la connaissance, Arlequin m'a maltraité. N'importe, je lui pardonne, Pierrot n'a point de rancune, C'est par faute de courage Que je suis lâche et poltron. Air : Trembleurs"")",0.08,Substitution
437,"('#scaramouche', ""Oui, mon maître, Madame, épris de vos appas,  Sera dans ses amours constant jusqu'au trépas,  Sa lettre en dit assez vous n'avez qu'à la lire  Vous enlever encore est tout ce qu'il désire,  À votre destinée il veut unir son sort,  Enfin il est si tendre et vous aime si fort  Qu'il ne fait tout le jour que soupirer et braire. "")",,1.0,Insertion
438,"('#isabelle', ""Je n'ai d'autre dessein que celui de lui plaire, Tu peux de ma tendresse assurer mon amant,  Dis-lui que je l'attends avec empressement,  Que pour me garantir du coup qui me menace,  Il n'est rien aujourd'hui que je ne fasse. "")",,1.0,Insertion
439,"('#scaramouche', ""Je vais lui faire part de ce bon sentiment  Et nous allons songer ç votre enlèvement,  J'en viendrai bien à bout, ne soyez point en peine. "")",,1.0,Insertion
440,"('#isabelle', ""J'attends tout de tes soins. "")",,1.0,Insertion
441,"('#scaramouche', 'Adieu la belle Hélène, ')",,1.0,Insertion
442,"('#isabelle', ""Quand pourrai-je vous voir cher objet de mes feux,  Sans vous les plus beaux jours me paraissent affreux,  Léandre répondez à mon impatience,  Je ne puis plus longtemps supporter votre absence,  Ne différez donc plus offrez-vous à mes yeux,  Et venez m'affranchir d'un pouvoir odieux. "")",,1.0,Insertion
443,"('#le-docteur', ""Que veut dire ceci ? Ma fille prend la fuite,  J'ai lieu de soupçonner sa mauvaise conduite,  Mais lisons promptement, je veux être éclairci  Du sujet qui l'oblige à m'éviter ainsi.  Quoi le sort à mes voeux sera toujours contraire,  Isabelle m'outrage et cherche à me déplaire,  Léandre de nouveau veut me déshonorer,  À de cuisants chagrins le dois me préparer.  L'amour qui ne trouve rien d'impossible, m'offrira un nouveau moyen pour m'assurer de vous, malgré tous les obstacles que l'on oppose à ma tendresse.  Si vous êtes dans la résolution de me suivre, ne manquez pas de me faire savoir vos sentiments, et je prendrai de justes mesures pour vous enlever, et vous dérober au pouvoir tyrannique d'un père qui veut contraindre votre inclination. Adieu ma charmante, j'attends votre réponse, et suis votre fidèle amant,  LÉANDRE.  Il lit."")",,1.0,Insertion
444,"('#le-docteur', ""Malgré tous vos efforts, je vois bien que Léandre,  Ne peut, mon cher ami, devenir votre gendre,  Il aime trop ma fille et je le connais bien  Puisque de l'enlever il cherche le moyen,  Cette lettre m'en donne une preuve évidente. "")",,1.0,Insertion
445,"('#geronte', ""Contre ce scélérat ma colère s'augmente,  Voyons un peu la lettre.  Le Docteur lui donne la lettre, Géronte lit."")",,1.0,Insertion
446,"('#le-docteur', ""Hé bien qu'en dites-vous. "")",,1.0,Insertion
447,"('#geronte', ""Je dis que de ma fille il doit être l'époux,  Et que je veux avant la fin de la journée,  Conclure quoiqu'il fasse un si juste hyménée.  Mais le voici qui vient. "")",,1.0,Insertion
448,"('#le-docteur', 'Ne le ménagez pas,  Parlez-lui comme il faut. ')",,1.0,Insertion
449,"('#geronte', ""À la fin je suis las  De me voit méprisé par vous de cette sorte,  Corbleu si contre vous la fureur me transporte,  Vous vous repentirez de m'avoir insulté,  Est-ce ainsi qu'on soutient son rang, sa qualité ? "")","('#la-chanteuse', ""Mais, que vois-je ? Ô cieux ! cruels, d'où provient votre rage ? Quoi ! vous venez au bal pour faire carillon ?"")",0.69,Substitution
450,"('#arlequin', 'Le rang de crocheteur est glorieux, sublime. ')",,1.0,Insertion
451,"('#geronte', ""Comment prétendez-vous mériter mon estime ?  Vous ne rougissez point du nom de suborneur,  Et voulez enlever la fille du Docteur.  Ne vous défendez point, cette chose est trop sûre,  Et d'ailleurs je connais votre écriture,  La crédule Isabelle approuve vos desseins,  Et son père a surpris la lettre entre ses mains. "")",,1.0,Insertion
452,"('#arlequin', ""Je ne sais mon ami ce que vous voulez dire,  Vous m'accusez à tort je ne sais pas écrire,  Que faut-il que j'épouse ? "")",,1.0,Insertion
453,"('#geronte', 'En pouvez-vous douter ?  Ma fille. ')",,1.0,Insertion
454,"('#arlequin', ""Et pourquoi donc tant vous inquiéter ?  Je l'épouserai moi s'il le faut. . . . ."")",,1.0,Insertion
455,"('#geronte', 'Mais vous avez écrit. ')",,1.0,Insertion
456,"('#arlequin', ""Non vous dis-je, ou je meurs,  Je ne sais ce que c'est. "")",,1.0,Insertion
457,"('#le-docteur', 'À quoi bon le nier,  Votre nom est pourtant signé sur du papier  Et si vous en doutez, lisez. ')",,1.0,Insertion
458,"('#arlequin', ""Autre délire,  Ne vous ai-je pas dit que je ne savais lire,  Sans cela, par ma foi, j'eusse été Bachelier. "")",,1.0,Insertion
459,"('#le-docteur', ""Vous raillez et cela commence à m'ennuyer. "")",,1.0,Insertion
460,"('#arlequin', ""Ma noblesse m'ennuie encore davantage.  Il tire de sa poche un morceau de fromage, et se met à manger."")",,1.0,Insertion
461,"('#geronte', ""Qu'est-ce que vous mangez ? "")",,1.0,Insertion
462,"('#arlequin', ""Un morceau de fromage  Que j'ai trouvé là-bas, mais il est trop petit,  Pour assouvir l'excès de mon grand appétit,  Il est temps de souper, allons nous mettre à table  Beau-père. "")",,1.0,Insertion
463,"('#le-docteur', 'Vous avez un estomac de diable. ')",,1.0,Insertion
464,"('#arlequin', ""Je n'ai fait aujourd'hui que quatorze repas  Avant qu'entrer chez vous je n'étais pas si gras. "")",,1.0,Insertion
465,"('#le-docteur', 'Promettez-moi, Monsieur, de ne rien entreprendre. ')",,1.0,Insertion
466,"('#arlequin', ""Moi si je n'entreprends rien puissiez-vous me voir pendre,  Voilà ce qui s'appelle un terrible serment. "")",,1.0,Insertion
467,"('#le-docteur', ""C'est assez. "")",,1.0,Insertion
468,"('#arlequin', 'Vous voyez je jure noblement. ')",,1.0,Insertion
469,"('#scaramouche', ""Vous pouvez enlever votre belle Sabine,  J'ai fait, pour s'y résoudre, essai de ma doctrine,  Je n'ai point vainement employé mon savoir,  Et je me suis senti tout_à_coup émouvoir,  Lorsqu'elle m'a parlé de sa vive tendresse,  À ce que je puis voir elle n'est pas tigresse. "")",,1.0,Insertion
470,"('#leandre', 'Les chevaux sont tous prêts, entrons il en est temps,  Puisse le tendre amour rendre mes voeux contents.  Suis-moi. ')",,1.0,Insertion
471,"('#scaramouche', 'Déjà la nuit étend ses sombres voiles,  Et bientôt dans le ciel va clouer des étoiles.  Ils entrent chez Géronte.')",,1.0,Insertion
472,"('#colombine', 'Tu dis que chez Géronte Arlequin est logé. ')",,1.0,Insertion
473,"('#pierrot', ""Oui vraiment je l'ai vu mais il est bien changé  Il fait présentement l'homme de conséquence,  Et doit être en état de payer sa dépense.  Le drôle qui tantôt avait l'air d'un faquin,  A contre un bel habit changé son casaquin,  Mais la métamorphose est-elle surprenante ?  Dans ce siècle inconstant la fortune est changeante,  Tel portait des sabots qui devient Financier,  Je pourrais bien troquer d'habit et de métier,  Je sais signer mon nom, ce n'est pas peu de chose,  Je connais un Monsieur qu'on appelait la Rose,  Qui se donne des airs et passe pour Marquis,  Si tu savais combien de Jasmin dans Paris,  Occupent des Hôtels et font belle figure. "")",,1.0,Insertion
474,"('#colombine', ""Je sais bien que plusieurs sont chargés de dorure,  Qui d'un gros habit brun, revêtus simplement,  Prenaient à la gargote un modique aliment,  Ce n'est pas aujourd'hui le mérite qui brille,  La volage fortune enrichit la mandille,  Souvent les plus abjects sont comblés de ses dons.  Et la triste vertu languit sous les haillons.  À votre débiteur allons rendre visite,  Surtout ne manquons point de vanter son mérite  Puisqu'il a du bonheur et n'est plus indigent,  Il faut que nous portions respect à son argent,  C'est la règle un faquin mérite qu'on le fronde  Mais un riche est toujours estimé dans le monde.  Ils entrent chez Géronte."")",,1.0,Insertion
475,"('#arlequin', ""Je viens de voir là-bas ce Monsieur si plaisant,  Qui m'a de son habit fait tantôt un présent.  Il n'en faut point douter il vient pour le reprendre,  S'il me dépouille hélas ! Je ne suis plus Léandre  Quelques coups de bâtons ne me manqueront pas,  Et je ne ferai plus de si friands repas.  Il me faudra quitter cette aimable cuisine,  Cette réflexion m'agite et me chagrine,  Je ne mangerai plus ces ragoûts excellents,  Surtout ces macarons exquis et succulents.  Je reprendrai pour lors mon état misérable...  Pour éviter ce coup cachons-nous sous la table.  Il marche à tâtons et se va cacher sous la table."")",,1.0,Insertion
476,"('#octave', ""Ne répondrez-vous point à mon empressement,  Craignez-vous de me faire un aveu trop charmant,  Tout se dispose ici pour votre mariage,  Pour vous faire expliquer, que faut-il davantage ?  Ah ne permettez pas qu'un trop indigne époux  Jouisse d'un bonheur si parfait et si doux. "")","('#scaramouche', ""Oui, je viens pour faire tapage, Vous devinez notre dessein. Et puisque son amour m'outrage, Il faut qu'il meure de ma main. Air : Réveillez-vous, [belle endormie]"")",0.38,Substitution
477,"('#leonore', ""Octave je ne puis plus longtemps me contraindre,  Et je vous aime trop pour avoir rien à craindre  Plutôt que d'obéit à cet ordre inhumain,  Un poignard de la mort m'ouvrira le chemin,  Dans mes yeux languissants vous avez dû connaître,  Les feux que dans mon coeur vous-même avez fait naître,  Ils vous ont dit assez mes peines, mes tourments  Et rien n'exprime mieux de tendres sentiments, "")","('#colombine', ""Vous voyez mon ardeur, Il n'est plus temps de feindre. Arlequin a mon coeur, Et vous êtes à plaindre, Lizon, etc."")",0.18,Substitution
478,"('#mezzetin', ""Elle a raison les yeux parlent mieux que Voiture,  C'est un style coulant, une éloquence pure. "")",,1.0,Insertion
479,"('#octave', ""Puisque vous m'assurez de l'excès de vos feux  Je n'ai rien à prétendre et je suis trop heureux  Évitez le malheur qu'un père vous prépare  Et que de ce séjour la fuite vous sépare  La nuit secondera notre juste projet. "")",,1.0,Insertion
480,"('#mezzetin', ""Madame nous ferons un fort petit trajet  Nous n'irons seulement que jusqu'à l'Amérique  Et là nous peuplerons d'un esprit pacifique. "")",,1.0,Insertion
481,"('#leonore', 'Je ne puis résister à mon charmant vainqueur,  Octave vous avez tout pouvoir sur mon coeur,  Je vous suivrai partout. ')",,1.0,Insertion
482,"('#mezzetin', ""Quel heureux caractère !  Les filles de Lyon ont l'humeur débonnaire,  Dans ce qu'on leur propose elles sont sans façon  Et chantent quelquefois sur le ton de flon-flon.  Octave lui donnant la main."")",,1.0,Insertion
483,"('#isabelle', '. . . . . . Partons, mon cher Léandre,  . . . . . . . . . . . . . Et quittons pour jamais cet odieux séjour. ')",,1.0,Insertion
484,"('#leandre', ""Profitons d'un moment accordé par l'amour  Et ne redoutez rien, adorable Isabelle.  Suivez-moi...  Mais quelqu'un fait ici sentinelle.  En marchant il heurte Octave."")",,1.0,Insertion
485,"('#octave', ""Léandre est en ces lieux, le traître assurément,  Vient ici s'opposer à cet enlèvement,  Mais je saurai punir un rival téméraire. "")",,1.0,Insertion
486,"('#leandre', 'Qui va là ? ')",,1.0,Insertion
487,"('#octave', 'Maintenant songe à me satisfaire,  Je suis Octave ? ')",,1.0,Insertion
488,"('#leonore', 'Hélas arrêtez cher amant... ')",,1.0,Insertion
489,"('#leandre', 'Je suis prêt à répondre à ton empressement. ')",,1.0,Insertion
490,"('#isabelle', ""Ah ! Vous n'y pensez pas qu'allez-vous entreprendre. "")",,1.0,Insertion
491,"('#leandre', ""Octave de ce fer prends soin de te défendre.  Isabelle s'enfuit Léonore fait de même."")",,1.0,Insertion
492,"('#isabelle', ""Juste ciel !  Octave et Léandre se battent, Scaramouche et Mezzetin par leurs postures et leurs grimaces témoignent la peur qu'ils ont."")",,1.0,Insertion
493,"('#scaramouche', ""Patatrouf, tirez un peu plus bas,  Messieurs je vous conjure, et ne me blessez pas.  Léandre blesse Octave au bras et voyant venir de la lumière Léandre se retire de l'autre côté."")",,1.0,Insertion
494,"('#mezzetin', ""Le coquin a bien fait de décamper sur l'heure  Car j'allais le percer au gésier ou je meurs.  Octave lie son mouchoir à son bras. "")",,1.0,Insertion
495,"('#geronte', ""Qu'est-il donc arrivé ? Tirez-moi d'embarras. "")",,1.0,Insertion
496,"('#mezzetin', ""Ciel ! Mon maître est blessé, qu'il n'y revienne pas,  Car il verra beau jeu. "")",,1.0,Insertion
497,"('#le-docteur', ""Quel est donc ce mystère ?  Mais j'aperçois du sang. "")",,1.0,Insertion
498,"('#octave', 'La blessure est légère. ')",,1.0,Insertion
499,"('#scaramouche', ""Si je n'avais pas paré le coup s'en était fait,  Vous seriez à présent trépassé tout à fait."")",,1.0,Insertion
500,"('#octave', ""Léandre m'a blessé, sa valeur est extrême,  Et je ne craindrai point de l'avouer moi-même  Mais il ne devait point après ce qu'il a fait,  S'éloigner et laisser le combat imparfait. "")",,1.0,Insertion
501,"('#isabelle', ""Mon père devant vous vous voyez Isabelle  D'un amour violent victime trop fidèle,  En vain vous prétendez gêner ma rendre ardeur  Je ne puis obéir ni contraindre mon coeur,  J'avouerai que Léandre est l'objet de ma flamme  Que cet amant a su triompher de mon âme,  Et que malgré les lois d'un austère devoir,  Je ne reconnais plus votre absolu pouvoir.  Ne me refusez point la grâce que j'implore,  Je ne veux que Léandre, oui c'est lui que j'adore,  Et si vous refuser d'unir mon sort au sien  Je regarde la mort comme un souverain bien. "")","('#scaramouche', ""Quoi ! malgré tous mes feux, Mes soins et ma tendresse, Mes larmes et mes voeux, Je serai donc malheureux. Tu lui donnas ta foi, Tu te moques de moi, C'est pourquoi, Je veux, double tigresse, Le massacrer devant toi."")",0.05,Substitution
502,"('#leonore', ""Mon père puisqu'il faut qu'à mon tour je m'explique,  Je ne subirai point une loi tyrannique,  Souffrez que résistant à cet ordre inhumain  Je refuse à Léandre et mon coeur et ma main.  Octave a seul trouvé le secret de me plaire,  Et mes yeux parleraient quand je voudrais me taire,  Ne vous opposez point à mes voeux les plus doux  Et ne me forcez pas à prendre un autre époux. "")","('#colombine', ""Arlequin a réussi. L'Amour m'a parlé pour lui. Votre sort serait plus doux S'il m'avait parlé,bis Votre sort serait plus doux S'il m'avait parlé pour vous. Air : Ma mère, mariez-moi"")",0.64,Substitution
503,"('#geronte', ""Comment c'est donc ainsi que tu trompes ton père ?  Coquine, peut s'en faut que ma juste colère...  Il lève sa canne."")",,1.0,Insertion
504,"('#octave', ""Ah : De grâce, arrêtez, modérez ce transport  Vous n'êtes plus, Monsieur, le maître de son sort,  Et quand vous offensez la beauté qui m'engage,  C'est sur moi qu'à présent retombe tout l'outrage. "")","('#arlequin', 'Mon ami, vous avez tort De vous emporter si fort. Je suis un pauvre poltron, Accordez-moi donc,bis Je suis un pauvre poltron, Accordez-moi le pardon. Même air.')",0.28,Substitution
505,"('#le-docteur', 'Nous ne sommes donc plus maîtres de nos enfants ? ')",,1.0,Insertion
506,"('#geronte', ""Sur ma fille mes droits seront toujours puissants  Je veux qu'elle obéisse... "")",,1.0,Insertion
507,"('#mezzetin', ""Attendez-la sous l'orme  Vous n'êtes tous deux pères que pour la forme. "")",,1.0,Insertion
508,"('#le-docteur', 'Mais où donc est Léandre ? ')",,1.0,Insertion
509,"('#arlequin', 'Hélas je suis ici. ')",,1.0,Insertion
510,"('#geronte', 'Pourquoi vous cachez-vous, que veut dire ceci ?  Hé bien que faites-vous ? ')",,1.0,Insertion
511,"('#arlequin', 'Qui moi, je me promène. ')",,1.0,Insertion
512,"('#le-docteur', 'Venez approchez-vous pour nous tirer de peine. ')",,1.0,Insertion
513,"('#octave', 'Allons il faut combattre une seconde fois. ')",,1.0,Insertion
514,"('#arlequin', 'Oh je ne me bats pas si souvent que je bois  Je suis trop fatigué, dispensez-moi de grâce,  Vous vous repentiriez, mon cher, de votre audace. ')",,1.0,Insertion
515,"('#le-docteur', 'Après avoir donné des marques de valeur  Osez-vous résister. ')",,1.0,Insertion
516,"('#arlequin', ""Ma foi c'est que j'ai peur. "")",,1.0,Insertion
517,"('#le-docteur', ""Mais vous l'avez blessé, le devoir vous engage  À faire de nouveau briller votre courage,  Ne le refusez pas. "")",,1.0,Insertion
518,"('#arlequin', ""Cet homme est trop pressé,  Je pourrais le tuer, mais où l'ai-je blessé. "")",,1.0,Insertion
519,"('#geronte', 'Au bras. ')",,1.0,Insertion
520,"('#arlequin', ""C'est justement ma botte favorite. "")",,1.0,Insertion
521,"('#octave', 'Je me défendrai bien la blessure est petite. ')",,1.0,Insertion
522,"('#arlequin', ""J'ai la main dangereuse et je ne voudrais pas  Par un funeste coup causer votre trépas,  Au prochain cabaret allons boire chopine.  Oh ciel je suis perdu, j'aperçois Colombine ! "")",,1.0,Insertion
523,"('#colombine', 'Vous plairait-il, Monsieur, payer mes dix écus,  Le temps est expiré. ')",,1.0,Insertion
524,"('#arlequin', ""Mon cher n'en parlons plus. "")",,1.0,Insertion
525,"('#pierrot', ""Ma femme parle à vous, Monsieur le Gentilhomme,  Il est temps ou jamais d'acquitter cette somme,  Lorsque vous aviez l'air d'un pauvre marmiton  Pierrot vous tutoyait et jouait du bâton,  Mais puisque depuis peu vous avez fait fortune. "")",,1.0,Insertion
526,"('#arlequin', ""Mon cher, votre présence en ces lieux m'importune,  Allez retirez-vous. "")",,1.0,Insertion
527,"('#colombine', ""Le tour est fort pasquin,  Avez-vous oublié qu'on vous nomme Arlequin  Que je vous ai nourri dans mon hôtellerie,  Et que vous me devez ... "")",,1.0,Insertion
528,"('#geronte', 'Vous vous trompez ma mie. ')",,1.0,Insertion
529,"('#colombine', ""Je ne me trompe pas et je veux de l'argent.  Ou sur l'heure je vais appeler un Sergent. "")",,1.0,Insertion
530,"('#scaramouche', 'La mèche se découvre. ')",,1.0,Insertion
531,"('#mezzetin', 'Allons Monsieur Léandre,  Parbleu quand on emprunte il est juste de rendre. ')",,1.0,Insertion
532,"('#pierrot', ""Monsieur Léandre et fi, vous vous gausser de nous,  Et c'est trop honorer le Syndic des Filous,  C'est Arlequin, vous dis-je. "")",,1.0,Insertion
533,"('#arlequin', 'Ôhimé, je frissonne. ')",,1.0,Insertion
534,"('#geronte', ""Vous ne répondez rien ce silence m'étonne. "")",,1.0,Insertion
535,"('#arlequin', 'Mon valet donnez-lui quelques coups de bâton. ')",,1.0,Insertion
536,"('#scaramouche', ""Oh ! Ce n'est plus le temps Monsieur le marmiton. "")",,1.0,Insertion
537,"('#pierrot', 'Vous vous donnez des airs, çà, ma femme, au pillage,  Déshabillons ce Monsieur. ')",,1.0,Insertion
538,"('#mezzetin', ""Tu n'oserais, je gage. "")",,1.0,Insertion
539,"('#pierrot', ""Je n'oserais, morgué je suis entreprenant.  Il a justement l'air d'un carême-prenant.  Pierrot et Colombine déshabillent Arlequin qui reste en chemise."")","('#scaramouche', ""Il faut céder, enfin, À ma fureur extrême. Immolons Arlequin. Colombine et moi-même, Lizon, zon. Mais, le puis-je ? insensé ! Quel vain espoir me flatte ? Ses beaux yeux m'ont blessé, Épargnons cette ingrate, Lizon, zon. S'adressant à Arlequin. Mais apprends, malheureux, Avant que je combatte, Qu'il est bien dangereux De tomber sous ma patte, Lizon, etc."")",0.54,Substitution
540,"('#geronte', 'Je suis tout hors de moi. ')",,1.0,Insertion
