,quinault-isis,quinault-thesee,Cost,Operation Type
334,"('#l-inondation', 'Que les eaux.')",,1.0,Insertion
335,"('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')","('#un-habitant', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",1.52,Substitution
336,"('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")","('#choeur-des-habitants', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",1.05,Substitution
337,"('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")","('#un-habitant', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",1.39,Substitution
338,,"('#choeur-des-habitants', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",1.0,Deletion
339,,"('#un-habitant', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",1.0,Deletion
340,,"('#choeur-des-habitants', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",1.0,Deletion
341,,"('#un-habitant', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants : Seconde chanson."")",1.0,Deletion
342,"('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")","('#choeur-des-habitants', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants :"")",1.42,Substitution
343,"('#la-guerre', 'Que le fer.')","('#un-habitant', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",1.51,Substitution
344,,"('#choeur-des-habitants', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",1.0,Deletion
345,"('#la-famine', 'Que la faim.')","('#un-habitant', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",1.66,Substitution
346,,"('#choeur-des-habitants', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",1.0,Deletion
347,"('#l-incendie', 'Que les feux')","('#un-habitant', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",0.64,Substitution
348,"('#l-inondation', 'Que les eaux.')",,1.0,Insertion
349,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')","('#choeur-des-habitants', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",1.66,Substitution
350,"('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")","('#medee', ""Ah faut-il me venger En perdant ce que j'aime ! Que fais-tu ma fureur, où vas-tu m'engager ? Punir ce cour ingrat c'est me punir moi-même, J'en mourrai de douleur, je tremble d'y songer, Ah faut-il me venger En perdant ce que j'aime ! Ma rivale triomphe, et me voit outrager : Quoi, laisser son amour sans peine, et sans danger ? Voir le spectacle affreux de son bonheur extrême ? Non, il faut me venger En perdant ce que j'aime."")",0.45,Substitution
351,,"('#dorine', 'Que Thésée est content de son bienheureux sort !')",1.0,Deletion
352,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",,1.0,Insertion
353,"('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')","('#medee', ""Dorine, c'en est fait, tout est prêt pour sa mort."")",1.55,Substitution
354,"('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')",,1.0,Insertion
355,"('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")","('#dorine', ""Quoi ce grand appareil est sa mort qu'on prépare ? Le roi le doit choisir ici pour successeur ; Votre soin pour lui se déclare."")",1.07,Substitution
356,"('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")","('#medee', ""J'ai caché mon dépit sous ma feinte douceur ; La vengeance ordinaire est trop peu pour mon cour, Je la veux horrible et barbare. Je m'éloignais tantôt exprès pour tout savoir. Du secret de Thésée il faut me prévaloir, Le roi l'ignore encor, et pour me satisfaire Contre un fils inconnu j'arme son propre père : J'immolai mes enfants, j'osai les égorger ; Je ne serai pas seule inhumaine, et perfide, Je ne puis me venger À moins d'un parricide."")",0.52,Substitution
357,"('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")","('#medee', ""Ce vase par mes soins vient d'être empoisonné ; Vous n'aurez qu'à l'offrir... vous semblez étonné ?"")",1.47,Substitution
358,"('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")","('#le-roi', ""Ce héros m'a servi, malgré moi je l'estime, Puis-je lui préparer un injuste trépas ?"")",1.05,Substitution
359,"('#io', 'Hélas ! comment fléchir une haine implacable !')","('#medee', ""L'espoir de votre amour, la paix de vos états, Tout dépend d'immoler cette grande victime. Contre un rival heureux faut-il qu'on vous anime ? La vengeance a bien des appas, Est-ce trop la payer s'il vous en coûte un crime ?"")",0.61,Substitution
360,"('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")",,1.0,Insertion
361,"('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")","('#le-roi', ""Je n'ai rien fait jusqu'à ce jour Qui puisse ternir ma mémoire ; Si près de mon tombeau faut-il trahir ma gloire ? Ne vaudrait-il pas mieux étouffer mon amour ?"")",0.3,Substitution
362,"('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")","('#medee', ""Vous avez un fils à Trézene, Il faudra toujours l'éloigner : Votre peuple pour lui n'aura que de la haine, Il adore Thésée, il veut le voir régner. Laisserez-vous un fils sans nom, et sans empire, Tandis qu'un étranger jouira de son sort, Et peut-être osera s'assurer par sa mort..."")",0.55,Substitution
363,"('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')",,1.0,Insertion
364,"('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')","('#le-roi', ""Je cède aux sentiments que la nature inspire, Je me rends, l'amour seul n'était pas assez fort."")",0.53,Substitution
365,"('#io', ""N'importe en ma faveur soyez toujours sensible."")",,1.0,Insertion
366,"('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")","('#medee #le-roi', ""Que la vengeance A d'attraits pour des cours jaloux ! N'épargnons point qui nous offense, Vengeons-nous, vengeons-nous, L'amour même, n'est pas plus doux Que la vengeance."")",0.08,Substitution
367,"('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")","('#medee #le-roi', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",1.26,Substitution
368,"('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")","('#choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.81,Substitution
369,,"('#medee #le-roi', 'Recevez la récompence De votre constance.')",1.0,Deletion
370,"('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")","('#le-choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.6,Substitution
371,"('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")","('#le-roi', ""Oublions le passé, ma colère est finie ; Puisqu'Athènes le veut je consens qu'après moi Ce héros soit un jour son légitime roi. Commençons la cérémonie. Qu'on apprenne à servir Thésée en souverain. Prenez ce vase de ma main."")",1.22,Substitution
372,"('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")",,1.0,Insertion
373,"('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")","('#thesee', ""Je jure sur ce fer qui m'a comblé de gloire, Que je vous servirai contre vos ennemis, Et que vous n'aurez point de sujet plus soumis... Le roi considère avec étonnement l'épée de Thésée, et la reconnaît pour être celle qu'il a laissée pour servir un jour à la reconnaissance de son fils. "")",0.54,Substitution
374,"('#io', 'Ah ! Laissez moi mourir.')","('#le-roi', ""Que vois-je ? Quelle épée ! Ah qui l'aurait pu croire ! Ô ciel ! J'allais perdre mon fils ! J'avais laissé ce fer pour ta reconnaissance, Mon fils, ah mon cher fils, où nous exposais-tu ?"")",1.49,Substitution
375,"('#junon', 'Prenez soin de la secourir.')",,1.0,Insertion
376,"('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")",,1.0,Insertion
377,"('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")","('#thesee', ""Ce fer eût dans mes mains trahi votre espérance En vous montrant un fils qui n'eut point combattu, Sans prendre aucun secours d'une illustre naissance Je voulais éprouver jusqu'où va la vertu. Médée s'enfuit voyant Thésée reconnu par son père."")",0.6,Substitution
378,"('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")","('#le-roi', ""Ah ! Perfide Médée ! ... elle fuit l'inhumaine, Qu'on la poursuive, allez, ne la respectez plus ; Mais la poursuite en sera vaine, Elle sait des chemins qui nous sont inconnus !"")",1.43,Substitution
379,"('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')","('#thesee', ""C'est assez d'éviter sa haine ; Soyons heureux, Seigneur : Notre parfait bonheur Suffira pour sa peine."")",1.28,Substitution
380,"('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")","('#le-roi #thesee #aegle', 'Notre parfait bonheur Suffira pour sa peine.')",1.62,Substitution
381,"('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")","('#le-roi', ""Je suis charmé de vos appas, Je ne m'en défends pas, Trop aimable AEglé, je vous aime ; Mais je veux être heureux dans un autre moi-même ; Mon rival m'est trop cher pour en être jaloux, Je reconnais mon fils à son amour extrême, C'est le sort de mon sang de s'enflammer pour vous. Que l'hymen prépare Des noeuds pleins d'attraits Soyez unis à jamais, Que l'amour répare Tous les maux qu'il vous a faits Soyez unis à jamais."")",0.54,Substitution
382,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
383,"('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")","('#thesee #aegle', 'Les plus belles chaînes Coûtent des soupirs ; Il faut passer par les peines Pour arriver aux plaisirs.')",1.26,Substitution
384,,"('#le-roi #cleone #arcas', ""Que l'hymen prépare Des noeuds pleins d'attraits."")",1.0,Deletion
385,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
386,,"('#le-roi #cleone #arcas', ""Que l'amour répare Tous les maux qu'il vous a faits."")",1.0,Deletion
387,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
388,"('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")","('#medee', ""Vous n'êtes pas encor délivrés de ma rage : Je n'ai point préparé la pompe de ces lieux Pour servir au bonheur d'un amour qui m'outrage ; Je veux que les enfers détruisent mon ouvrage, C'est ainsi qu'en partant je vous fais mes adieux. Dans le temps que Médée fuit, le palais paraît embrasé, et les mets du festin préparé se convertissent en des animaux horribles."")",0.03,Substitution
389,"('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")","('#le-choeur', ""Secourez-nous, justes dieux ! Quelle flamme épouvantable ! Quels ennemis furieux ! Secourez-nous, justes dieux ! Une mort inévitable S'offre partout à nos yeux ! Secourez-nous, justes dieux !"")",0.81,Substitution
390,,"('#minerve', ""Le ciel veut écarter tout ce qui peut vous nuire : Voyez par mon pouvoir élever à l'instant Un palais éclatant Que l'enfer n'osera détruire."")",1.0,Deletion
391,"('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')","('#minerve #divinites', 'Vivez, vivez contents dans ces aimables lieux.')",1.06,Substitution
392,"('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")","('#le-choeur', 'Vivons, vivons contents dans ces aimables lieux.')",1.29,Substitution
393,"('#choeur #divinites', 'La céleste Cour vous appelle')","('#minerve #les-choeurs', ""Bienheureux qui peut naître Sous un règne si glorieux ! Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux. Un roi digne de l'être Est le don le plus grand des cieux. Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux."")",1.97,Substitution
394,"('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")","('#arcas #cleone', ""Le plus sage S'enflamme, et s'engage, Sans savoir comment, La fierté se dément, Le cour le plus sauvage Soupire aisément Dans un fatal moment. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Contre un mal si doux, et si charmant Le plus grand courage Combat faiblement. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Quel dommage, Si l'on ne ménage Les moments heureux ! Formons d'aimables noeuds ; Faisons un doux usage Du temps où les jeux Suivront partout nos voeux. Quel dommage Si l'on ne ménage Les moments heureux ! Qui n'est point dans l'empire amoureux N'aura pour partage Que des soins fâcheux. Quel dommage Si l'on ne ménage Les moments heureux !"")",1.0,Substitution
