cubieres-palmezeaux-mort-de-moliere-3a,cubieres-palmezeaux-mort-de-moliere-4a,Score
"('#le-docteur', ""Je suis, vous le savez, un ami de Molière, Et, quoique Médecin, j'ai souvent le bonheur De le voir, de l'entendre."")","('#le-docteur', ""Je suis, vous le savez, un ami de Molière,  Et, quoique médecin, j'ai souvent le bonheur  De le voir, de l'entendre. "")",0.9923001527786255
"('#isabelle', ""Ah ! Monsieur le Docteur, Qu'à propos vous venez ! Une toux obstinée L'a fait beaucoup souffrir toute la matinée. Il faudrait lui donner quelque ordonnance."")","('#isabelle', ""Ah ! Monsieur le docteur,  Qu'à propos vous venez ! Une toux obstinée  L'a fait beaucoup souffrir toute la matinée.  Il faudrait lui donner quelque ordonnance. "")",0.9960602521896362
"('#le-docteur', ""Moi ! Je m'en garderai bien : il rirait trop, ma foi, Si je voulais droguer sa poitrine oppressée. Un semblable projet est loin de ma pensée. Son état cependant m'alarme. Si j'en crois Votre mère qui sort à l'instant de chez moi, Sa vie est en danger : des symptômes funestes, Depuis deux ou trois mois en menacent les restes. Je voudrais le sauver ; que dis-je ? Il est certain Que, s'il refuse encor de voir un médecin, C'est un homme perdu."")","('#le-docteur', ""Moi !  Je m'en garderai bien : il rirait trop, ma foi,  Si je voulais droguer sa poitrine oppressée.  Un semblable projet est loin de ma pensée.  Son état, cependant, m'alarme. Si j'en crois  Votre mère, qui sort à l'instant de chez moi,  Sa vie est en danger : des symptômes funestes,  Depuis deux ou trois mois en menacent les restes.  Je voudrais le sauver ; que dis-je ? il est certain  Que, s'il refuse encore de voir un médecin,  C'est un homme perdu. "")",0.9919945001602173
"('#isabelle', ""Vous l'entendez ?"")","('#isabelle', ""Vous l'entendez ? "")",1.0
"('#le-docteur', ""Je tremble Qu'il ne rentre à l'instant et ne nous voie ensemble. Il croirait que je viens ici pour le guérir. Assurez-le donc bien qu'il s'expose à périr, Si d'Argan, en ce jour, il veut jouer le rôle. J'ai lu dans Galien et la moderne école De Salerne... Qu'entends-je ? Il arrive en toussant. Donnez-lui cet avis ; il est intéressant."")","('#le-docteur', ""Je tremble  Qu'il ne rentre à l'instant et ne nous voie ensemble ;  Il croirait que je viens ici pour le guérir.  Assurez-le donc bien qu'il s'expose à périr,  Si d'Argan, en ce jour, il veut jouer le rôle.  J'ai lu dans Galien et la moderne école  De Salerne... Qu'entends-je ? Il arrive en toussant.  Donnez-lui cet avis, il est intéressant. il sort."")",0.9915500283241272
"('#moliere', ""Mondorge part content, et je le suis moi-même. J'ai rempli mon devoir envers l'ami que j'aime. Mais un autre me reste. Avez-vous répété ?"")","('#moliere', ""Mondorge part content, et je le suis moi-même.  J'ai rempli mon devoir envers l'ami que j'aime ; Mais un autre me reste. Avez-vous répété ? "")",0.9846687316894531
"('#isabelle', 'Oui, mon père.')","('#isabelle', 'Oui, mon père. ')",1.0
"('#moliere', 'Baron est encor affecté De quelque grand chagrin.')","('#moliere', 'Baron est encore affecté  De quelque grand chagrin. ')",0.9343661069869995
"('#baron', ""Ô mon ami ! Mon maître Pourrais-je m'empêcher de le faire paraître. Je tremble pour vos jours. Vous savez que d'Argan Le rôle est difficile et surtout fatigant, Et vous vous disposez à le jouer !"")","('#baron', ""Ô mon ami ! Mon maître ! Pourrais-je m'empêcher de le faire paraître ? Je tremble pour vos jours. Vous savez que d'Argan  Le rôle est difficile et surtout fatigant,  Et vous vous disposez à le jouer ! "")",0.9862184524536133
"('#moliere', ""Sans doute. Quand on fait son devoir, qu'est-ce que l'on redoute ? Le devoir avant tout."")","('#moliere', ""Sans doute.  Quand on fait son devoir, qu'est-ce que l'on redoute ?  Le devoir avant tout. "")",0.9999998807907104
"('#baron', ""Votre devoir n'est pas D'affronter la douleur, d'insulter au trépas ; Par de travaux nombreux la source de la vie, Se montrant, chaque jour, en vous plus affaiblie Semble vous commander un utile repos."")","('#baron', ""Votre devoir n'est pas  D'affronter la douleur, d'insulter au trépas. Par de travaux nombreux la source de la vie,  Se montrant chaque jour en vous plus affaiblie,  Semble vous commander un utile repos. "")",0.9852780103683472
"('#moliere', ""Lorsqu'on a quelque droit à des lauriers nouveaux, Et qu'on n'est pas encor au bout de sa carrière, On pourrait lâchement retourner en arrière ! Non, non ; je ne suis point de ces faibles esprits Qu'apaise un peu de gloire obtenue à vil prix. La gloire est une soif qui toujours me dévore, Et je voudrais mourant m'en abreuver encore. Ce n'est pas que je tende au puéril honneur D'être partout cité comme un sublime auteur. Non, je veux méprisant une vaine fumée, Devoir à la vertu toute ma renommée. D'ailleurs, mes chers enfants, ensemble nous jouerons ! Vous serez près de moi : qu'ai-je à craindre ? Partons."")","('#moliere', ""Lorsqu'on a quelques droits à des lauriers nouveaux,  Et qu'on n'est pas encore au bout de sa carrière,  On pourrait lâchement retourner en arrière ? Non, non ; je ne suis point de ces faibles esprits  Qu'apaise un peu de gloire obtenue à vil prix : La gloire est une soif qui toujours me dévore,  Et je voudrais, mourant, m'en abreuver encore.  Ce n'est pas que je tende au puéril honneur  D'être partout cité comme un sublime auteur : Non. Je veux, méprisant une vaine fumée,  Devoir à la vertu toute ma renommée.  D'ailleurs, mes chers enfants, ensemble nous jouerons ! Vous serez près de moi ; qu'ai-je à craindre ? Partons. "")",0.9719486236572266
"('#chapelle', 'Non, non ; vous resterez.')","('#chapelle', 'Non, non, vous resterez. ')",0.9830005764961243
"('#moliere', 'Oh ! Quel nouveau supplice !')","('#moliere', 'Oh ! Quel nouveau supplice ! ')",1.0000001192092896
"('#chapelle', ""Lorsque vous répétiez, caché dans la coulisse, Je vous ai vu tantôt sur vos genoux tremblants Vous soutenir à peine, et même, en ces instants Vous ne m'annoncez pas une santé bien forte. Vous avez l'air souffrant."")","('#chapelle', ""Lorsque vous répétiez, caché dans la coulisse,  Je vous ai vu, tantôt, sur vos genoux tremblants  Vous soutenir à peine ; et même en ces instants, Vous ne m'annoncez pas une santé bien forte.  Vous avez l'air souffrant. "")",0.9808797836303711
"('#moliere', ""Morbleu ! Que vous importe ? Si je souffre, tant mieux. De quoi vous mêlez-vous ? Voulez-vous qu'à la fin, je me mette en courroux ? Aisément pour cela ma force se ranime."")","('#moliere', ""Morbleu ! Que vous importe ?  Si je souffre, tant mieux. De quoi vous mêlez-vous ?  Voulez-vous, qu'à la fin je me mette en courroux ?  Aisément, pour cela, ma force se ranime. "")",0.9935716390609741
"('#chapelle', ""C'est moi qui vous ai fait quitter votre régime : Votre femme tantôt me l'a dit aigrement, Et s'il vous arrivait quelque triste accident, On m'en accuserait. Dans sa douleur mortelle, Chacun de vos amis s'en prendrait à Chapelle, Et quoique je ne sois rien moins que médecin, Chacun verrait en moi peut-être un assassin : On dirait hautement, il a tué Molière, Pour l'avoir obligé de vivre à sa manière Chacun me maudirait ; et vous ne voulez pas Qu'ici vous retenant !..."")","('#chapelle', ""C'est moi qui vous ai fait quitter votre régime : Votre femme, tantôt, me l'a dit aigrement ; Et s'il vous arrivait quelque triste accident,  On m'en accuserait. Dans sa douleur mortelle,  Chacun de vos amis s'en prendrait à Chapelle ; Et quoique je ne sois rien moins que médecin,  Chacun me blâmerait ; le monde est si malin ! On dirait hautement : il a tué Molière,  Pour l'avoir obligé de vivre à sa manière. Chacun me maudirait ; et vous ne voulez pas  Qu'ici vous retenant... "")",0.9302446842193604
"('#moliere', ""Eh bien ! Entre mes bras Jetez-vous, mon ami. Si le Ciel l'abandonne, Et s'il meurt aujourd'hui, Molière vous pardonne ; Mais je ne mourrai point. Dissipez votre effroi : Le Ciel n'est point injuste ; il veillera sur moi."")","('#moliere', ""Eh bien ! Entre mes bras  Jetez-vous, mon ami. Si le ciel l'abandonne,  Et s'il meurt aujourd'hui, Molière vous pardonne ;  Mais je ne mourrai point. Dissipez votre effroi :  Le ciel n'est point injuste ; il veillera sur moi. Vous, qui de la raison entendez le langage,  Loin de vouloir l'éteindre, enflammez mon courage ; Je dois, par mes travaux, soutenir mes acteurs, Faire trembler le vice et réformer les mours."")",0.8344007730484009
"('#chapelle', ""Il compte vainement se soustraire à mon zèle. Suivons ses pas, volons où l'amitié m'appelle."")","('#chapelle', ""Quelle verve ! Quel feu presqu'au bord de la tombe. À ses travaux, pourtant, je crains qu'il ne succombe, Je veux, pour son salut, ne rien faire à demi ; Le plus fameux docteur en sait moins qu'un ami."")",0.3721981644630432
"('#chapelle', ""Laforêt ! Laforêt ! Où donc est cette fille ? Quel désespoir pour elle et toute la famille ! Entrant sur la scène avec l'air effrayé et appelant."")","('#chapelle', 'Laforêt ! Laforêt ! Où donc est cette fille ?  Quel désespoir pour elle et toute la famille ! ')",0.8303231596946716
"('#laforet', 'Vous avez appelé, je crois.')","('#laforet', 'Vous avez appelé, je crois. ')",1.0
"('#chapelle', ""Certainement. Je viens d'être témoin d'un triste événement, Molière était malade, et, malgré nos instances, Il a voulu jouer."")","('#chapelle', ""Certainement.  Je viens d'être témoin d'un triste événement ;  Molière était malade, et malgré nos instances,  Il a voulu jouer. "")",0.9944413900375366
"('#laforet', ""Je sommes dans les transes. Ah ! Monsieur, j'ons bien peur qu'il ne se trouve mal."")","('#laforet', ""Je sommes dans les transes.  Ah ! Monsieur, j'ons bien peur qu'il ne se trouve mal. "")",1.0000001192092896
"('#chapelle', 'Votre crainte est fondée : en ce moment fatal, Il est dans un état !...')","('#chapelle', 'Votre crainte est fondée : en ce moment fatal,  Il est dans un état !... ')",0.9999997615814209
"('#laforet', ""Ah ! Notre pauvre maître ! J'allons le secourir."")","('#laforet', ""Ah ! Notre pauvre maître !  J'allons le secourir. "")",0.9999996423721313
"('#chapelle', 'Il va bientôt paraître. Restez ; il est conduit par sa fille et Baron, Et peut avoir besoin de vous dans la maison.')","('#chapelle', 'Il va bientôt paraître.  Restez ; il est conduit par sa fille et Baron,  Et peut avoir besoin de vous dans la maison. ')",0.9999998807907104
"('#laforet', ""Et d'où vient son désastre ?"")","('#laforet', ""Et d'où vient son désastre ? "")",1.0000001192092896
"('#chapelle', ""À la fin de la pièce, Je l'ai vu pâle et prêt à tomber en faiblesse En prononçant Juro : dès lors il aurait dû De la scène sortir, et laisser suspendu Un divertissement à sa santé funeste ; Mais, malgré ses douleurs, il continue, il reste : Pour cacher sa souffrance au public assemblé, Il redouble d'efforts, et bientôt accablé, Quand la toile est baissée, il chancelle, il succombe : J'accours, et sans vigueur entre mes bras il tombe, En proie à des tourments qu'on ne peut apaiser : Un crachement de sang finit par l'épuiser ; Mais j'entends quelque bruit... En ces lieux on l'amène. Un fauteuil ? Des coussins ?... Comme il marche avec peine ! Laforêt va chercher un fauteuil et des coussins qu'elle place au milieu du théâtre, et durant la scène suivante, elle ne cesse de roder autour de Molière, et d'exprimer par une pantomime naïve et animée la douleur que lui cause son état)."")","('#chapelle', ""À la fin de la pièce,  Je l'ai vu pâle et prêt à tomber en faiblesse  En prononçant Juro : dès lors il aurait dû  De la scène sortir, et laisser suspendu  Un divertissement à sa santé funeste ;  Mais, malgré ses douleurs, il continue, il reste :  Pour cacher sa souffrance au public assemblé,  Il redouble d'efforts, et bientôt accablé,  Quand la toile est baissée, il chancelle, il succombe :  J'accours, et sans vigueur entre mes bras il tombe ;  En proie à des douleurs qu'on ne peut apaiser :  Un crachement de sang finit par l'épuiser. Mais, j'entends quelque bruit... en ces lieux on l'amène.  Un fauteuil ! Des coussins. Comme il marche avec peine !  Laforêt va chercher un fauteuil et des coussins qu'elle place au milieu du théâtre, et durant la scène suivante, elle ne cesse de roder autour de Molière, exprimant par une pantomime naïve et animée la douleur que lui cause son état."")",0.9927329421043396
"('#moliere', ""Ô combien de vos soins je suis reconnaissant ! Ma fille, la douleur, sous son bras tout puissant, Vient de courber ma tête. Un intérêt si tendre, Le plaisir de vous voir, celui de vous entendre, Tout fait rentrer l'espoir dans mon coeur alarmé. Pour vous aimer encor, je me sens ranimé. Mais où donc est Chapelle ? Ah ! pardon, ma paupière Ne peut que par degrés s'ouvrir à la lumière. Pardon, mon cher ami, je ne vous voyais pas... Et ma femme en ces lieux n'a point porté ses pas ? Il l'aperçoit."")","('#moliere', ""Ô combien de vos soins je suis reconnaissant !  Ma fille, la douleur, sous son bras tout-puissant,  Vient de courber ma tête. Un intérêt si tendre,  Le plaisir de vous voir, celui de vous entendre,  Tout fait rentrer l'espoir dans mon coeur alarmé.  Pour vous aimer encore, je me sens ranimé.  Mais où donc est Chapelle ?  Ah ! Pardon, ma paupière Ne peut que par degrés s'ouvrir à la lumière.  Pardon, mon cher ami, je ne vous voyais pas...  Et ma femme, en ces lieux, n'a point porté ses pas ?  Il l'aperçoit."")",0.98880535364151
"('#chapelle', ""Elle n'est point encor rentrée."")","('#chapelle', ""Elle n'est pas encore rentrée. "")",0.7732285261154175
"('#moliere', ""Ah ! puisse-t-elle Ignorer mes tourments ! Dans l'excès de son zèle Elle m'accablerait de reproches. Je veux Épargner, s'il se peut, des chagrins à tous deux. D'ailleurs mon accident n'a rien que je redoute, Et sur ma guérison je ne suis plus en doute. De vos soins, mes amis, elle sera l'effet. Mais qui frappe si fort ? Vois un peu Laforêt. Oui, j'espère demain remonter sur la scène : Ma force est revenue, et j'ai la tête saine. On heurte à la porte. D'une voix plus forte."")","('#moliere', ""Ah ! Puisse-t-elle  Ignorer mes tourments ! Dans l'excès de son zèle  Elle m'accablerait de reproches. Je veux  Épargner, s'il se peut, des chagrins à tous deux.  D'ailleurs, mon accident n'a rien que je redoute,  Et sur ma guérison je ne suis plus en doute : De vos soins, mes amis, elle sera l'effet. Mais, qui frappe si fort ? Vois un peu, Laforêt.  Oui, j'espère demain remonter sur la scène :  Ma force est revenue, et ma tête est plus saine.  On heurte à la porte. D'une voix plus assurée."")",0.9857309460639954
"('#laforet', 'Laisserez vous entrer le Docteur Mauvilain ?')","('#laforet', 'Laisserez vous entrer le Docteur Mauvillain ? ')",0.8223174810409546
"('#moliere', ""Qu'il entre comme ami, non comme Médecin."")","('#moliere', ""Qu'il entre comme ami, non comme médecin. "")",0.9512287378311157
"('#le-docteur', ""Ma visite n'a pas le bonheur de vous plaire ; Je le soupçonne au moins. À mon art salutaire Molière n'a voulu jamais ajouter foi."")","('#le-docteur', ""Ma visite n'a pas le bonheur de vous plaire ;  Je le soupçonne, au moins. À mon art salutaire  Molière n'a voulu jamais ajouter foi. "")",0.9941102266311646
"('#moliere', ""Le grand art d'Hippocrate est sans pouvoir sur moi, J'en conviens ; mais toujours à l'amitié fidèle, Mon plaisir le plus doux fut de vivre pour elle. Dites moi donc comment vous vous portez."")","('#moliere', ""Le grand art d'Hippocrate est sans pouvoir sur moi,  J'en conviens ; mais toujours à l'amitié fidèle,  Mon plaisir le plus doux fut de vivre pour elle.  Dites moi donc comment vous vous portez. "")",0.9999998807907104
"('#le-docteur', 'Fort bien.')","('#le-docteur', 'Fort bien. ')",1.0
"('#moliere', 'Vos enfants, votre femme ?')","('#moliere', 'Vos enfants, votre femme ? ')",1.0
"('#le-docteur', 'À merveille : je viens...')","('#le-docteur', ""À merveille : je viens...  Le médecin, pendant cette scène, cherche toujours à tâter le pouls de Molière, et Molière l'esquive toujours."")",0.16300895810127258
"('#moliere', 'Vous aviez un procès de grande conséquence. Quand le jugera-t-on ?')","('#moliere', 'Vous aviez un procès de grande conséquence.  Quand le jugera-t-on ? ')",0.9999998807907104
"('#le-docteur', 'La prochaine séance. Il faudrait...')","('#le-docteur', 'La prochaine séance.  Il faudrait...')",1.0000001192092896
"('#moliere', 'Votre fille est aimable. Un époux Lui conviendrait je crois, vous en occupez-vous ?')","('#moliere', 'Votre fille est aimable : un époux  Lui conviendrait, je crois ; vous en occupez-vous ? ')",0.9796081185340881
"('#le-docteur', ""Oui ; mais un autre objet auprès de vous m'attire. Souffrez que mes conseils... Quoi ! je vous vois sourire ! Molière, il n'est plus temps de plaisanter sur nous."")","('#le-docteur', ""Oui ; mais un autre objet auprès de vous m'attire.  Souffrez que mes conseils... Quoi ! Je vous vois sourire !  Molière, il n'est plus temps de plaisanter sur nous."")",0.9984666705131531
"('#moliere', ""Ah ! Nous sommes perdus, s'il se met en courroux. Rien n'est plus dangereux qu'un docteur en colère."")","('#moliere', ""Ah ! Nous sommes perdus, s'il se met en courroux.  Rien n'est plus dangereux qu'un docteur en colère. "")",0.9999998807907104
"('#le-docteur', 'Fort bien ; à mes dépens cherchez à vous distraire. Dans ce joyeux projet je vous ai secondé ; Vous en souvenez-vous ? Par ma science aidé Vous avez employé nos bizarres formules Et des mots qui souvent nous rendent ridicules, Mais vous vous portiez bien, et je vous vois souffrir Raillez-moi donc ; et moi, je viens pour vous guérir.')","('#le-docteur', 'Fort bien ; à mes dépens cherchez à vous distraire ; Dans ce joyeux projet je vous ai secondé ;  Vous en souvenez-vous ? Par ma science aidé  Vous avez employé nos bizarres formules, Et des mots qui souvent nous rendent ridicules : Mais vous vous portiez bien, et je vous vois souffrir ; Raillez-moi donc ; et moi, je viens pour vous guérir. ')",0.9859468340873718
"('#isabelle', 'Son zèle doit vous plaire.')","('#isabelle', 'Son zèle doit vous plaire. ')",1.000000238418579
"('#moliere', ""Oui, j'aime sa franchise. Me guérir ! Et comment ? Au Docteur."")","('#moliere', ""Oui, j'aime sa franchise.  Me guérir ! Et comment ?  Au docteur."")",0.985916256904602
"('#le-docteur', 'Il faudrait sans remise Vous saigner, vous purger.')","('#le-docteur', 'Il faudrait, sans remise,  Vous saigner, vous purger. ')",0.9156632423400879
"('#moliere', 'Saignaré, purgaré.')","('#moliere', 'Saignaré, purgaré. ')",0.9999998807907104
"('#le-docteur', 'Prendre au moins un remède.')","('#le-docteur', 'Prendre au moins un remède. ')",1.0
"('#moliere', ""Et clistérisaré. À merveille, Docteur ! l'ordonnance est hardie. Est-ce que nous jouons encor la Comédie ? Et faites-vous ici le rôle de Purgon ? Vous y réussirez ; vous prenez son jargon, Et même, en ce moment, vous avez sa figure : Vous la représentez, ma foi ! d'après nature."")","('#moliere', ""Et clistérisaré.  À merveille, docteur ! L'ordonnance est hardie.  Est-ce que nous jouons encore la comédie?  Et faites-vous ici le rôle de Purgon?  Vous y réussirez ; vous prenez son jargon,  Et même, en ce moment, vous avez sa figure :  Vous le représentez, ma foi ! D'après nature. "")",0.9713489413261414
"('#le-docteur', ""Ah ! Quel homme ! Il voit peu son extrême danger. Quel plaisir trouvez-vous à me faire enrager ? Molière, je vous aime, et sur ce qui vous touche Vous essayez en vain de me fermer la bouche. Riez, si vous voulez, encor de mon sermon. La région du foie et celle du poumon Est chez vous attaquée, et j'ai tout lieu de craindre... Haut, avec impatience et le plus vif intérêt."")","('#le-docteur', ""Ah ! Quel homme ! Il voit peu son extrême danger.  Quel plaisir trouvez-vous à me faire enrager ?  Molière, je vous aime, et sur ce qui vous touche, Vous essayez en vain de me fermer la bouche.  Riez si vous voulez encore de mon sermon.  La région du foie et celle du poumon  Est chez vous attaquée, et j'ai tout lieu de craindre... Haut, avec impatience, et le plus vif intérêt."")",0.9962038993835449
"('#moliere', ""Eh bien mon cher Docteur, il n'est plus temps de feindre. Vous savez ce qu'un jour je répondis au Roi Qui me parlait de vous. Je suis de bonne foi, Et, sans y rien changer, je vais vous le redire : Suivez vous ses avis ? Non, répliquai-je, Sire Et je guéris toujours. Je pense qu'aujourd'hui Il en sera de même. Un doux espoir m'a lui Dès que j'ai vu ma fille, Et ce cher camarade S'intéresser à moi. Puis-je être encor malade ? De tout ce qui m'est cher, je me vois entouré. C'est le coeur qui fait vivre, et par lui je vivrai. Montrant Baron."")","('#moliere', ""Eh bien mon cher docteur, il n'est plus temps de feindre.  Vous savez ce qu'un jour je répondis au roi  Qui me parlait de vous. Je suis de bonne foi,  Et, sans y rien changer, je vais vous le redire :  « Suivez vous ses avis? -Non, répliquai-je, sire ; Et je guéris toujours ». Je pense qu'aujourd'hui  Il en sera de même. Un doux espoir m'a lui  Dès que j'ai vu ma fille, et ce cher camarade  S'intéresser à moi. Puis-je être encore malade ?  De tout ce qui m'est cher, je me vois entouré.  C'est le coeur qui fait vivre, et par lui je vivrai.  Montrant Baron."")",0.9811294674873352
"('#le-docteur', 'Je le désire. Au moins daignez, mon cher Molière, Souffrir que je vous fasse encore une prière. Le grand air peut vous nuire : il faudrait promptement Aller vous renfermer dans votre appartement, Et là...')","('#le-docteur', 'Je le désire. Au moins daignez, mon cher Molière,  Souffrir que je vous fasse encore une prière.  Le grand air peut vous nuire : il faudrait promptement  Aller vous renfermer dans votre appartement,  Et là...')",0.9999999403953552
"('#moliere', ""C'est bien parler, et pour le coup je pense Qu'enfin il vous échappe une bonne ordonnance. Conduisez-moi, ma fille, et vous, mon cher Baron, Restez pour recevoir ma femme : il serait bon De lui cacher l'état où son époux se trouve. Malgré son humeur brusque, elle m'aime, et j'éprouve Un chagrin si réel, quand je la vois souffrir, Qu'à ses yeux maintenant je craindrais de m'offrir."")","('#moliere', ""C'est bien parler ; et pour le coup je pense  Qu'enfin il vous échappe une bonne ordonnance.  Conduisez-moi, ma fille ; et vous, mon cher Baron,  Restez pour recevoir ma femme : il serait bon  De lui cacher l'état où son époux se trouve.  Malgré son humeur brusque, elle m'aime, et j'éprouve  Un chagrin si réel, quand je la vois souffrir,  Qu'à ses yeux, maintenant, je craindrais de m'offrir.  Je suis peu loin, je crois, de mon heure dernière ; Imitons le soleil au bout de sa carrière ; Lançons des traits plus vifs : aux pâles envieux Que mon dernier regard fasse baisser les yeux. Molière sort, conduit par sa fille et Chapelle. Le docteur et Laforêt les suivent d'un peu loin."")",0.9389041066169739
"('#baron', 'À vos moindres désirs vous me verrez souscrire.')","('#moliere', ""C'est bien parler ; et pour le coup je pense  Qu'enfin il vous échappe une bonne ordonnance.  Conduisez-moi, ma fille ; et vous, mon cher Baron,  Restez pour recevoir ma femme : il serait bon  De lui cacher l'état où son époux se trouve.  Malgré son humeur brusque, elle m'aime, et j'éprouve  Un chagrin si réel, quand je la vois souffrir,  Qu'à ses yeux, maintenant, je craindrais de m'offrir.  Je suis peu loin, je crois, de mon heure dernière ; Imitons le soleil au bout de sa carrière ; Lançons des traits plus vifs : aux pâles envieux Que mon dernier regard fasse baisser les yeux. Molière sort, conduit par sa fille et Chapelle. Le docteur et Laforêt les suivent d'un peu loin."")",1.0
"('#chapelle', ""Pour nous, suivons ses pas, et, quoiqu'il puisse dire, Allons lui prodiguer nos utiles secours Et tâchons, malgré lui, de prolonger ses jours. Molière sort conduit par sa fille et Chapelle. Laforêt et le Docteur les suivent d'un peu loin."")","('#moliere', ""C'est bien parler ; et pour le coup je pense  Qu'enfin il vous échappe une bonne ordonnance.  Conduisez-moi, ma fille ; et vous, mon cher Baron,  Restez pour recevoir ma femme : il serait bon  De lui cacher l'état où son époux se trouve.  Malgré son humeur brusque, elle m'aime, et j'éprouve  Un chagrin si réel, quand je la vois souffrir,  Qu'à ses yeux, maintenant, je craindrais de m'offrir.  Je suis peu loin, je crois, de mon heure dernière ; Imitons le soleil au bout de sa carrière ; Lançons des traits plus vifs : aux pâles envieux Que mon dernier regard fasse baisser les yeux. Molière sort, conduit par sa fille et Chapelle. Le docteur et Laforêt les suivent d'un peu loin."")",1.0
"('#baron', ""Molière jusqu'au bout garde son caractère. Il hait les Médecins, et quand leur ministère Pourrait de ses douleurs alléger le fardeau, Il les plaisante même aux portes du tombeau. Il voit sans s'émouvoir la fin de sa carrière."")","('#baron', ""Molière, jusqu'au bout, garde son caractère : Il hait les médecins ; et quand leur ministère  Pourrait de ses douleurs alléger le fardeau,  Il les plaisante, même aux portes du tombeau.  Il voit sans s'émouvoir la fin de sa carrière. "")",0.9375278949737549
"('#le-domestique', 'Monsieur de Montausier, inquiet sur Molière, Vient ici pour le voir.')","('#le-domestique', 'Monsieur de Montausier, inquiet sur Molière,  Vient ici pour le voir. ')",1.0000001192092896
"('#baron', ""Monsieur de Montausier ! Qu'il sera doux pour moi de le remercier. Il est si vertueux ! Montausier est un homme Tel qu'on en vit jadis aux beaux siècles de Rome."")","('#baron', ""Monsieur de Montausier !  Qu'il sera doux pour moi de le remercier ! C'est un républicain ; lorsqu'il vient au théâtre, C'est pour les vieux romains, dont il est idolâtre ; Ennemi des flatteurs, avec vivacité, À la Cour du monarque il dit la vérité. Ami de tous les arts, au goût toujours fidèle, De talents, de vertus c'est un vivant modèle."")",0.7004945278167725
"('#montausier', ""De Molière toujours j'estimai les talents, Et la plus juste crainte a passé dans mes sens, Lorsqu'une toux funeste, à la fin de son rôle, A failli tout-à-coup lui couper la parole. Comment va-t-il ? Ici, moi-même, exprès je viens Pour le savoir."")","('#montausier', ""De Molière, toujours, j'estimai les talents,  Et la plus juste crainte a passé dans mes sens,  Lorsqu'une toux funeste, à la fin de son rôle,  A failli tout-à-coup lui couper la parole.  Comment va-t-il ? Ici, moi-même, exprès je viens  Pour le savoir. "")",0.9896174669265747
"('#baron', 'Hélas ! Il ne va pas trop bien :')","('#baron', 'Hélas ! Il ne va pas trop bien.')",0.972265362739563
"('#montausier', ""Tant pis ! Est-ce qu'il est en danger de la vie ?"")","('#montausier', ""Tant pis ! Est-ce qu'il est en danger de la vie ? "")",1.0000001192092896
"('#baron', ""Nous le craignons : sa force est presque anéantie. Heureusement pour lui qu'il ne voit point son mal, Et qu'il marche, en riant, sur l'abîme fatal."")","('#baron', ""Nous le craignons : sa force est presque anéantie.  Heureusement pour lui qu'il ne voit point son mal,  Et qu'il marche, en riant, sur l'abîme fatal. "")",1.0
"('#montausier', ""Ce serait pour la France une perte réelle Que la mort de Molière, et ma frayeur est telle, Qu'ici je resterai jusqu'à ce qu'on m'ait dit S'il est mieux ou plus mal."")","('#montausier', ""Ce serait pour la France une perte réelle  Que la mort de Molière, et ma frayeur est telle,  Qu'ici je resterai jusqu'à ce qu'on m'ait dit  S'il est mieux ou plus mal. "")",1.0
"('#baron', ""Vous en serez instruit Incessamment, je pense, et de la même crainte Si je ne sentais point aussi mon âme atteinte, J'irais..."")","('#baron', ""Vous en serez instruit  Incessamment, je pense, et de la même crainte  Si je ne sentais point aussi mon âme atteinte,  J'irais..."")",1.000000238418579
"('#montausier', 'Non, demeurez : respectons les douleurs Du malheureux qui souffre, et cachons-lui nos pleurs.')","('#montausier', 'Non, demeurez : respectons les douleurs  Du malheureux qui souffre, et cachons-lui nos pleurs. ')",1.0
"('#baron', 'À quel point votre coeur partage nos alarmes !')","('#baron', 'À quel point votre coeur partage nos alarmes ! ')",1.0000001192092896
"('#montausier', 'Qui plus que le génie aurait droit à mes larmes ?')","('#montausier', 'Qui, plus que le génie, aurait droit à mes larmes ? ')",0.9291010499000549
"('#pirlon', 'Comment se porte-t-il ?')","('#pirlon', 'Comment se porte-t-il ? ')",1.0
"('#baron', ""C'est vous, Monsieur Pirlon ! Ciel ! Et que venez-vous faire en cette maison ?"")","('#baron', ""C'est vous, Monsieur Pirlon !  Ciel ! Et que venez-vous faire en cette maison ? "")",1.000000238418579
"('#pirlon', ""Molière m'a jadis immolé sur la scène ; Je m'en souviens encor ; mais je n'ai point de haine. Dieu veut que l'on pardonne à tous ses ennemis ; Qu'à ses moindres devoirs on se montre soumis, Et je viens pour savoir comment va le cher homme."")","('#pirlon', ""Molière m'a jadis immolé sur la scène ;  Je m'en souviens encore, mais je n'ai point de haine.  Dieu veut que l'on pardonne à tous ses ennemis ;  Qu'à ses moindres devoirs on se montre soumis,  Et je viens pour savoir comment va le cher homme. "")",0.9912011027336121
"('#baron', 'Assez mal.')","('#baron', 'Assez mal. ')",1.0
