,quinault-comedie-sans-comedie,quinault-docteur-de-verre,Cost,Operation Type
456,"('#le-docteur', ""Cet ultime conseil est celui qu'il faut suivre, J'ai pour faire un bon choix trop peu de temps à vivre : Je suivrai donc l'hymen, Dieu du sombre Manoir, Je m'en retourne au monde, adieu jusqu'au revoir !"")","('#le-docteur', ""Cet ultime conseil est celui qu'il faut suivre. J'ai, pour faire un bon choix, trop peu de temps à vivre Je fuirai donc l'hymen, Dieu du sombre manoir Je m'en retourne au monde adieu ; jusqu'au revoir."")",0.0,Match
457,"('#panfile', ""Que l'on approche un siège, il retombe en faiblesse, Ma fille il ne faut plus croire que son mal cesse : J'aurai peine à trouver quelque parti pour vous, Que n'avez-vous Tersandre à présent pour époux : Fallait-il pour ce fol rebuter sa demande, L'intérêt me fit faire une faute si grande ; Mais le Docteur revient, écoutons ses propos."")","('#panfile', ""Que l'on approche un siège il retombe en faiblesse. Ma fille, il ne faut plus croire que son mal cesse J'aurai peine à trouver quelque parti pour vous. Que n'avez-vous Tersandre, à présent, pour époux ! Fallait-il, pour ce fol, rebuter sa demande ? L'intérêt me fit faire une faute si grande. Mais le Docteur revient ; écoutons ses propos."")",0.0,Match
458,"('#le-docteur', ""Pluton en soit loué, je suis de chair et d'os. Beau-père prétendu que Jupiter console, Cherchez un gendre ailleurs, je reprends ma parole : Le grand Dieux des Enfers dont je suis de retour, M'a donné ce conseil en me rendant le jour."")","('#le-docteur', ""Pluton en soit loué ! Je suis de chair et d'os. Beau-père prétendu, que Jupiter console, Cherchez un gendre ailleurs ; je reprends ma parole : Le grand Dieu des Enfers, dont je suis de retour, M'a donné ce conseil, en me rendant le jour."")",0.0,Match
459,"('#panfile', 'Ah changez de discours !')","('#panfile', 'Ah ! Changez de discours.')",0.0,Match
460,"('#le-docteur', ""Je comprends vos pensées, Vous désirez savoir ce qu'aux Champs_Élysées ; Où je viens de passer j'ai récemment appris."")","('#le-docteur', ""Je comprends vos pensées :  Vous désirez savoir ce qu'aux Champs-Élysées, Où je viens de passer, j'ai récemment appris."")",0.0,Match
461,"('#panfile', ""Ce n'est pas."")","('#panfile', ""Ce n'est pas..."")",0.0,Match
462,"('#le-docteur', ""Par ma foi vous en serez surpris, Plusieurs qui dans ce monde ont possédé l'Empire, Sont là dans un état qui vous ferait trop rire : Ninus l'usurpateur y racoustre des bas, Cambise le cruel vend de la mort aux rats : Xerxès le gras y vend des couennes de lard jaune, Crésus qui fut si riche, y demande l'aumône."")","('#le-docteur', ""Par ma foi ! Vous en serez surpris :  Plusieurs qui, dans ce monde, ont possédé l'Empire, Sont là dans un état qui vous ferait trop rire. Ninus l'usurpateur, y racoutre des bas ; Cambise, le cruel, vend de la mort aux rats ; Xerxès, le gras, y vent des couennes de lard jaune ; Crésus, qui fut si riche, y demande l'aumône."")",0.0,Match
463,"('#panfile', ""C'est..."")","('#panfile', ""C'est..."")",0.0,Match
464,"('#le-docteur', ""Ah ce n'est pas tout, Philippe le hâbleur Tire les cors des pieds, sans mal et sans douleur : Alexandre_le_Grand déniche des fauvettes, César le Vigilant est vendeur d'allumettes."")","('#le-docteur', ""Ah ! Ce n'est pas tout. Philippe, le hableur, Tire les cors des pieds, sans mal et sans douleur Alexandre-le-Grand déniche des fauvettes ; César, le vigilant, est vendeur d'allumettes."")",0.0,Match
465,"('#panfile', ""Ce n'est rien de cela que je voudrais savoir."")","('#panfile', ""Ce n'est rien de cela que je voudrais savoir."")",0.0,Match
466,"('#le-docteur', ""Quoi donc ? Si les savants ont là bien du pouvoir. Vous êtes curieux, il faut vous tout apprendre, Sachez donc qu'à présent le morne Anaximandre, Diogène le chien Ésope le velu, Aristote le bègue et Platon le rablu, Hérille l'affamé, le châtré Xénocrate, Épictète le gueux et le cornard Socrate, Qui n'eurent point ici grands biens ni grands honneurs, Au pays d'où je viens sont de fort grands Seigneurs. Êtes-vous satisfait ?"")","('#le-docteur', ""Quoi donc ? Si les savants ont là bien du pouvoir ? Vous êtes curieux il faut vous tout apprendre Sachez donc qu'à présent le morne Anaximandre, Diogène le chien, Ésope le velu, Aristote le bègue, et Platon le rablu, Hérille l'affamé, le châtré Xénocrate, Épictète le gueux, et le cornard Socrate, Qui n'eurent point ici grands biens ni grands honneurs, Au pays d'où je viens sont de fort grands Seigneurs. Êtes-vous satisfait ?"")",0.0,Match
467,"('#panfile', 'Vous me le pouvez rendre, En épousant ma fille et devenant mon gendre.')","('#panfile', 'Vous me le pouvez rendre, En épousant ma fille et devenant mon gendre.')",0.0,Match
468,"('#le-docteur', ""Ne vous ai-je pas dit que je n'en ferais rien, C'est l'avis de Pluton et c'est aussi le mien."")","('#le-docteur', ""Ne vous ai-je pas dit que je n'en ferais rien ? C'est l'avis de Pluton, et c'est aussi le mien."")",0.0,Match
469,"('#panfile', 'Mais.')","('#panfile', 'Mais.')",0.0,Match
470,"('#le-docteur', ""Mais Pluton l'a dit, cela vous doit suffire."")","('#le-docteur', ""Mais Pluton l'a dit ; cela vous doit suffire."")",0.0,Match
471,"('#panfile', 'Vous êtes fol Monsieur !')","('#panfile', 'Vous êtes fol, Monsieur.')",0.0,Match
472,"('#le-docteur', ""Il faut vous laisser dire, Vous avez beau vous plaindre et beau m'injurier, Je ne suis pas si fol que de me marier. Il sort."")","('#le-docteur', ""Il faut vous laisser dire ; Vous avez beau vous plaindre et beau m'injurier, Je ne suis pas si fol que de me marier. Il sort."")",0.0,Match
473,"('#panfile', 'Que ferons-nous !')","('#panfile', 'Que ferons-nous? ')",0.0,Match
474,"('#tersandre', 'Spondez votre fille à Tersandre ?')","('#tersandre', 'Spondez votre fille à Tersandre.')",0.0,Match
475,"('#panfile', ""Je l'ai traité trop mal, il n'y faut plus prétendre."")","('#panfile', ""Je l'ai traité trop mal; il n'y faut plus prétendre."")",0.0,Match
476,"('#isabelle', ""Mais s'il avait pour moi le même sentiment, Lui serais-je accordée ?"")","('#isabelle', ""Mais s'il avait pour moi le même sentiment, Lui serais-je accordée?"")",0.0,Match
477,"('#panfile', 'Avec ravissement.')","('#panfile', 'Avec ravissement.')",0.0,Match
478,"('#tersandre', 'Tersandre à vos genoux vous la demande encore ?')","('#tersandre', 'Tersandre à vos genoux vous la demande encore.')",0.0,Match
479,"('#panfile', ""Elle est à vous Tersandre, et votre amour l'honore ; Mais je suis fort surpris d'un si grand changement, Venez m'en éclaircir dans mon appartement."")","('#panfile', ""Elle est à vous, Tersandre, et votre amour l'honore. Mais je suis fort surpris d'un si grand changement ; Venez m'en éclaircir dans votre appartement."")",0.0,Match
480,"('#clorinde', ""Oui, oui, je suis Clorinde, et qui m'osera suivre, Sera bientôt content s'il est lassé de vivre."")",,1.0,Insertion
481,"('#tancrede', ""Je veux la suivre seul, que l'on n'avance pas."")",,1.0,Insertion
482,"('#clorinde', 'Qui que tu sois apprends que tu cours au trépas.')",,1.0,Insertion
483,"('#tancrede', ""Oui, ma perte est certaine, Amazone adorable ! Je sais que votre bras fut toujours indomptable ! Mais quand j'échapperais à ses coups furieux, Je n'échapperais pas aux traits de vos beaux yeux !"")",,1.0,Insertion
484,"('#clorinde', ""Qui donc es-tu, qui m'ose aborder de la sorte ?"")",,1.0,Insertion
485,"('#tancrede', ""Je suis Chrétien, Tancrède est le nom que je porte, Et suis ici venu conduit par Godefroi, Affranchir ces lieux saints d'un infidèle Roi : Deux mois peuvent encor être écoulés à peine, Depuis que dans un bois au bord d'une fontaine, Je vous trouvai sans casque et devins votre amant, Et vous vis éloigner presque au même moment. Cette nuit dans ce camp, en vous voyant paraître, À vos armes d'abord j'ai cru vous reconnaître : Et dans cette croyance à présent affermi, Je vous suis comme amant et non comme ennemi."")",,1.0,Insertion
486,"('#clorinde', ""Soit comme un ennemi, soit comme amant n'importe, Pour ces deux noms ma haine est également forte : Je n'aime que la guerre, et ce noble métier Demande à qui l'exerce un grand coeur tout entier : L'Amour est son contraire et ses molles tendresses Au coeur qui les ressent n'inspirent que faiblesses, Je hais l'amour enfin et détestant sa loi, Un amant est toujours un Ennemi pour moi ?"")",,1.0,Insertion
487,"('#tancrede', ""L'Amour n'est qu'une ardeur simple de sa nature, Son objet seulement la souille, ou la rend pure. L'objet de mon amour est noble autant que doux, J'aime enfin le Mérite et la Valeur en vous : Et si pour qui vous aime, ô Beauté trop cruelle ! Vous ne pouvez avoir qu'une haine mortelle, Je crains, quoique mon coeur de terreur ait frémi De ne pouvoir cesser d'être votre ennemi."")",,1.0,Insertion
488,"('#clorinde', ""Cette Amour doit de moi n'attendre aucune estime, Entre deux ennemis tout commerce est un crime, Tu ne me peux aimer sans trahir Godefroi, Et le coeur d'un perfide est indigne de moi."")",,1.0,Insertion
489,"('#tancrede', ""Ah c'est ce que de moi vous ne devez pas croire ! Je vous aime, il est vrai ; mais j'aime aussi la Gloire. Mourant pour mon parti, mon trépas serait doux, Autant qu'il le serait si je mourais pour vous !"")",,1.0,Insertion
490,"('#clorinde', ""Si je m'arrête au sens que ce discours expose, Je puis beaucoup sur toi."")",,1.0,Insertion
491,"('#tancrede', 'Vous pouvez toute chose. Vos désirs sont pour moi des ordres absolus, Quelle preuve en faut-il ?')",,1.0,Insertion
492,"('#clorinde', ""Il faut ne m'aimer plus."")",,1.0,Insertion
493,"('#tancrede', ""C'est ce que me défend l'état où je me trouve, Ce qui détruit l'amour n'en peut être une preuve : Commandez-moi plutôt d'affronter le trépas, Tout m'est possible hormis de ne vous aimer pas !"")",,1.0,Insertion
494,"('#clorinde', 'Mais quel est ton espoir ? Sais-tu bien que mon âme Veut toujours être libre ?')",,1.0,Insertion
495,"('#tancrede', ""Oui, mais je sais Madame, Que l'effet ne suit pas toujours notre souhait, Et que souvent on aime en dépit qu'on en ait : Mon espoir est fondé sur votre résistance, L'Amour aime à forcer qui se met en défense ; Plus un coeur lui résiste et plutôt il l'abat."")",,1.0,Insertion
496,"('#clorinde', ""Hé bien pour vaincre mieux je fuirai le combat, Et pour ôter tout lieu de me pouvoir surprendre, Je ne prétends jamais ni te voir ni t'entendre, Adieu."")",,1.0,Insertion
497,"('#tancrede', ""Veuillez souffrir encor ; mais elle fuit, Et j'ai déjà perdu sa trace dans la nuit. Qui me vient aborder ?"")",,1.0,Insertion
498,"('#arsace', 'Ô Ciel !')",,1.0,Insertion
499,"('#tancrede', 'Quel soin te presse ? Parle que cherches-tu ?')",,1.0,Insertion
500,"('#arsace', ""Clorinde ma maîtresse. Le Camp a pris l'alarme et j'appréhende fort Qu'elle n'ait rencontré la prison ou la mort ; Et d'un péril égal sans avoir l'âme émue Je viens apprendre ici ce qu'elle est devenue !"")",,1.0,Insertion
501,"('#tancrede', ""Quiconque a le bonheur d'être à cette beauté, Doit savoir qu'où je suis il est en sûreté : Clorinde a fait retraite avec un soin extrême, Suis ses pas et dis-lui seulement que je l'aime."")",,1.0,Insertion
502,"('#arsace', 'Que lui dirai-je encor ?')",,1.0,Insertion
503,"('#tancrede', ""Je te l'ai déjà dit, Va, dis-lui que je l'aime, et cela me suffit."")",,1.0,Insertion
504,"('#arsace', ""Il passe vers le camp, retournons à la ville, La nuit rend maintenant ma retraite facile : Mes soins doivent cesser ; mais n'aperçois-je pas Quelque guerrier armé qui tourne ici ses pas ? Mais ou mon âme encor prend de fausses alarmes, Ou je connais Clorinde à l'éclat de ses armes."")",,1.0,Insertion
505,"('#clorinde', ""C'est Arsace."")",,1.0,Insertion
506,"('#arsace', 'Ah Madame ! Où courez-vous ainsi ?')",,1.0,Insertion
507,"('#clorinde', ""Achever un dessein qui n'a pas réussi. Je dois porter la flamme à ces hautes machines, Sur qui tous les Chrétiens ont fondé nos ruines. Ismène l'enchanteur propice à mes desseins, A fait cette grenade et l'a mise en mes mains ; Mais j'ai mal pris mon temps, et sans rien entreprendre, Les Chrétiens m'ont d'abord réduite à me défendre : Et leur nombre eût sans doute accablé ma valeur, Sans les soins que Tancrède a pris à ma faveur ; Puisque enfin je me trouve et libre et sans blessure, Je veux tenter encor cette haute aventure."")",,1.0,Insertion
508,"('#arsace', 'Quoi rentrer au péril, lorsque vous en sortez, Madame, le malheur suit les témérités !')",,1.0,Insertion
509,"('#clorinde', 'Tous tes conseils ici me sont peu nécessaires, La Fortune est toujours propice aux téméraires.')",,1.0,Insertion
510,"('#arsace', 'Consultez.')",,1.0,Insertion
511,"('#clorinde', ""Tes raisons ne peuvent m'arrêter. Il est heure d'agir et non de consulter."")",,1.0,Insertion
512,"('#arsace', 'Dans un trop grand péril ce dessein vous engage ?')",,1.0,Insertion
513,"('#clorinde', 'Oui, le péril est grand ; mais moins que mon courage.')",,1.0,Insertion
514,"('#arsace', 'Mais vous pouvez périr, on peut vous accabler ?')",,1.0,Insertion
515,"('#clorinde', ""Oui, oui, je puis périr ; mais je ne puis trembler. J'ois du bruit, qui va-là ?"")",,1.0,Insertion
516,"('#hermine', ""Je m'estime perdue ! Je suis..."")",,1.0,Insertion
517,"('#clorinde', 'Qui que tu sois réponds, ou je te tue.')",,1.0,Insertion
518,"('#hermine', ""C'est la voix de Clorinde et ses armes aussi !"")",,1.0,Insertion
519,"('#clorinde', 'Parle ?')",,1.0,Insertion
520,"('#hermine', 'Je suis Hermine.')",,1.0,Insertion
521,"('#clorinde', ""Ô Ciel Hermine ici ! Qui t'a fait déguiser ?"")",,1.0,Insertion
522,"('#hermine', 'Une étrange disgrâce ; Mais soyons sans témoins.')",,1.0,Insertion
523,"('#clorinde', 'Éloignez-vous Arsace.')",,1.0,Insertion
524,"('#hermine', ""Souffre qu'il aille dire à Tancrède à l'instant, Que seul en cet endroit un étranger l'attend."")",,1.0,Insertion
525,"('#clorinde', ""Arsace entendez-vous l'ordre qu'elle vous donne ?"")",,1.0,Insertion
526,"('#arsace', 'Oui Madame.')",,1.0,Insertion
527,"('#clorinde', ""Allez donc faire ce qu'elle ordonne. Arsace sort."")",,1.0,Insertion
528,"('#hermine', ""Ta rencontre en ces lieux jointe à notre amitié, M'oblige à ne me pas découvrir à moitié, Tu sais bien que mon père était Roi_de_Syrie, Qu'il perdit à la fois la couronne et la vie ; Et que Tancrède alors portant partout l'effroi, Força notre palais et se saisit de moi ; Mais apprends qu'à ma vue il fit enfin le brave, Si je fus sa captive, il devint mon esclave : Et cessant d'être libre en se trouvant vainqueur, Il prépara des fers seulement pour son coeur. De son amour enfin j'eus des preuves certaines, Pour marquer ses liens, sa main brisa mes chaînes : Et sachant mes désirs bien loin d'y résister, Jusques en cette ville il me vint escorter. Ce fut lors qu'à mon âme Amour se fit connaître. Mon coeur devint captif, quand je cessai de l'être : Et Tancrède voulant m'ôter des fers si beaux, Bien loin de les briser, m'en donna de nouveaux."")",,1.0,Insertion
529,"('#clorinde', ""Quoi tu l'aimes ?"")",,1.0,Insertion
530,"('#hermine', ""Je l'aime et me suis résolue De lui parler ici sans en être connue, De sonder ses désirs, et s'il n'aime que moi, De lui rendre justice en lui donnant ma foi."")",,1.0,Insertion
531,"('#clorinde', ""Quoi sa religion n'a donc rien qui t'étonne ?"")",,1.0,Insertion
532,"('#hermine', ""J'abhorre ce qu'il croit ; mais j'aime sa personne !"")",,1.0,Insertion
533,"('#clorinde', 'Hermine considère !')",,1.0,Insertion
534,"('#hermine', ""Alors qu'on aime bien, Clorinde un jeune coeur ne considère rien."")",,1.0,Insertion
535,"('#clorinde', ""Puisqu'en vain je m'oppose à ce dessein étrange, De nos armes au moins nous devons faire échange : Celles que dessus moi Tancrède vient de voir, Si tu veux t'en charger pourront le décevoir ; Et parlant sous mon nom en baissant ta visière, Tu sauras s'il persiste en son amour première."")",,1.0,Insertion
536,"('#hermine', 'Ce conseil me ravit.')",,1.0,Insertion
537,"('#clorinde', ""Si l'effet suit mes voeux Il peut être à la fois utile à toutes deux. Tes armes sans éclat me rendront inconnue, Dedans une entreprise où je crains d'être vue."")",,1.0,Insertion
538,"('#hermine', ""J'entends quelqu'un qui marche."")",,1.0,Insertion
539,"('#clorinde', 'Arsace fait ce bruit. Avez-vous vu Tancrède ?')",,1.0,Insertion
540,"('#arsace', 'Oui Madame, il me suit.')",,1.0,Insertion
541,"('#clorinde', ""Croit-il que ce soit moi qui doive ici l'attendre ?"")",,1.0,Insertion
542,"('#arsace', ""Il vous croit en danger, et vient pour vous défendre, Tout armé comme il est, il s'avance à grands pas."")",,1.0,Insertion
543,"('#clorinde', 'Arrêtez-le, et surtout ne le détrompez pas.')",,1.0,Insertion
544,"('#arsace', ""De s'avancer ici je l'entends qui se presse, Seigneur en cet endroit vous verrez ma maîtresse."")",,1.0,Insertion
545,"('#tancrede', 'Pour la trouver plutôt marchons diligemment.')",,1.0,Insertion
546,"('#arsace', ""Elle viendra se rendre ici dans un moment : N'allez pas plus avant, Clorinde le désire, Je reste par son ordre ici pour vous le dire."")",,1.0,Insertion
547,"('#tancrede', ""C'est assez j'obéis et n'irai pas plus loin : Mais de quelque secours n'a-t-elle pas besoin ?"")",,1.0,Insertion
548,"('#arsace', 'Seigneur de son salut ne soyez point en peine, Elle est hors de péril et votre crainte est vaine.')",,1.0,Insertion
549,"('#tancrede', ""Obligez-moi du moins de ne me point celer, Quel sentiment l'oblige à me vouloir parler ? Veut-elle encor accroître ou flatter mon martyre, Ne m'en direz-vous rien ?"")",,1.0,Insertion
550,"('#arsace', ""Je n'ai rien à vous dire, C'est un secret que seule elle peut déclarer, La voici : par respect je vais me retirer."")",,1.0,Insertion
551,"('#tancrede', ""C'est Clorinde avançons ?"")",,1.0,Insertion
552,"('#hermine', 'Ma crainte ici redouble, Et sa vue en mon âme excite un nouveau trouble.')",,1.0,Insertion
553,"('#tancrede', ""Votre retour m'est doux, objet rempli d'appas, Soit qu'il me soit propice ou ne me le soit pas : Je n'eus jamais l'orgueil de prétendre à vous plaire, Vous aimer et vous voir est tout ce que j'espère : Et malgré vos rigueurs vous comblez mon espoir, Puisque je puis ici vous aimer et vous voir."")",,1.0,Insertion
554,"('#hermine', ""Il me parle d'amour ? Il m'a donc reconnue ?"")",,1.0,Insertion
555,"('#tancrede', 'Mes ennuis les plus grands cessent à votre vue.')",,1.0,Insertion
556,"('#hermine', 'Mais me connaissez-vous ?')",,1.0,Insertion
557,"('#tancrede', ""Oui pour une beauté, Qui fait voir des appas jusques dans sa fierté : Je sais que parmi nous le Ciel vous fit descendre, Pour donner de l'amour et pour n'en jamais prendre : Et que de la Nature aussi bien que des Cieux, Vous n'eûtes en naissant rien de doux que les yeux."")",,1.0,Insertion
558,"('#hermine', ""On se laisse souvent tromper par l'apparence, Et l'on est quelquefois aimé sans qu'on y pense. Espérez ?"")",,1.0,Insertion
559,"('#tancrede', ""Que j'espère ! Ô Ciel qu'ai-je entendu ! Un bonheur est plus grand, moins il est attendu, Et mon Coeur interdit de cette grâce insigne, Vous est plus obligé, moins il s'en trouve digne."")",,1.0,Insertion
560,"('#hermine', ""Un amant bien fidèle est digne d'être aimé."")",,1.0,Insertion
561,"('#tancrede', ""Quel soupçon de ma foi pourrait être formé, Quiconque est votre amant ne peut être infidèle, Dès qu'on a vu Clorinde, on ne peut aimer qu'elle."")",,1.0,Insertion
562,"('#hermine', 'Vous aimez donc Clorinde ?')",,1.0,Insertion
563,"('#tancrede', ""En pouvez-vous douter ! Je l'aime d'une ardeur qui ne peut s'augmenter. Comme il n'est point d'éclat que sa beauté n'efface, On ne peut voir d'amour que mon feu ne surpasse : Clorinde est sans égale et Tancrède enchanté, Est enfin en amour ce qu'elle est en beauté."")",,1.0,Insertion
564,"('#hermine', ""Ces mots passionnés m'outragent jusqu'à l'âme : Mais n'avez-vous jamais ressenti d'autre flamme ?"")",,1.0,Insertion
565,"('#tancrede', ""Mon coeur que jusqu'ici l'on n'a pu surmonter, N'avait rien que Clorinde au monde à redouter : Ses fers ont tant d'éclat que j'ai l'âme trop vaine Si je crois mériter une si belle chaîne ; Mais croyez que Clorinde est seule en l'Univers, Qui puisse mériter de me donner des fers !"")",,1.0,Insertion
566,"('#hermine', ""À me désespérer ce perfide s'obstine ; Mais n'avez-vous jamais soupiré pour Hermine ? J'ai su que l'aimiez."")",,1.0,Insertion
567,"('#tancrede', ""Qui vous l'a fait savoir Est, ou déçu lui-même, ou veut vous décevoir. Je ne l'aimai jamais, le peu qu'elle a de charmes, Était quand je la vis tout noyé de ses larmes : Et croyant ne devoir l'affliger qu'à moitié, Je lui rendis des soins seulement par pitié."")",,1.0,Insertion
568,"('#hermine', ""Peut-on jamais souffrir de plus cruels outrages ! Hermine eût de vos feux d'assez grands témoignages ! Votre amour fut la fin de sa captivité, En faveur de vos fers elle eût la liberté. Le premier vers, à part."")",,1.0,Insertion
569,"('#tancrede', ""Pour elle ma froideur fut par là confirmée, M'en serais-je éloigné si je l'avais aimée ? Je l'aurais conjurée en la méprisant moins, De souffrir mon amour, mon respect et mes soins ; Mais trouvant son humeur importune et sévère, Je pris un beau prétexte afin de m'en défaire."")",,1.0,Insertion
570,"('#hermine', 'Quel aveu juste Ciel et quelle indignité !')",,1.0,Insertion
571,"('#tancrede', ""Que m'apprend ce murmure adorable beauté ! Ah sans doute il m'apprend que ma gloire est extrême ! Lorsqu'on paraît jaloux, on témoigne qu'on aime Qu'en dois-je croire enfin ?"")",,1.0,Insertion
572,"('#hermine', ""Que tu t'abuses fort, Que je t'abhorre plus que l'on ne hait la mort : Que tu n'es qu'un ingrat, que ma haine implacable Comme ta lâcheté n'eut jamais de semblable, Que mon courroux pour toi ne doit jamais finir, Et te méprise trop pour te vouloir punir. Adieu."")",,1.0,Insertion
573,"('#tancrede', ""Souffrez qu'au moins je puisse vous répondre ; Mais l'ingrate m'accuse et fuit pour me confondre ! Ô Ciel fut-il jamais revers plus imprévu ! De tout raisonnement je me sens dépourvu. Un changement si prompt doit seulement m'instruire Qu'il n'est rien d'assuré dans l'amoureux empire ; Qu'Amour aime à mêler le bien avec le mal, Et comme il est enfant qu'il n'est jamais égal : Ses plus rares faveurs sont toujours inconstantes ; Mais quoi ne vois-je pas nos machines brûlantes ?"")",,1.0,Insertion
574,"('#arimon', ""Oui traître de ta main j'ai vu partir le feu, Ta fuite et tes détours te serviront de peu, Mon bras en ce moment punira ton audace."")",,1.0,Insertion
575,"('#clorinde', ""C'est ainsi que je sais répondre à qui menace."")",,1.0,Insertion
576,"('#arimon', 'Je suis mort !')",,1.0,Insertion
577,"('#tancrede', 'Arimon est tombé sans chaleur, Il faut que je partage ou venge son malheur : Après son meurtrier marchons en diligence.')",,1.0,Insertion
578,"('#clorinde', ""Je vois pour m'arrêter Tancrède qui s'avance, Si je me fais connaître il ne me nuira pas ; Mais je ne veux devoir mon salut qu'à mon bras, Il faut que je l'attende et que je l'embarrasse : Parle qui donc es-tu qui me suis à la trace ?"")",,1.0,Insertion
579,"('#tancrede', ""Je suis un homme armé qui par un juste effort T'apporte en même temps et la guerre et la mort."")",,1.0,Insertion
580,"('#clorinde', ""Je ne fuis point la guerre et l'accepte sur l'heure : Mais sois certain qu'il faut que la mort te demeure."")",,1.0,Insertion
581,"('#tancrede', 'Je vais te faire voir par de sanglants effets, Que je sais bien donner tout ce que je promets.')",,1.0,Insertion
582,"('#clorinde', 'Quel amant eut jamais un dessein plus étrange ; Mais je me sens blessée, il faut que je me venge.')",,1.0,Insertion
583,"('#tancrede', ""Ce n'est rien, ce n'est rien, je n'ai que commencé."")",,1.0,Insertion
584,"('#clorinde', ""C'est à moi à moi d'achever ?"")",,1.0,Insertion
585,"('#tancrede', 'Ah Ciel je suis blessé !')",,1.0,Insertion
586,"('#clorinde', ""Ce n'est rien, ce n'est rien, ma blessure funeste Te doit coûter encor tout le sang qui te reste."")",,1.0,Insertion
587,"('#tancrede', ""Ô toi qui que tu sois, contre qui je me bas Diffère d'un moment ta perte, ou mon trépas ! Et si dans ce combat où l'honneur nous engage Les prières encor peuvent être en usage : Pour accroître ma gloire ou flatter mon malheur, Instruis-moi de ton nom comme de ta valeur. Je ne connais que trop que de notre querelle Aux jours de l'un de nous la fin sera mortelle ; Fais-moi connaître avant ou l'un ou l'autre sort, Quel bras doit honorer ma victoire ou ma mort."")",,1.0,Insertion
588,"('#clorinde', ""Cette grâce pour toi serait peu favorable, Sois certain que je porte un nom si redoutable, Qu'en te le prononçant malgré tous tes desseins, Les armes à l'instant te tomberaient des mains ; Mais je crains ta faiblesse et j'ai trop de courage, Pour te vouloir combattre avec quelque avantage : Mon coeur peut sur lui seul son espoir établir, Et pour te vaincre mieux ne veut pas t'affaiblir ; Ne prends points d'autres soin que ceux de te défendre, Défends-toi de mon bras et sois content d'apprendre, Que de ces hautes tours l'embrasement soudain Est un coup fortuné de cette même main."")",,1.0,Insertion
589,"('#tancrede', ""Sache qu'à te punir cet aveu me convie, Et qu'il ne doit pas moins te coûter que la vie."")",,1.0,Insertion
590,"('#clorinde', ""Ah ce coup est mortel et ma vigueur s'abat !"")",,1.0,Insertion
591,"('#tancrede', 'Il chancelle, hâtons la fin de ce combat, Je suis vainqueur, il tombe.')",,1.0,Insertion
592,"('#clorinde', ""Ah c'est ce que j'ignore ! Tu n'es pas mon vainqueur puisque je vis encore, Achève et tu sauras si mon coeur est vaincu, Qui n'a pu l'être au moins tandis qu'il a vécu."")",,1.0,Insertion
593,"('#tancrede', ""Que la Victoire ami me soit plutôt ravie, Que de l'avoir au prix d'une si belle vie ! Ton courage me charme et mon inimitié Se laisse vaincre aux traits d'une juste pitié, C'est moi qui suis vaincu."")",,1.0,Insertion
594,"('#clorinde', ""Cette pitié nuisible Me fait mieux que tes coups cesser d'être invincible, La Victoire est à toi, ta générosité Triomphe malgré toi de toute ma fierté, Et le sort qui m'outrage au moins me fait connaître, Qu'il me donne un vainqueur qui mérite de l'être !"")",,1.0,Insertion
595,"('#tancrede', ""L'espoir de ton salut nous peut encor rester, Ce casque t'embarrasse et je vais te l'ôter."")",,1.0,Insertion
596,"('#clorinde', 'Ma blessure est mortelle, et ta peine impuissante.')",,1.0,Insertion
597,"('#tancrede', ""Juste ciel ! C'est Clorinde !"")",,1.0,Insertion
598,"('#clorinde', ""Oui Clorinde mourante ! Tu restes interdit Tancrède, et je connais, Que le coup dont je meurs te blesse autant que moi ; Mais perds cette douleur qui m'est injurieuse, Pour regretter ma perte elle est trop glorieuse. Je meurs ; mais je connais que ce coup inhumain, Ne me pouvait venir d'une plus belle main. Oui j'estime Tancrède et mon âme déçue Ne l'eût point estimé s'il ne m'eût point vaincue. Mon coeur qui ne se plaint ni de toi ni du sort, Te pardonne aisément ma défaite et ma mort : Le reste de mon sang s'écoule avec ma vie, Je meurs ; mais je ne puis mourir ton ennemie. Adieu..."")",,1.0,Insertion
